Module,num,Kind,Table,No,BusinessTerm,DictionaryEntryName,Description,ObjectClassTermQualifier,ObjectClassTerm,PropertyTerm,RepresentationTerm,Datatype,Representation,RelationObjectClassTermQualifier,RelationObjectClassTerm,Level,PK_REF,ATTRIBUTE,DOMAIN
5.O2C,453,BBIE,AR ADJUSTMENT,935,Journal ID,Account Receivable Adjustment_ Transaction. Journal ID. Code,The unique identifier for journal entry. Typically auto-generated by the system. Shall match the Journal_ID in the GL_Details table.,Account Receivable Adjustment,Transaction,Journal ID,Code,,,,,,,JOURNAL ID,IDENTIFIER 100
5.O2C,454,BBIE,AR ADJUSTMENT,936,Fiscal Year,Account Receivable Adjustment_ Transaction. Fiscal Year. Year_ Code,"Fiscal year in which the Adjustment_Date occurs. The year shall be shown in four digits as 'YYYY', which is part of the extended format and the 'YYYY-MM-DD' in ISO 8601-1. Shall match the Fiscal_Year in the BAS_Accounting_Period table.",Account Receivable Adjustment,Transaction,Fiscal Year,Code,,,,,,,FISCAL YEAR,YEAR IDENTIFIER
5.O2C,455,BBIE,AR ADJUSTMENT,937,Accounting Period,Account Receivable Adjustment_ Transaction. Accounting Period. Period_ Code,"Accounting period in which the Adjustment_Date occurs. Examples include W1-W53 for weekly periods, M1-M12 for monthly periods, Q1-Q4 for quarterly periods, and from any beginning date to any ending date. Shall match the Accounting_Period in the BAS_Accounting_Period table.",Account Receivable Adjustment,Transaction,Accounting Period,Code,,,,,,,ACCOUNTING PERIOD,PERIOD IDENTIFIER
5.O2C,456,BBIE,AR ADJUSTMENT,938,Adjustment Date,Account Receivable Adjustment_ Transaction. Adjustment_ Date. Code,"The date of the adjustment, regardless of the date the adjustment is entered.",Account Receivable Adjustment,Transaction,Date,Code,,,,,,,ADJUSTMENT DATE,DATE
5.O2C,457,BBIE,AR ADJUSTMENT,939,Customer Account ID,Account Receivable Adjustment_ Transaction. Customer Account ID. Code,The unique identifier for the customer from whom payment is expected or to whom unused credits have been applied. Typically auto-generated by the system. Shall match the Customer_Account_ID in the BAS_Customer table.,Account Receivable Adjustment,Transaction,Customer Account ID,Code,,,,,,,CUSTOMER ACCOUNT ID,IDENTIFIER 100
5.O2C,458,BBIE,AR ADJUSTMENT,940,GL Debit Account Number,Account Receivable Adjustment_ Transaction. Defined. Code,The GL account number on which the debit side of the transaction has been posted. Shall match the GL_Account_Number in the BAS_Chart_Of_Accounts table.,Account Receivable Adjustment,Transaction,Defined,Code,,,Debit,Chart Of Accounts,,,GL DEBIT ACCOUNT NUMBER,GL ACCOUNT NUMBER 100
5.O2C,459,BBIE,AR ADJUSTMENT,941,GL Credit Account Number,Account Receivable Adjustment_ Transaction. Defined. Code,The GL account number on which the credit side of the transaction has been posted. Shall match the GL_Account_Number in the BAS_Chart_Of_Accounts table.,Account Receivable Adjustment,Transaction,Defined,Code,,,Credit,Chart Of Accounts,,,GL CREDIT ACCOUNT NUMBER,GL ACCOUNT NUMBER 100
5.O2C,460,ASBIE,AR ADJUSTMENT,943,Tax,Account Receivable Adjustment_ Transaction. Charged. Tax,,Account Receivable Adjustment,Transaction,Charged,Code,,,,,,,TAX,
5.O2C,461,ASBIE,AR ADJUSTMENT,944,Created,Account Receivable Adjustment_ Transaction. was. Created_ Handling,,Account Receivable Adjustment,Transaction,was,Code,,,,,,,CREATED,was
5.O2C,462,ASBIE,AR ADJUSTMENT,945,Approved,Account Receivable Adjustment_ Transaction. was. Approved_ Handling,,Account Receivable Adjustment,Transaction,was,Code,,,,,,,APPROVED,was
5.O2C,463,ASBIE,AR ADJUSTMENT,946,Lastmodified,Account Receivable Adjustment_ Transaction. was. Last Modified_ Handling,,Account Receivable Adjustment,Transaction,was,Code,,,,,,,LAST MODIFIED,was
5.O2C,464,RLBIE,AR ADJUSTMENT,947,Business Segment X,Account Receivable Adjustment_ Transaction. Defned. X_ Business Segment,"A reserved field that shall be used for business segments / structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with each unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity.",Account Receivable Adjustment,Transaction,Defned,Code,,,X,Business Segment,,REF,BUSINESS SEGMENT X,TEXT 25
5.O2C,465,BBIE,AR ADJUSTMENT DETAILS,949,Adjustment ID,Account Receivable Adjustment Details_ Transaction. Adjustment ID. Code,The unique identifier for the adjustment of record. Typically autogenerated by the system. Shall match the Adjustment_ID in the AR_Adjustments table.,Account Receivable Adjustment Details,Transaction,Adjustment ID,Code,,,,,,,ADJUSTMENT ID,IDENTIFIER 100
5.O2C,466,BBIE,AR ADJUSTMENT DETAILS,950,Adjustment Line ID,Account Receivable Adjustment Details_ Transaction. Adjustment Line ID. Code,The unique identifier for the adjustment line. Typically auto-generated by the system.,Account Receivable Adjustment Details,Transaction,Adjustment Line ID,Code,,,,,,,ADJUSTMENT LINE ID,IDENTIFIER 60
5.O2C,467,BBIE,AR ADJUSTMENT DETAILS,951,Adjustment Line Number,Account Receivable Adjustment Details_ Transaction. Adjustment Line Number. Code,The number of the Line of the adjustment of record. This number is generated either by manual input or by the system.,Account Receivable Adjustment Details,Transaction,Adjustment Line Number,Code,,,,,,,ADJUSTMENT LINE NUMBER,TEXT 10
5.O2C,468,BBIE,AR ADJUSTMENT DETAILS,952,Invoice ID,Account Receivable Adjustment Details_ Transaction. Invoice ID. Code,"The unique identifier for the invoice, from which AR is derived. Typically auto-generated by the system. This field represents the invoice to which the adjustment is applied, if relevant. May be set to NULL if adjustment is at customer (not invoice) level. Otherwise shall match the Invoice_ID in the SAL_Invoices_Generated_Details table.",Account Receivable Adjustment Details,Transaction,Invoice ID,Code,,,,,,,INVOICE ID,IDENTIFIER 60
5.O2C,469,BBIE,AR ADJUSTMENT DETAILS,953,Invoice Line ID,Account Receivable Adjustment Details_ Transaction. Invoice Line ID. Code,The unique identifier for an invoice line. Typically auto-generated by the system. May be set to NULL if adjustment is at customer (not invoice) level. Otherwise shall match the Invoice_Line_ID in the SAL_Invoices_Generated_Details table.,Account Receivable Adjustment Details,Transaction,Invoice Line ID,Code,,,,,,,INVOICE LINE ID,IDENTIFIER 60
5.O2C,470,BBIE,AR ADJUSTMENT DETAILS,954,Journal ID,Account Receivable Adjustment Details_ Transaction. Journal ID. Code,The unique identifier for journal entry. Typically auto-generated by the system. Shall match the Journal_ID in the GL_Details table.,Account Receivable Adjustment Details,Transaction,Journal ID,Code,,,,,,,JOURNAL ID,IDENTIFIER 100
5.O2C,471,ASBIE,AR ADJUSTMENT DETAILS,956,Tax,Account Receivable Adjustment Details_ Transaction. Charged. Tax,,Account Receivable Adjustment Details,Transaction,Charged,Code,,,,,,,TAX,
5.O2C,472,BBIE,AR ADJUSTMENT DETAILS,957,GL Debit Account Number,Account Receivable Adjustment Details_ Transaction. Defined. Code,The GL account number on which the debit side of the transaction has been posted. Shall match the GL_Account_Number in the BAS_Chart_Of_Accounts table.,Account Receivable Adjustment Details,Transaction,Defined,Code,,,Debit,Chart Of Accounts,,,GL DEBIT ACCOUNT NUMBER,GL ACCOUNT NUMBER 100
5.O2C,473,BBIE,AR ADJUSTMENT DETAILS,958,GL Credit Account Number,Account Receivable Adjustment Details_ Transaction. Defined. Code,The GL account number on which the credit side of the transaction has been posted. Shall match the GL_Account_Number in the BAS_Chart_Of_Accounts table.,Account Receivable Adjustment Details,Transaction,Defined,Code,,,Credit,Chart Of Accounts,,,GL CREDIT ACCOUNT NUMBER,GL ACCOUNT NUMBER 100
5.O2C,474,RLBIE,AR ADJUSTMENT DETAILS,959,Business Segment X,Account Receivable Adjustment Details_ Transaction. Defned. X_ Business Segment,"A reserved field that shall be used for business segments / structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with each unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity.",Account Receivable Adjustment Details,Transaction,Defned,Code,,,X,Business Segment,,REF,BUSINESS SEGMENT X,TEXT 25
5.O2C,475,BBIE,AR CASH APPLICATION,961,AR Application ID,Account Receivable Cash Application_ List. AR Application ID. Code,The unique identifier for each application of cash from a receipt to each invoice.Typically auto-generated by the system.,Account Receivable Cash Application,List,AR Application ID,Code,,,,,,,AR APPLICATION ID,IDENTIFIER 100
5.O2C,476,BBIE,AR CASH APPLICATION,962,Fiscal Year,Account Receivable Cash Application_ List. Fiscal Year. Year_ Code,"Fiscal year in which the AR_Application_Date occurs. The year shall be shown in four digits as 'YYYY', which is part of the extended format and the 'YYYY-MM-DD' in ISO 8601-1. Shall match the Fiscal_Year in the BAS_Accounting_Period table.",Account Receivable Cash Application,List,Fiscal Year,Code,,,,,,,FISCAL YEAR,YEAR IDENTIFIER
5.O2C,477,BBIE,AR CASH APPLICATION,963,Accounting Period,Account Receivable Cash Application_ List. Accounting Period. Period_ Code,"Accounting period in which the AR_Application_Date occurs. Examples include W1-W53 for weekly periods, M1-M12 for monthly periods, Q1-Q4 for quarterly periods, and from any beginning date to any ending date. Shall match the Accounting_Period in the BAS_Accounting_Period table.",Account Receivable Cash Application,List,Accounting Period,Code,,,,,,,ACCOUNTING PERIOD,PERIOD IDENTIFIER
5.O2C,478,BBIE,AR CASH APPLICATION,964,AR Application Date,Account Receivable Cash Application_ List. AR Application_ Date. Code,"The date of the cash application transaction, regardless of the date the transaction is created.",Account Receivable Cash Application,List,Date,Code,,,,,,,AR APPLICATION DATE,DATE
5.O2C,479,BBIE,AR CASH APPLICATION,965,Customer Account ID,Account Receivable Cash Application_ List. Customer Account ID. Code,The unique identifier for the customer from whom payment is expected or to whom unused credits have been applied. Typically auto-generated by the system. Shall match the Customer_Account_ID in the BAS_Customer table.,Account Receivable Cash Application,List,Customer Account ID,Code,,,,,,,CUSTOMER ACCOUNT ID,IDENTIFIER 100
5.O2C,480,BBIE,AR CASH APPLICATION,966,Receipt ID,Account Receivable Cash Application_ List. Receipt ID. Code,"The unique identifier for the transactional document, from which AR is derived. Typically auto-generated by the system. Shall match the Receipt_ID in the AR_Cash_Received table.",Account Receivable Cash Application,List,Receipt ID,Code,,,,,,,RECEIPT ID,IDENTIFIER 60
5.O2C,481,BBIE,AR CASH APPLICATION,967,Invoice ID,Account Receivable Cash Application_ List. Invoice ID. Code,"The unique identifier for each invoice, from which AR is derived. Typically auto-generated by the system. May be set to NULL if adjustment is at customer (not invoice) level. Otherwise shall match the Invoice_ID in the SAL_Invoices_Generated table.",Account Receivable Cash Application,List,Invoice ID,Code,,,,,,,INVOICE ID,IDENTIFIER 60
5.O2C,482,BBIE,AR CASH APPLICATION,968,Settlement Method Code,Account Receivable Cash Application_ List. Settlement Method Code. Code,"The code of the settlement method. Various methods can be used to settle transactions and transfer money; for example, check, wire transfer and cash. Shall match the Settlement_Method_Code in the BAS_Settlement_Method table.",Account Receivable Cash Application,List,Settlement Method Code,Code,,,,,,,SETTLEMENT METHOD CODE,IDENTIFIER 60
5.O2C,483,BBIE,AR CASH APPLICATION,969,Remark,Account Receivable Cash Application_ List. Remark. Code,Freeform text description.,Account Receivable Cash Application,List,Remark,Code,,,,,,,REMARK,TEXT 500
5.O2C,484,BBIE,AR CASH APPLICATION,970,GL Debit Account Number,Account Receivable Cash Application_ List. Defined. Code,The GL account number on which the debit side of the transaction has been posted. Shall match the GL_Account_Number in the BAS_Chart_Of_Accounts table.,Account Receivable Cash Application,List,Defined,Code,,,Debit,Chart Of Accounts,,,GL DEBIT ACCOUNT NUMBER,GL ACCOUNT NUMBER 100
5.O2C,485,BBIE,AR CASH APPLICATION,971,GL Credit Account Number,Account Receivable Cash Application_ List. Defined. Code,The GL account number on which the credit side of the transaction has been posted. Shall match the GL_Account_Number in the BAS_Chart_Of_Accounts table.,Account Receivable Cash Application,List,Defined,Code,,,Credit,Chart Of Accounts,,,GL CREDIT ACCOUNT NUMBER,GL ACCOUNT NUMBER 100
5.O2C,486,BBIE,AR CASH APPLICATION,972,Transaction Amount,Account Receivable Cash Application_ List. Transaction Amount. Code,,Account Receivable Cash Application,List,Transaction Amount,Code,,,,,,,TRANSACTION AMOUNT,has a
5.O2C,487,ASBIE,AR CASH APPLICATION,973,Approved,Account Receivable Cash Application_ List. was. Approved_ Handling,,Account Receivable Cash Application,List,was,Code,,,,,,,APPROVED,was
5.O2C,488,ASBIE,AR CASH APPLICATION,974,Created,Account Receivable Cash Application_ List. was. Created_ Handling,,Account Receivable Cash Application,List,was,Code,,,,,,,CREATED,was
5.O2C,489,ASBIE,AR CASH APPLICATION,975,Last Modified,Account Receivable Cash Application_ List. was. Last Modified_ Handling,,Account Receivable Cash Application,List,was,Code,,,,,,,LAST MODIFIED,was
5.O2C,490,RLBIE,AR CASH APPLICATION,976,Business Segment X,Account Receivable Cash Application_ List. Defned. X_ Business Segment,"A reserved field that shall be used for business segments / structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with each unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity.",Account Receivable Cash Application,List,Defned,Code,,,X,Business Segment,,REF,BUSINESS SEGMENT X,TEXT 25
5.O2C,491,BBIE,AR CASH RECEIVED,978,Receipt ID,Cash Received_ List. Receipt ID. Code,The unique identifier for each transaction of cash received. Typically auto-generated by the system.,Cash Received,List,Receipt ID,Code,,,,,,,RECEIPT ID,IDENTIFIER 60
5.O2C,492,BBIE,AR CASH RECEIVED,979,Receipt Number,Cash Received_ List. Receipt Number. Code,"The number of the cash received, from which AR is derived. This number is generated either by manual input or by the system.",Cash Received,List,Receipt Number,Code,,,,,,,RECEIPT NUMBER,TEXT 100
5.O2C,493,BBIE,AR CASH RECEIVED,980,Customer Account ID,Cash Received_ List. Customer Account ID. Code,The unique identifier for the customer from whom payment is received or to whom credits have been applied. Typically auto-generated by the system. Shall match the Customer_Account_ID in the BAS_Customer table.,Cash Received,List,Customer Account ID,Code,,,,,,,CUSTOMER ACCOUNT ID,IDENTIFIER 100
5.O2C,494,BBIE,AR CASH RECEIVED,981,Sales Contract ID,Cash Received_ List. Sales Contract ID. Code,"The unique identifier for the sales contract, from which AR is derived. Typically auto-generated by the system. May be set to NULL, if no transaction is related to Sales_Contract_ID. Otherwise shall match the Sales_Contract_ID in the SAL_Contracts table.",Cash Received,List,Sales Contract ID,Code,,,,,,,SALES CONTRACT ID,IDENTIFIER 60
5.O2C,495,BBIE,AR CASH RECEIVED,982,Project ID,Cash Received_ List. Project ID. Code,"The unique identifier for the project, from which AR is derived. Typically auto-generated by the system. May be set to NULL, if no transaction is related to Project_ID. Otherwise shall match the Project_ID in the BAS_Project table.",Cash Received,List,Project ID,Code,,,,,,,PROJECT ID,IDENTIFIER 60
5.O2C,496,BBIE,AR CASH RECEIVED,983,Journal ID,Cash Received_ List. Journal ID. Code,The unique identifier for journal entry. Typically auto-generated by the system. Shall match the Journal_ID in the GL_Details table.,Cash Received,List,Journal ID,Code,,,,,,,JOURNAL ID,IDENTIFIER 100
5.O2C,497,BBIE,AR CASH RECEIVED,984,Fiscal Year,Cash Received_ List. Fiscal Year. Year_ Code,"Fiscal year in which the Receipt_Date occurs. The year shall be shown in four digits as 'YYYY', which is part of the extended format and the 'YYYY-MM-DD' in ISO 8601-1. Shall match the Fiscal_Year in the BAS_Accounting_Period table.",Cash Received,List,Fiscal Year,Code,,,,,,,FISCAL YEAR,YEAR IDENTIFIER
5.O2C,498,BBIE,AR CASH RECEIVED,985,Accounting Period,Cash Received_ List. Accounting Period. Period_ Code,"Accounting period in which the Receipt_Date occurs. Examples include W1-W53 for weekly periods, M1-M12 for monthly periods, Q1-Q4 for quarterly periods, and from any beginning date to any ending date. Shall match the Accounting_Period in the BAS_Accounting_Period table.",Cash Received,List,Accounting Period,Code,,,,,,,ACCOUNTING PERIOD,PERIOD IDENTIFIER
5.O2C,499,BBIE,AR CASH RECEIVED,986,Receipt Date,Cash Received_ List. Receipt_ Date. Code,"The receipt date of the account receivable by the customer. For example, the received date of check, wire transfer and cash.",Cash Received,List,Date,Code,,,,,,,RECEIPT DATE,DATE
5.O2C,500,BBIE,AR CASH RECEIVED,987,Settlement Method Code,Cash Received_ List. Settlement Method Code. Code,"The code value or indicator of the method by which the transaction debit or credit amount was extinguished or apportioned to the debt by the customer; for example, check, wire transfer and cash. Shall match the Settlement_Method_Code in the BAS_Settlement_Method table.",Cash Received,List,Settlement Method Code,Code,,,,,,,SETTLEMENT METHOD CODE,IDENTIFIER 60
5.O2C,501,BBIE,AR CASH RECEIVED,988,Reference Number,Cash Received_ List. Reference Number. Code,"The number of an internally or externally generated transaction; for example, check number, wire transfer number, or original document ID.",Cash Received,List,Reference Number,Code,,,,,,,REFERENCE NUMBER,TEXT 100
5.O2C,502,BBIE,AR CASH RECEIVED,989,Reference Date,Cash Received_ List. Reference_ Date. Code,"The date on an internally or externally generated transaction; for example, check date or wire transfer date.",Cash Received,List,Date,Code,,,,,,,REFERENCE DATE,DATE
5.O2C,503,BBIE,AR CASH RECEIVED,990,Amount Credit Debit Indicator,Cash Received_ List. Credit Debit Indicator. Code,Indicates whether the amount is a credit or debit. For example C = credit; D= debit.,Cash Received,List,Credit Debit Indicator,Code,,,,,,,AMOUNT CREDIT DEBIT INDICATOR,CREDIT DEBIT CODE
5.O2C,504,BBIE,AR CASH RECEIVED,991,Remark,Cash Received_ List. Remark. Code,Freeform text description.,Cash Received,List,Remark,Code,,,,,,,REMARK,TEXT 500
5.O2C,505,BBIE,AR CASH RECEIVED,992,GL Debit Account Number,Cash Received_ List. Defined. Code,The GL account number on which the debit side of the transaction has been posted. Shall match the GL_Account_Number in the BAS_Chart_Of_Accounts table.,Cash Received,List,Defined,Code,,,Debit,Chart Of Accounts,,,GL DEBIT ACCOUNT NUMBER,GL ACCOUNT NUMBER 100
5.O2C,506,BBIE,AR CASH RECEIVED,993,GL Credit Account Number,Cash Received_ List. Defined. Code,The GL account number on which the credit side of the transaction has been posted. Shall match the GL_Account_Number in the BAS_Chart_Of_Accounts table.,Cash Received,List,Defined,Code,,,Credit,Chart Of Accounts,,,GL CREDIT ACCOUNT NUMBER,GL ACCOUNT NUMBER 100
5.O2C,507,BBIE,AR CASH RECEIVED,994,Transaction Amount,Cash Received_ List. Transaction Amount. Code,,Cash Received,List,Transaction Amount,Code,,,,,,,TRANSACTION AMOUNT,has a
5.O2C,508,ASBIE,AR CASH RECEIVED,995,Approved,Cash Received_ List. was. Approved_ Handling,,Cash Received,List,was,Code,,,,,,,APPROVED,was
5.O2C,509,ASBIE,AR CASH RECEIVED,996,Created,Cash Received_ List. was. Created_ Handling,,Cash Received,List,was,Code,,,,,,,CREATED,was
5.O2C,510,ASBIE,AR CASH RECEIVED,997,Last Modified,Cash Received_ List. was. Last Modified_ Handling,,Cash Received,List,was,Code,,,,,,,LAST MODIFIED,was
5.O2C,511,RLBIE,AR CASH RECEIVED,998,Business Segment X,Cash Received_ List. Defned. X_ Business Segment,"A reserved field that shall be used for business segments / structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with each unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity.",Cash Received,List,Defned,Code,,,X,Business Segment,,REF,BUSINESS SEGMENT X,TEXT 25
5.O2C,512,BBIE,AR OPEN ACCOUNT RECEIVABLE,1000,Transaction ID,Open Account Receivable_ List. Transaction ID. Code,The unique identifier for each transaction of an open AR includes invoice and cash received. Typically auto-generated by the system.,Open Account Receivable,List,Transaction ID,Code,,,,,,,TRANSACTION ID,IDENTIFIER 60
5.O2C,513,BBIE,AR OPEN ACCOUNT RECEIVABLE,1001,Invoice ID,Open Account Receivable_ List. Invoice ID. Code,"The unique identifier for each invoice, from which AR is derived. Typically auto-generated by the system. May be set to NULL if adjustment is at customer (not invoice) level. Otherwise shall match the Invoice_ID in the SAL_Invoices_Generated table.",Open Account Receivable,List,Invoice ID,Code,,,,,,,INVOICE ID,IDENTIFIER 60
5.O2C,514,BBIE,AR OPEN ACCOUNT RECEIVABLE,1002,Customer Account ID,Open Account Receivable_ List. Customer Account ID. Code,The unique identifier for the customer payment is expected or to whom unused credits have been applied. Typically auto-generated by the system. Shall match the Customer_Account_ID in the BAS_Customer table.,Open Account Receivable,List,Customer Account ID,Code,,,,,,,CUSTOMER ACCOUNT ID,IDENTIFIER 100
5.O2C,515,BBIE,AR OPEN ACCOUNT RECEIVABLE,1003,Sales Contract ID,Open Account Receivable_ List. Sales Contract ID. Code,"The unique identifier for the sales contract, from which AR is derived. Typically autogenerated by the system. May be set to NULL if no transaction related Sales_Contract_ID. Otherwise shall match the Sales_Contract_ID in the SAL_Contracts table.",Open Account Receivable,List,Sales Contract ID,Code,,,,,,,SALES CONTRACT ID,IDENTIFIER 60
5.O2C,516,BBIE,AR OPEN ACCOUNT RECEIVABLE,1004,Project ID,Open Account Receivable_ List. Project ID. Code,"The unique identifier for the project, from which AR is derived. Typically auto-generated by the system. If no transaction related to Project_ID, may be set to NULL. Otherwise shall match the Project_ID in the BAS_Project table.",Open Account Receivable,List,Project ID,Code,,,,,,,PROJECT ID,IDENTIFIER 60
5.O2C,517,BBIE,AR OPEN ACCOUNT RECEIVABLE,1005,Fiscal Year,Open Account Receivable_ List. Fiscal Year. Year_ Code,"Fiscal year in which the Transaction_Date occurs. The year shall be shown in four digits as 'YYYY', which is part of the extended format and the 'YYYY-MM-DD' in ISO 8601-1. Shall match the Fiscal_Year in the BAS_Accounting_Period table.",Open Account Receivable,List,Fiscal Year,Code,,,,,,,FISCAL YEAR,YEAR IDENTIFIER
5.O2C,518,BBIE,AR OPEN ACCOUNT RECEIVABLE,1006,Accounting Period,Open Account Receivable_ List. Accounting Period. Period_ Code,"Accounting period in which the Transaction_Date occurs. Examples include W1-W53 for weekly periods, M1-M12 for monthly periods, Q1-Q4 for quarterly periods, and from any beginning date to any ending date. Shall match the Accounting_Period in the BAS_Accounting_Period table.",Open Account Receivable,List,Accounting Period,Code,,,,,,,ACCOUNTING PERIOD,PERIOD IDENTIFIER
5.O2C,519,BBIE,AR OPEN ACCOUNT RECEIVABLE,1007,Date,Open Account Receivable_ List. Transaction_ Date. Code,"The date of the transaction, regardless of the date the transaction is created. This is the date from which the due date is calculated based on the invoice terms.",Open Account Receivable,List,Date,Code,,,,,,,TRANSACTION DATE,DATE
5.O2C,520,BBIE,AR OPEN ACCOUNT RECEIVABLE,1008,Journal ID,Open Account Receivable_ List. Journal ID. Code,The unique identifier for each journal entry. Typically auto-generated by the system. Shall match the Journal_ID in the GL_Details table.,Open Account Receivable,List,Journal ID,Code,,,,,,,JOURNAL ID,IDENTIFIER 100
5.O2C,521,BBIE,AR OPEN ACCOUNT RECEIVABLE,1009,Date,Open Account Receivable_ List. Transaction Due_ Date. Code,"The date payment is due from the customer. Not all transactions will have a due date. If no due date. May be set to NULL, if there is no due date. For example, credit memos. Aging of a receivable is usually calculated based on this date.",Open Account Receivable,List,Date,Code,,,,,,,TRANSACTION DUE DATE,DATE
5.O2C,522,BBIE,AR OPEN ACCOUNT RECEIVABLE,1010,Reference Number,Open Account Receivable_ List. Reference Number. Code,"The number of an internally or externally generated transaction; for example, check number, wire transfer number, or original document ID.",Open Account Receivable,List,Reference Number,Code,,,,,,,REFERENCE NUMBER,TEXT 100
5.O2C,523,BBIE,AR OPEN ACCOUNT RECEIVABLE,1011,Date,Open Account Receivable_ List. Reference_ Date. Code,"The date on an internally or externally generated transaction; for example, check date or wire transfer date.",Open Account Receivable,List,Date,Code,,,,,,,REFERENCE DATE,DATE
5.O2C,524,BBIE,AR OPEN ACCOUNT RECEIVABLE,1012,Remark,Open Account Receivable_ List. Remark. Code,Freeform text description.,Open Account Receivable,List,Remark,Code,,,,,,,REMARK,TEXT 500
5.O2C,525,BBIE,AR OPEN ACCOUNT RECEIVABLE,1013,Grouping Code,Open Account Receivable_ List. Grouping Code. Code,The code of grouping related items for different purposes.,Open Account Receivable,List,Grouping Code,Code,,,,,,,GROUPING CODE,TEXT 100
5.O2C,526,ASBIE,AR OPEN ACCOUNT RECEIVABLE,1014,,Open Account Receivable_ List. .,,Open Account Receivable,List,,Code,,,,,,,BALANCE AMOUNT,has a
5.O2C,527,BBIE,AR OPEN ACCOUNT RECEIVABLE,1015,Transaction Amount,Open Account Receivable_ List. Transaction Amount. Code,,Open Account Receivable,List,Transaction Amount,Code,,,,,,,TRANSACTION AMOUNT,has
5.O2C,528,RLBIE,AR OPEN ACCOUNT RECEIVABLE,1016,Business Segment X,Open Account Receivable_ List. Defned. X_ Business Segment,"A reserved field that shall be used for business segments / structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with each unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity.",Open Account Receivable,List,Defned,Code,,,X,Business Segment,,REF,BUSINESS SEGMENT X,TEXT 25
5.O2C,529,ASBIE,,1018,Invoice Generated,Generated_ Invoice. Defined. Invoice,,Generated,Invoice,Defined,Code,,,,,,,,
5.O2C,530,ASBIE,SAL INVOICE GENERATED,1019,Approved,Generated_ Invoice. was. Approved_ Handling,,Generated,Invoice,was,Code,,,,,,,APPROVED,was
5.O2C,531,ASBIE,SAL INVOICE GENERATED,1020,Created,Generated_ Invoice. was. Created_ Handling,,Generated,Invoice,was,Code,,,,,,,CREATED,was
5.O2C,532,ASBIE,SAL INVOICE GENERATED,1021,Last Modified,Generated_ Invoice. was. Last Modified_ Handling,,Generated,Invoice,was,Code,,,,,,,LAST MODIFIED,was
5.O2C,533,ASBIE,,1024,Sales Order,Sales_ Order. Defined. Order,,Sales,Order,Defined,Code,,,,,,,,
5.O2C,534,ASBIE,SAL ORDER,1025,Approved,Sales_ Order. was. Approved_ Handling,,Sales,Order,was,Code,,,,,,,APPROVED,was
5.O2C,535,ASBIE,SAL ORDER,1026,Created,Sales_ Order. was. Created_ Handling,,Sales,Order,was,Code,,,,,,,CREATED,was
5.O2C,536,ASBIE,SAL ORDER,1027,Last Modified,Sales_ Order. was. Last Modified_ Handling,,Sales,Order,was,Code,,,,,,,LAST MODIFIED,was
5.O2C,537,ASBIE,,1029,Sales Order Details,Sales_ Order Line. Defined. Order Line,,Sales,Order Line,Defined,Code,,,,,,,,
5.O2C,538,IDBIE,SAL SHIPMENT MADE,1031,Shipment ID,Shipment Made_ Transaction. ID,The unique identifier for the shipment. Typically auto-generated by the system.,Shipment Made,Transaction,Shipment ID,Code,,,,,,PK,SHIPMENT ID,IDENTIFIER 100
5.O2C,539,BBIE,SAL SHIPMENT MADE,1032,Shipment Number,Shipment Made_ Transaction. Shipment Number. Code,The number of the shipment. This number is generated either by manual input or generated by the system.,Shipment Made,Transaction,Shipment Number,Code,,,,,,,SHIPMENT NUMBER,TEXT 100
5.O2C,540,BBIE,SAL SHIPMENT MADE,1033,Fiscal Year,Shipment Made_ Transaction. Fiscal Year. Year_ Code,"Fiscal year in which the Shipment_Date occurs. The year shall be shown in four digits as 'YYYY', which is part of the extended format and the 'YYYY-MM-DD' in ISO 8601 - Data elements and interchange formats-Information interchangeRepresentation of dates and times. Shall match the Fiscal_Year in the BAS_Accounting_Period table.",Shipment Made,Transaction,Fiscal Year,Code,,,,,,,FISCAL YEAR,YEAR IDENTIFIER
5.O2C,541,BBIE,SAL SHIPMENT MADE,1034,Accounting Period,Shipment Made_ Transaction. Accounting Period. Period_ Code,"Accounting period in which the Shipment_Date occurs. Examples include W1-W53 for weekly periods, M1-12 for monthly periods, Q1-Q4 for quarterly periods, and from any beginning date to any ending date. Shall match the Accounting_Period in the BAS_Accounting_Period table.",Shipment Made,Transaction,Accounting Period,Code,,,,,,,ACCOUNTING PERIOD,PERIOD IDENTIFIER
5.O2C,542,BBIE,SAL SHIPMENT MADE,1035,Dispatch Organization Code,Shipment Made_ Transaction. Dispatch Organization Code. Code,The unique code of the dispatch organization. The dispatch unit refers to the unit who send out goods belonging to the seller. Shall match the Business_Segment_Code in the Business_Segment_Master table.,Shipment Made,Transaction,Dispatch Organization Code,Code,,,,,,,DISPATCH ORGANIZATION CODE,IDENTIFIER 25
