Unique UN Assigned ID	 ABIE/ BBIE/ ASBIE/ACC/BCC/ASCC/DT/CC/SC	"Dictionary Entry Name
(auto generated)"	"Definition
Mandatory"	Object Class Term	Property Term	Representation Term	Associated Object Class	Business Term(s)	Usage Rule(s)	Occurrence Min	Occurrence Max	Short Name
UN00007792	ASCC	Insurance Policy. Exempted. Tax	A tax which is exempted under this insurance policy.	Insurance Policy	Exempted		Tax			0	unbounded	Exempted Tax
UN00007793	ASCC	Insurance Policy. Made. Underwriting Decision	An underwriting decision made for this insurance policy.	Insurance Policy	Made		Underwriting Decision			0	unbounded	Made Underwriting Decision
UN00008019	ASCC	Insurance Policy. Specified. Deductible	A deductible specified for this insurance policy.	Insurance Policy	Specified		Deductible			0	unbounded	Specified Deductible
UN00004174	ACC	Insurance Producer. Details	A party that offers advice and arranges policies for clients. An insurance producer may be either tied - representing one or a limited number of companies - or independent - with no limit on the number of companies with which he can deal.	Insurance Producer								Insurance Producer
UN00004175	BCC	Insurance Producer. Authority Level. Code	"The code specifying the authority level of the insurance producer, such as for selling, servicing and marketing products."	Insurance Producer	Authority Level	Code				0	1	Authority Level Code
UN00004176	BCC	Insurance Producer. Role. Code	"The code specifying the role of the insurance producer, such as tied agent, broker, producing broker."	Insurance Producer	Role	Code				0	1	Role Code
UN00004177	BCC	Insurance Producer. Insurer Assigned Individual Agent. Identifier	The unique identifier for the insurer assigned individual agent for this insurance producer.	Insurance Producer	Insurer Assigned Individual Agent	Identifier				0	1	Insurer Assigned Individual Agent ID
UN00004178	BCC	Insurance Producer. Insurer Assigned Intermediary. Identifier	The unique identifier for the insurer assigned intermediary for this insurance producer.	Insurance Producer	Insurer Assigned Intermediary	Identifier				0	1	Insurer Assigned Intermediary ID
UN00004179	BCC	Insurance Producer. Placing Office Name. Text	"The placing office name, expressed as text, for this insurance producer."	Insurance Producer	Placing Office Name	Text				0	1	Placing Office Name
UN00004180	BCC	Insurance Producer. Settlement Account Grouping. Identifier	The unique settlement account grouping identifier of this insurance producer.	Insurance Producer	Settlement Account Grouping	Identifier				0	1	Settlement Account Grouping ID
UN00007794	BCC	Insurance Producer. Document Copy Required. Indicator	The indication of whether or not a printed copy of the documents is required by this insurance producer.	Insurance Producer	Document Copy Required	Indicator				0	1	Document Copy Required Indicator
UN00004181	ASCC	Insurance Producer. Specified As. Party	The party specified as an insurance producer.	Insurance Producer	Specified As		Party			0	1	Specified As Party
UN00004182	ACC	Insurance Product. Details	A combination of insurance coverages for selling purposes.	Insurance Product								Insurance Product
UN00004183	BCC	Insurance Product. Type. Code	The code specifying the type of insurance product.	Insurance Product	Type	Code				0	1	Type Code
UN00004184	BCC	Insurance Product. Variant Type. Code	The code specifying type of variant type for this insurance product.	Insurance Product	Variant Type	Code				0	1	Variant Type Code
UN00004185	BCC	Insurance Product. Version. Code	The code specifying the version of this insurance product.	Insurance Product	Version	Code				0	1	Version Code
UN00004186	BCC	Insurance Product. Class Of Business. Code	"The code specifying the class of business for this insurance product, such as health, life, motor."	Insurance Product	Class Of Business	Code				0	1	Class Of Business Code
UN00005398	ACC	Insurance Transaction. Details	"An action that affects any insurance data item as a result of an insurance process, such as for policy: renewal, change of address, for claim: notification, assessment."	Insurance Transaction								Insurance Transaction
UN00005399	BCC	Insurance Transaction. Group. Identifier	The unique identifier for the group of linked insurance transactions to which this insurance transaction belongs.	Insurance Transaction	Group	Identifier				0	1	Group ID
UN00005400	BCC	Insurance Transaction. Linked Transaction. Quantity	The number of linked transactions within the group to which this insurance transaction belongs.	Insurance Transaction	Linked Transaction	Quantity				0	1	Number Of Linked Transactions
UN00005401	BCC	Insurance Transaction. Group Sequence. Numeric	The sequence number for this transaction within the group of linked insurance transactions to which this insurance transaction belongs.	Insurance Transaction	Group Sequence	Numeric				0	1	Group Sequence Numeric
UN00005402	BCC	Insurance Transaction. Type. Code	"The code specifying the type of insurance transaction, such as a renewal, cancellation, amendment, correction, payment, reinstatement."	Insurance Transaction	Type	Code				0	1	Type Code
UN00005403	BCC	Insurance Transaction. System Applied. Date Time	"The date, time, date time or other date time value when the insurance transaction was applied to the system."	Insurance Transaction	System Applied	Date Time				0	1	System Applied Date Time
UN00005404	BCC	Insurance Transaction. Effective. Date Time	"The date, time, date time or other date time value when the insurance transaction becomes effective."	Insurance Transaction	Effective	Date Time				0	1	Effective Date Time
UN00005405	BCC	Insurance Transaction. Expiry. Date Time	"The date, time, date time or other date time value when the insurance transaction expires, such as a policy suspension date."	Insurance Transaction	Expiry	Date Time				0	1	Expiry Date Time
UN00005406	BCC	Insurance Transaction. Sent. Date Time	"The date, time, date time or other date time value when the insurance transaction was sent."	Insurance Transaction	Sent	Date Time				0	1	Sent Date Time
UN00005407	BCC	Insurance Transaction. Reason. Code	"The code specifying the reason for the insurance transaction, such as a change in personal circumstances, change of vehicle."	Insurance Transaction	Reason	Code				0	1	Reason Code
UN00005408	BCC	Insurance Transaction. Reason. Text	"The reason, expressed as text, for the insurance transaction."	Insurance Transaction	Reason	Text				0	1	Reason Text
UN00005409	BCC	Insurance Transaction. Description. Text	The textual description of the insurance transaction.	Insurance Transaction	Description	Text				0	1	Description
UN00005410	BCC	Insurance Transaction. Default Currency. Code	The code specifying the default currency used within the insurance transaction.	Insurance Transaction	Default Currency	Code				0	1	Default Currency Code
UN00005411	BCC	Insurance Transaction. Signed Confirmation Held By Producer. Indicator	"The indication of whether or not the producer holds signed confirmation for the insurance transaction, such as a signed proposal form."	Insurance Transaction	Signed Confirmation Held By Producer	Indicator				0	1	Signed Confirmation Held By Producer Indicator
UN00005412	BCC	Insurance Transaction. Requester. Code	The code specifying the requester of the insurance transaction.	Insurance Transaction	Requester	Code				0	1	Requester Code
UN00005413	BCC	Insurance Transaction. Supporting Transaction Communication Channel. Code	The code specifying the communication means by which a supporting transaction for this insurance transaction is sent.	Insurance Transaction	Supporting Transaction Communication Channel	Code				0	1	Supporting Transaction Communication Channel Code
UN00005414	BCC	Insurance Transaction. Subject Pre Transaction Status. Code	"The code specifying the status of the insurance subject before the business transaction is applied, such as for policy: in-force, cancelled, suspended; for claim: open, closed, settled."	Insurance Transaction	Subject Pre Transaction Status	Code				0	1	Subject Pre Transaction Status Code
UN00005415	BCC	Insurance Transaction. Subject Post Transaction Status. Code	"The code specifying the status of the insurance subject after the business transaction has been performed, such as for policy: in-force, cancelled, suspended; for claim: open, closed, settled."	Insurance Transaction	Subject Post Transaction Status	Code				0	1	Subject Post Transaction Status Code
UN00005416	ASCC	Insurance Transaction. Supporting. Document	A supporting document for the insurance transaction.	Insurance Transaction	Supporting		Document			0	unbounded	Supporting Document
UN00005417	ASCC	Insurance Transaction. Specified. Multiple Identifier	The multiple identifiers specified for this insurance transaction.	Insurance Transaction	Specified		Multiple Identifier			0	1	Specified Multiple Identifier
UN00005418	ASCC	Insurance Transaction. Referenced Transaction. Multiple Identifier	The multiple identifiers for the transaction referenced by this insurance transaction.	Insurance Transaction	Referenced Transaction		Multiple Identifier			0	1	Referenced Transaction Multiple Identifier
UN00005419	ASCC	Insurance Transaction. Sender. Party	The party that sends this insurance transaction.	Insurance Transaction	Sender		Party			0	1	Sender
UN00005420	ASCC	Insurance Transaction. Receiver. Party	The party that receives this insurance transaction.	Insurance Transaction	Receiver		Party			0	1	Receiver
UN00005421	ASCC	Insurance Transaction. Applicable. Gross Premium	The gross premium applicable to this insurance transaction.	Insurance Transaction	Applicable		Gross Premium			0	1	Applicable Gross Premium
UN00005422	ASCC	Insurance Transaction. Applicable. Net Premium	The net premium applicable to this insurance transaction.	Insurance Transaction	Applicable		Net Premium			0	1	Applicable Net Premium
UN00004187	ACC	Insured. Details	A party that is covered by an insurance policy.	Insured								Insured
UN00004188	BCC	Insured. Subordinate Role. Code	The code specifying the subordinate role of the insured.	Insured	Subordinate Role	Code				0	1	Subordinate Role Code
UN00004189	BCC	Insured. Identification. Identifier	The unique identifier for the insured.	Insured	Identification	Identifier				0	1	ID
UN00004190	BCC	Insured. Self-Insured. Indicator	"The indication of whether or not the insured is self-insured, in whole or in part."	Insured	Self-Insured	Indicator				0	1	Self-Insured Indicator
UN00004191	ASCC	Insured. Specified As. Party	The party specified as the insured.	Insured	Specified As		Party			0	1	Specified As Party
UN00004192	ACC	Interior Finish. Details	"The components and material used to complete and/or beautify the interior of a building such as ceiling finish, wall finish."	Interior Finish								Interior Finish
UN00004193	BCC	Interior Finish. Building Component Type. Code	The code specifying the type of building component to which this interior finish is applied.	Interior Finish	Building Component Type	Code				0	1	Building Component Type Code
UN00004194	BCC	Interior Finish. Material Type. Code	The code specifying the type of material used on the specified component comprising part of the interior finish.	Interior Finish	Material Type	Code				0	1	Material Type Code
UN00004195	BCC	Interior Finish. Material. Percent	The percentage of this material used on the specified component comprising part of the interior finish.	Interior Finish	Material	Percent				0	1	Material Percent
UN00003293	ACC	Intermediary Sale. Details	The conditions and commission information that apply to the selling of a product by an entity other than the supplier of the product.	Intermediary Sale								Intermediary Sale
UN00003294	BCC	Intermediary Sale. Guarantee Required. Indicator	The indication of whether or not an intermediary sale requires a guarantee.	Intermediary Sale	Guarantee Required	Indicator				0	1	Guarantee Required Indicator
UN00003295	BCC	Intermediary Sale. Guarantee. Text	"The guarantee, expressed as text, for an intermediary sale."	Intermediary Sale	Guarantee	Text				0	1	Guarantee Text
UN00003296	BCC	Intermediary Sale. Commission Payable. Indicator	The indication of whether or not commission will be paid for an intermediary sale.	Intermediary Sale	Commission Payable	Indicator				0	1	Commission Payable Indicator
UN00003297	BCC	Intermediary Sale. Commission. Percent	The percent of commission for an intermediary sale.	Intermediary Sale	Commission	Percent				0	1	Commission Percent
UN00003298	BCC	Intermediary Sale. Commission. Amount	The monetary value of the commission for an intermediary sale.	Intermediary Sale	Commission	Amount				0	1	Commission Amount
UN00003299	BCC	Intermediary Sale. Deadline. Code	The code specifying the deadline for an intermediary sale.	Intermediary Sale	Deadline	Code				0	1	Deadline Code
UN00003300	BCC	Intermediary Sale. Description. Text	The textual description of an intermediary sale.	Intermediary Sale	Description	Text				0	1	Description
UN00003054	ACC	Inventory. Details	Material held in stock.	Inventory								Inventory
UN00003055	BCC	Inventory. Stock. Quantity	A quantity of stock in this inventory.	Inventory	Stock	Quantity				0	unbounded	Stock Quantity
UN00003056	BCC	Inventory. Stock Level. Measure	A measure of the stock level for this inventory.	Inventory	Stock Level	Measure				0	unbounded	Stock Level Measure
UN00003057	BCC	Inventory. Calculation. Date Time	"A date, time, date time, or other date time value of a calculation of this inventory."	Inventory	Calculation	Date Time				0	unbounded	Calculation Date Time
UN00004458	BCC	Inventory. Availability. Indicator	An indication of whether or not this inventory is available.	Inventory	Availability	Indicator		Yes/No Condition /Overflow Indicator/ Response Code		0	unbounded	Availability Indicator
UN00004460	BCC	Inventory. Status. Code	A code specifying a status for this inventory.	Inventory	Status	Code		Asset Transfer Status Code		0	unbounded	Status Code
UN00008518	BCC	Inventory. Type. Code	A code specifying the type of inventory.	Inventory	Type	Code				0	unbounded	Type Code
UN00008519	BCC	Inventory. Description. Text	A textual description of this inventory.	Inventory	Description	Text				0	unbounded	Description
UN00008520	BCC	Inventory. Value. Amount	A monetary value of this inventory.	Inventory	Value	Amount				0	unbounded	Amount
UN00008521	BCC	Inventory. Total Value Share. Percent	A percentage this inventory represents of the total value of all inventories.	Inventory	Total Value Share	Percent				0	unbounded	Total Value Share Percent
UN00008623	BCC	Inventory. Demand. Quantity	A demand quantity for this inventory.	Inventory	Demand	Quantity				0	unbounded	Demand Quantity
UN00008624	BCC	Inventory. Average Duration. Date Time	"A date, time, date time, or other date time value of an average duration of this inventory."	Inventory	Average Duration	Date Time				0	unbounded	Average Duration Date Time
UN00008665	BCC	Inventory. Sequence. Numeric	A sequence number for this inventory.	Inventory	Sequence	Numeric				0	unbounded	Sequence Number
UN00008666	BCC	Inventory. Onboard. Quantity	An onboard quantity for this inventory.	Inventory	Onboard	Quantity				0	unbounded	Onboard Quantity
UN00003058	ASCC	Inventory. Specified. Location	A location specified for this inventory.	Inventory	Specified		Location			0	unbounded	Specified Location
UN00003059	ASCC	Inventory. Remark. Note	A note containing a remark for this inventory.	Inventory	Remark		Note			0	unbounded	Remark
UN00004461	ASCC	Inventory. Specified. Party	A party specified for this event.	Inventory	Specified		Party			0	unbounded	Specified Party
UN00004463	ASCC	Inventory. Disposition. Document	A disposition document for this inventory.	Inventory	Disposition		Document			0	unbounded	Disposition Document
UN00004517	ASCC	Inventory. Specified. Event	An event specified for this inventory.	Inventory	Specified		Event			0	unbounded	Specified Event
UN00006343	ACC	Investigation. Details	A systematic or formal inquiry into an incident or allegation so as to establish the truth.	Investigation								Investigation
UN00006344	BCC	Investigation. Case. Identifier	The unique case identifier assigned to the investigation.	Investigation	Case	Identifier				0	1	Case ID
UN00006345	BCC	Investigation. Case Closed. Indicator	The indication of whether or not the investigation case has been closed.	Investigation	Case Closed	Indicator				0	1	Case Closed Indicator
UN00006346	BCC	Investigation. Item Type. Code	"The code specifying the type of item under investigation, such as the National Crime Information Center (NCIC) type code."	Investigation	Item Type	Code				0	1	Item Type Code
UN00006347	BCC	Investigation. Item Status. Code	"The code specifying the status of the item under investigation, such as the National Crime Information Center (NCIC) status code."	Investigation	Item Status	Code				0	1	Item Status Code
UN00006348	BCC	Investigation. Item Status Assigned. Date Time	"The date, time, date time or other date time value when the status of the item under investigation was assigned."	Investigation	Item Status Assigned	Date Time				0	1	Item Status Assigned Date Time
UN00006349	ASCC	Investigation. Actual. Vehicle Investigation	The actual investigation of the vehicle involved in this investigation.	Investigation	Actual		Vehicle Investigation			0	1	Actual Vehicle Investigation
UN00006350	ASCC	Investigation. Specified. Investigator Activity	A specified activity performed by an investigator in this investigation.	Investigation	Specified		Investigator Activity			0	unbounded	Specified Investigator Activity
UN00006351	ACC	Investigator Activity. Details	"A task performed by a person investigating something, such as an insurance claim."	Investigator Activity								Investigator Activity
UN00006352	BCC	Investigator Activity. Type. Code	The code specifying the type of activity engaged in by the investigator.	Investigator Activity	Type	Code				0	1	Type Code
UN00006353	BCC	Investigator Activity. Occurrence. Date Time	"The date, time, date time or other date time value when the investigator activity occurred."	Investigator Activity	Occurrence	Date Time				0	1	Occurrence Date Time
UN00006354	BCC	Investigator Activity. Appraised. Amount	The monetary value of the appraisal from the investigator activity.	Investigator Activity	Appraised	Amount				0	1	Appraised Amount
UN00008774	ACC	IOT Device. Details	"An object or system made or adapted for an IOT (Internet of Things) purpose such as to collect, report and autonomously transmit digital data especially when connected to a piece of mechanical or electronic equipment."	IOT Device								IOT Device
UN00008775	BCC	IOT Device. Identification. Identifier	An identifier for this IOT device.	IOT Device	Identification	Identifier				0	unbounded	ID
UN00008776	BCC	IOT Device. Type. Code	A code specifying the type of IOT device.	IOT Device	Type	Code				0	unbounded	Type Code
UN00008777	BCC	IOT Device. Status. Code	A code specifying a status of this IOT device.	IOT Device	Status	Code				0	unbounded	Status Code
UN00008778	BCC	IOT Device. Communication Capability. Code	A code specifying a communication capability of this IOT device.	IOT Device	Communication Capability	Code				0	unbounded	Communication Capability Code
UN00008779	BCC	IOT Device. Position. Code	A code specifying a position of this IOT device.	IOT Device	Position	Code				0	unbounded	Position Code
UN00008780	BCC	IOT Device. Power Source Type. Code	A code specifying a type of power source for this IOT device.	IOT Device	Power Source Type	Code				0	unbounded	Power Source Type Code
UN00008781	BCC	IOT Device. Remaining Battery Charge. Percent	The percentage of the remaining battery charge of this IOT device.	IOT Device	Remaining Battery Charge	Percent				0	1	Remaining Battery Charge Percent
UN00008782	BCC	IOT Device. Signal. Date Time	"A date, time, date time or other date time value of the signal for this IOT device."	IOT Device	Signal	Date Time				0	unbounded	Signal Date Time
UN00008783	ASCC	IOT Device. Manufacturer. Party	A manufacturer party of this IOT device.	IOT Device	Manufacturer		Party			0	unbounded	Manufacturer Party
UN00008784	ASCC	IOT Device. Owner. Party	An owner party of this IOT device.	IOT Device	Owner		Party			0	unbounded	Owner Party
UN00008785	ASCC	IOT Device. Operator. Party	An operator party of this IOT device.	IOT Device	Operator		Party			0	unbounded	Operator Party
UN00008786	ASCC	IOT Device. Provider. Party	A provider party for this IOT device.	IOT Device	Provider		Party			0	unbounded	Provider Party
UN00008787	ASCC	IOT Device. Granted. Certificate	A certificate granted for this IOT device.	IOT Device	Granted		Certificate			0	unbounded	Granted Certificate
UN00008788	ASCC	IOT Device. Embedded. Sensor	An embedded sensor of this IOT device.	IOT Device	Embedded		Sensor			0	unbounded	Embedded Sensor
UN00008789	ASCC	IOT Device. Remote. Sensor	A remote sensor of this IOT device.	IOT Device	Remote		Sensor			0	unbounded	Remote Sensor
UN00008790	ASCC	IOT Device. Interface. Equipment	Interface equipment for this IOT device.	IOT Device	Interface		Equipment			0	unbounded	Interface Equipment
UN00008791	ASCC	IOT Device. Sensor. Pairing	A sensor pairing for this IOT device.	IOT Device	Sensor		Pairing			0	unbounded	Sensor Pairing
UN00008792	ASCC	IOT Device. Related. Event	An event related to this IOT device.	IOT Device	Related		Event			0	unbounded	Related Event
UN00008793	ASCC	IOT Device. Received. Geographical Coordinate	Geographical coordinates received by this IOT device.	IOT Device	Received		Geographical Coordinate			0	unbounded	Received Geographical Coordinate
UN00008794	ASCC	IOT Device. Reported. Event	An event reported by this IOT device.	IOT Device	Reported		Event			0	unbounded	Reported Event
UN00003368	ACC	Issue. Details	A topic for debate or resolution.	Issue								Issue
UN00003369	BCC	Issue. Type. Code	A code specifying a type of issue.	Issue	Type	Code				0	unbounded	Type Code
UN00003370	BCC	Issue. Severity. Code	"A code specifying the severity of an issue, such as harmless, alarming, or severe."	Issue	Severity	Code				0	unbounded	Severity Code
UN00003371	BCC	Issue. Description. Text	A textual description of this issue.	Issue	Description	Text				0	unbounded	Description
UN00006355	BCC	Issue. Identification. Identifier	The unique identifier of this issue.	Issue	Identification	Identifier		Issue Case Number		0	1	ID
UN00006356	BCC	Issue. Closed. Indicator	The indication of whether or not the issue has been closed.	Issue	Closed	Indicator				0	1	Closed Indicator
UN00006009	ASCC	Issue. Specified. Event	An event specified for this issue.	Issue	Specified		Event			0	unbounded	Specified Event
UN00006357	ASCC	Issue. Referred To. Party	A party to whom this issue has been referred.	Issue	Referred To		Party			0	unbounded	Referred To Party
UN00006358	ASCC	Issue. Current. Status	The current status of this issue.	Issue	Current		Status			0	1	Current Status
UN00004196	ACC	Item Valuation. Details	"An item whose value is being estimated, such as for insurance purposes."	Item Valuation								Item Valuation
UN00004197	BCC	Item Valuation. Description. Text	The textual description of the item being valued.	Item Valuation	Description	Text				0	1	Description
UN00004198	BCC	Item Valuation. Unit. Quantity	The number of item units being valued.	Item Valuation	Unit	Quantity				0	1	Unit Quantity
UN00003309	ACC	Itinerary. Details	Schedule and location information for travel.	Itinerary								Itinerary
UN00003310	BCC	Itinerary. Day. Numeric	"The number of the day in this itinerary, such as day 1, day 2, or day 3."	Itinerary	Day	Numeric				0	1	Day Number
UN00003311	BCC	Itinerary. Product Start. Time	The start time of a product in an itinerary.	Itinerary	Product Start	Time				0	1	Product Start Time
UN00003312	BCC	Itinerary. Product End. Time	The end time of a product in an itinerary.	Itinerary	Product End	Time				0	1	Product End Time
UN00003313	BCC	Itinerary. Specified Area. Text	"The specified area, expressed as text, in an itinerary."	Itinerary	Specified Area	Text				0	1	Specified Area Text
UN00003314	ASCC	Itinerary. Included. Travel Product Sub-Component	A travel product sub-component included in an itinerary.	Itinerary	Included		Travel Product Sub-Component			0	unbounded	Included Travel Product Sub-Component
UN00004899	ACC	Journal List. Details	A specific list of journals used in an accounting book by an entity.	Journal List								Journal List
UN00004900	BCC	Journal List. Identification. Identifier	The unique identifier for this list of journals.	Journal List	Identification	Identifier				0	1	ID
UN00004901	BCC	Journal List. Comment. Text	"The comment, expressed as text, for this list of journals."	Journal List	Comment	Text				0	1	Comment
UN00004948	ASCC	Journal List. Specified. Accounting Period	An accounting period specified for this journal list.	Journal List	Specified		Accounting Period			0	unbounded	Specified Accounting Period
UN00006532	ASCC	Journal List. Included. Accounting Journal	An accounting journal included in this journal list.	Journal List	Included		Accounting Journal			0	unbounded	Included Accounting Journal
UN00006533	ASCC	Journal List. Responsible. Contact	The contact responsible for this journal list.	Journal List	Responsible		Contact			0	1	Responsible Contact
UN00005068	ACC	Keyword. Details	"A significant word, part of word or phrase that is used to enable indexing of or searching within a textual repository, such as a product catalogue or library."	Keyword								Keyword
UN00005069	BCC	Keyword. Name. Text	"A name, expressed as text, for this keyword."	Keyword	Name	Text				0	unbounded	Name
UN00007796	ACC	Kitchen Protection. Details	"The protection that a kitchen has against threats, such as fire."	Kitchen Protection								Kitchen Protection
UN00007797	BCC	Kitchen Protection. Fire Extinguishing Protection Category. Code	The code specifying the category of the fire extinguishing system protecting this kitchen.	Kitchen Protection	Fire Extinguishing Protection Category	Code				0	1	Fire Extinguishing Protection Category Code
UN00007798	BCC	Kitchen Protection. Automatic Gas Electric Shut Off. Indicator	The indication of whether or not there are automatic gas or electric shut offs providing kitchen protection.	Kitchen Protection	Automatic Gas Electric Shut Off	Indicator				0	1	Automatic Gas Electric Shut Off Indicator
UN00007799	BCC	Kitchen Protection. Hood Duct Adequate Clearance. Indicator	"The indication of whether or not there is adequate clearance between hoods, ducts, cooking equipment and combustible materials which affects the protection level of this kitchen."	Kitchen Protection	Hood Duct Adequate Clearance	Indicator				0	1	Hood Duct Adequate Clearance Indicator
UN00007800	BCC	Kitchen Protection. Hood Duct Over All Equipment. Indicator	The indication of whether or not there are hoods and ducts over all cooking equipment which affects the protection level of this kitchen.	Kitchen Protection	Hood Duct Over All Equipment	Indicator				0	1	Hood Duct Over All Equipment Indicator
UN00007801	BCC	Kitchen Protection. Hood Duct Maintenance Contract. Indicator	The indication of whether or not the hoods and ducts are under a maintenance contract which affects the protection level of this kitchen.	Kitchen Protection	Hood Duct Maintenance Contract	Indicator				0	1	Hood Duct Maintenance Contract Indicator
UN00007802	BCC	Kitchen Protection. Hood Duct Maintenance Contract Schedule. Measure	The length of the maintenance contract schedule for the hoods and ducts which affects the protection level of this kitchen.	Kitchen Protection	Hood Duct Maintenance Contract Schedule	Measure				0	1	Hood Duct Maintenance Contract Schedule Measure
UN00007803	BCC	Kitchen Protection. Hood Filter Cleaning Frequency. Code	The code specifying the frequency that the hood filters are cleaned which affects the protection level of this kitchen.	Kitchen Protection	Hood Filter Cleaning Frequency	Code				0	1	Hood Filter Cleaning Frequency Code
UN00007804	ASCC	Kitchen Protection. Specified. Fire Extinguishing System	A fire extinguishing system providing protection for this kitchen.	Kitchen Protection	Specified		Fire Extinguishing System			0	unbounded	Specified Fire Extinguishing System
UN00004199	ACC	Kitchen. Details	A room used for food preparation.	Kitchen								Kitchen
UN00004200	BCC	Kitchen. Type. Code	The code specifying the type of kitchen.	Kitchen	Type	Code				0	1	Type Code
UN00004201	BCC	Kitchen. Type. Quantity	The number of kitchens of this type.	Kitchen	Type	Quantity				0	1	Type Quantity
UN00004202	BCC	Kitchen. Construction Quality. Code	The code specifying the quality of construction of the kitchen.	Kitchen	Construction Quality	Code				0	1	Construction Quality Code
UN00007795	ASCC	Kitchen. Specified. Onsite Building Protection	The onsite building protection specified for this kitchen.	Kitchen	Specified		Onsite Building Protection			0	1	Specified Onsite Building Protection
UN00002024	ACC	Label. Details	"An attachment to an object, person or animal which provides identification information for the object."	Label								Label
UN00002025	BCC	Label. Identification. Identifier	A unique identifier for this label.	Label	Identification	Identifier				0	unbounded	ID
UN00002026	BCC	Label. Series Start. Identifier	The unique identifier of the start of a series of labels.	Label	Series Start	Identifier				0	1	Series Start ID
UN00002027	BCC	Label. Series End. Identifier	The unique identifier of the end of a series of labels.	Label	Series End	Identifier				0	1	Series End ID
UN00005994	BCC	Label. Attachment. Date Time	"A date, time, date time or other date time value of the attachment of this label."	Label	Attachment	Date Time				0	unbounded	Attachment Date Time
UN00005995	BCC	Label. Type. Text	"A type of label, expressed as text."	Label	Type	Text				0	unbounded	Type Text
UN00008604	BCC	Label. Type. Code	A code specifying the type of this label.	Label	Type	Code				0	unbounded	Type Code
UN00008605	BCC	Label. Size. Code	A code specifying the size of this label.	Label	Size	Code				0	unbounded	Size Code
UN00008606	ASCC	Label. Included. Section	A section included in this label.	Label	Included		Section			0	unbounded	Included Section
UN00005425	ACC	Leasehold. Details	"A contract under which one party allows use of an object, such as land or a dwelling, by another party for a period of time, usually in consideration of rent."	Leasehold								Leasehold
UN00005426	BCC	Leasehold. Present Value Interest Rate. Percent	The interest rate percentage used to determine the present value of the gross (complete or entire) leasehold interest.	Leasehold	Present Value Interest Rate	Percent				0	1	Present Value Interest Rate Percent
UN00005427	BCC	Leasehold. Gross Leasehold Interest Difference. Amount	The monetary value of the difference between the rent currently paid and the present value of the gross (complete or entire) leasehold interest.	Leasehold	Gross Leasehold Interest Difference	Amount				0	1	Gross Leasehold Interest Difference Amount
UN00005428	ASCC	Leasehold. Specified. Monthly Leasehold Interest	A monthly interest specified for this leasehold.	Leasehold	Specified		Monthly Leasehold Interest			0	unbounded	Specified Monthly Leasehold Interest
UN00005429	ASCC	Leasehold. Contract. Period	The period covered by this leasehold contract.	Leasehold	Contract		Period			0	1	Contract Period
UN00005788	ACC	Ledger. Details	"A book or file containing all accounts of an entity relating to assets, liabilities, revenues, and expenditure."	Ledger								Ledger
UN00005782	BCC	Ledger. Identification. Identifier	A unique identifier for this ledger.	Ledger	Identification	Identifier				0	unbounded	ID
UN00005783	BCC	Ledger. Comment. Text	"The comment, expressed as text, for this ledger."	Ledger	Comment	Text				0	1	Comment
UN00005784	ASCC	Ledger. Included. Accounting Account	An accounting account that is included in this ledger.	Ledger	Included		Accounting Account			0	unbounded	Included Accounting Account
UN00004952	ASCC	Ledger. Specified. Accounting Period	An accounting period specified for this ledger.	Ledger	Specified		Accounting Period			0	unbounded	Specified Accounting Period
UN00005449	ACC	Licence Restriction. Details	"A limitation that has been placed on the licence, such as daylight driving only or a restaurant without alcohol."	Licence Restriction								Licence Restriction
UN00005450	BCC	Licence Restriction. Type. Code	The code specifying the type of restriction that applies to the licence.	Licence Restriction	Type	Code				0	1	Type Code
UN00005451	BCC	Licence Restriction. Reason. Code	"The code specifying the reason for a restriction to the licence, such as inexperienced driver."	Licence Restriction	Reason	Code				0	1	Reason Code
UN00007809	BCC	Licence Restriction. Description. Text	The textual description of the restriction that applies to this licence.	Licence Restriction	Description	Text				0	1	Description
UN00005430	ACC	Licence. Details	"A permit from an authority to own or use something, do a particular thing, or carry on a trade."	Licence								Licence
UN00005431	BCC	Licence. Type. Code	"The code specifying the type of licence, such as a driving or fishing licence."	Licence	Type	Code				0	1	Type Code
UN00005432	BCC	Licence. Status. Code	"The code specifying the status of the licence, such as provisional, full, temporary."	Licence	Status	Code				0	1	Status Code
UN00005433	BCC	Licence. Category. Code	"The code specifying the category of the licence, such as a commercial or private vehicle licence."	Licence	Category	Code				0	1	Category Code
UN00005434	BCC	Licence. Held Duration. Measure	The measure of the length of time that a licence has been held.	Licence	Held Duration	Measure				0	1	Held Duration Measure
UN00005435	BCC	Licence. Restriction. Indicator	The indication of whether or not the licence has any restrictions.	Licence	Restriction	Indicator				0	1	Restriction Indicator
UN00005436	BCC	Licence. Issue Reason. Code	The code specifying the reason why the licence was issued.	Licence	Issue Reason	Code				0	1	Issue Reason Code
UN00005437	BCC	Licence. First Issued. Date Time	"The date, time, date time or other date time value when this licence was first issued."	Licence	First Issued	Date Time				0	1	First Issued Date Time
UN00005438	BCC	Licence. Authority Assigned Identification. Identifier	The unique identifier assigned to the licence or permit by the licensing authority.	Licence	Authority Assigned Identification	Identifier				0	1	Authority Assigned ID
