Unique UN Assigned ID	 ABIE/ BBIE/ ASBIE/ACC/BCC/ASCC/DT/CC/SC	"Dictionary Entry Name
(auto generated)"	Short Name	"Definition
Mandatory"	Publication comments	Object Class Term Qualifier(s)	Object Class Term	Property Term Qualifier(s)	Property Term	Datatype Qualifier(s)	Representation Term	Qualified Data Type UID	Associated Object Class Term Qualifier(s)	Associated Object Class	Business Term(s)	Usage Rule(s)	Sequence Number	Occurrence Min	Occurrence Max	Business Process	Product	Industry	Region (Geopolitical)	Official Constraints	Role	Supporting Role	System Constraints	Example(s)	BIE/CC/DT Version	Ref Library Version	Submitter Name	Ref Component UN ID	Ref CR ID	Unique submitter ID	CR Status Date	CR Status	Library Maintenance Comment	TDED
UN01001202	BBIE	Lodging House_ Usage Condition. Reservation_ Required. Indicator	Reservation Required Indicator	The indication of whether or not this lodging house usage condition requires a reservation.		Lodging House	Usage Condition	Reservation	Required		Indicator				Reservation Required		3	0	1	In All Contexts	Information	"Travel, Tourism & Leisure"	In All Contexts	None	Lodging House Response	In All Contexts	In All Contexts	"Y:reservation required , N:reservation not required"	1.0									
UN01001203	BBIE	Lodging House_ Usage Condition. Description. Text	Description	The textual description of the lodging house usage condition.		Lodging House	Usage Condition		Description		Text				Description		4	0	1	In All Contexts	Information	"Travel, Tourism & Leisure"	In All Contexts	None	Lodging House Response	In All Contexts	In All Contexts		1.0									
UN01001204	BBIE	Lodging House_ Usage Condition. Group Allowed_ Duration. Text	Group Allowed Duration Text	"The duration, expressed as text, allowed for a group, applicable to this lodging house usage condition."		Lodging House	Usage Condition	Group Allowed	Duration		Text				Duration of Usage		5	0	1	In All Contexts	Information	"Travel, Tourism & Leisure"	In All Contexts	None	Lodging House Response	In All Contexts	In All Contexts	describing the maximum and/or minimum period.	1.0									
UN01001205	BBIE	Lodging House_ Usage Condition. Gender Limitation. Text	Gender Limitation Text	"The gender limitation, expressed as text, applicable to this lodging house usage condition."		Lodging House	Usage Condition		Gender Limitation		Text						6	0	1	In All Contexts	Information	"Travel, Tourism & Leisure"	In All Contexts	None	Lodging House Response	In All Contexts	In All Contexts		1.0									
UN01001206	BBIE	Lodging House_ Usage Condition. Age Limitation. Text	Age Limitation Text	"The age limitation, expressed as text, applicable to this lodging house usage condition."		Lodging House	Usage Condition		Age Limitation		Text						7	0	1	In All Contexts	Information	"Travel, Tourism & Leisure"	In All Contexts	None	Lodging House Response	In All Contexts	In All Contexts		1.0									
UN01001207	BBIE	Lodging House_ Usage Condition. Physical Characteristic. Text	Physical Characteristic Text	"The physical characteristic limitation, expressed as text, applicable to this lodging house usage condition."		Lodging House	Usage Condition		Physical Characteristic		Text						8	0	1	In All Contexts	Information	"Travel, Tourism & Leisure"	In All Contexts	None	Lodging House Response	In All Contexts	In All Contexts		1.0									
UN01001208	BBIE	Lodging House_ Usage Condition. Appropriate Clothing. Text	Appropriate Clothing Text	"The appropriate clothing, expressed as text, applicable to this lodging house usage condition."		Lodging House	Usage Condition		Appropriate Clothing		Text						9	0	1	In All Contexts	Information	"Travel, Tourism & Leisure"	In All Contexts	None	Lodging House Response	In All Contexts	In All Contexts		1.0									
UN01001209	BBIE	Lodging House_ Usage Condition. Maximum_ Occupancy. Text	Maximum Occupancy Text	"The maximum occupancy, expressed as text, applicable to the lodging house usage condition."		Lodging House	Usage Condition	Maximum	Occupancy		Text						10	0	1	In All Contexts	Information	"Travel, Tourism & Leisure"	In All Contexts	None	Lodging House Response	In All Contexts	In All Contexts		1.0									
UN01006321	ABIE	Logical_ Query Parameter. Details	Logical Query Parameter	Parameter information on logical operations of a query.		Logical	Query Parameter													In All Contexts	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01006322	BBIE	Logical_ Query Parameter. Logical Operator. Text	Logical Operator Text	"The logical operator, expressed as text, for this logical query parameter."		Logical	Query Parameter		Logical Operator		Text						1	0	1	In All Contexts	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01006323	BBIE	Logical_ Query Parameter. Negation. Indicator	Negation Indicator	The indication of whether or not this logical query parameter is a negation.		Logical	Query Parameter		Negation		Indicator						2	0	1	In All Contexts	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01006324	ASBIE	Logical_ Query Parameter. Subordinate. Logical_ Query Parameter	Subordinate Logical Query Parameter	The subordinate logical query parameter for this logical query parameter.		Logical	Query Parameter		Subordinate				Logical	Query Parameter			1	0	1	In All Contexts	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01006325	ASBIE	Logical_ Query Parameter. First_ Subordinate. Primitive_ Query Parameter	First Subordinate Primitive Query Parameter	The first subordinate primitive query parameter for this logical query parameter.		Logical	Query Parameter	First	Subordinate				Primitive	Query Parameter			2	0	1	In All Contexts	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01006326	ASBIE	Logical_ Query Parameter. Second_ Subordinate. Primitive_ Query Parameter	Second Subordinate Primitive Query Parameter	The second subordinate primitive query parameter for this logical query parameter.		Logical	Query Parameter	Second	Subordinate				Primitive	Query Parameter			3	0	1	In All Contexts	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01003675	ABIE	Logistics_ Label. Details	Logistics Label	"A label used for identifying goods for logistics purposes, such as a barcode, a radio frequency tag or a Vehicle Identification Number (VIN)."		Logistics	Label													Buy-Ship-Pay	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01003676	BBIE	Logistics_ Label. Identification. Identifier	ID	The unique identifier of this logistics label.		Logistics	Label		Identification		Identifier						1	0	1	Buy-Ship-Pay	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									(7402)
UN01003677	BBIE	Logistics_ Label. Series Start. Identifier	Series Start ID	The unique identifier of the start of a series of logistics labels.		Logistics	Label		Series Start		Identifier						2	0	1	Buy-Ship-Pay	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01003678	BBIE	Logistics_ Label. Series End. Identifier	Series End ID	The unique identifier of the end of a series of logistics labels.		Logistics	Label		Series End		Identifier						3	0	1	Buy-Ship-Pay	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01012728	BBIE	Logistics_ Label. Layout_ Type. Code	Layout Type Code	The code specifying the layout type of this logistics label.		Logistics	Label	Layout	Type		Code						4	0	1	Cross Industry Trade	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01012729	BBIE	Logistics_ Label. Size. Code	Size Code	The code specifying the size of this logistics label.		Logistics	Label		Size		Code						5	0	1	Cross Industry Trade	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01012730	ASBIE	Logistics_ Label. Included. Label_ Section	Included Section	A section included in this logistics label.		Logistics	Label		Included				Label	Section			1	0	unbounded	Cross Industry Trade	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01003741	ABIE	Logistics_ Shipping Marks. Details	Logistics Shipping Marks	Physical markings or labels on individual packages or transport units for logistics purposes.		Logistics	Shipping Marks													Buy-Ship-Pay	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01003742	BBIE	Logistics_ Shipping Marks. Marking. Text	Marking Text	"Marking, expressed as text, for these logistics shipping marks."		Logistics	Shipping Marks		Marking		Text						1	0	unbounded	Buy-Ship-Pay	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									(7102)
UN01003743	BBIE	Logistics_ Shipping Marks. Marking Instruction. Code	Marking Instruction Code	A code specifying a marking instruction for these logistics shipping marks.		Logistics	Shipping Marks		Marking Instruction	Marking Instruction	Code	UN02000076					2	0	unbounded	Buy-Ship-Pay	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									(4233)
UN01003744	ASBIE	Logistics_ Shipping Marks. Barcode. Logistics_ Label	Barcode Label	A barcode label that is a part of these logistics shipping marks.		Logistics	Shipping Marks		Barcode				Logistics	Label			1	0	unbounded	Buy-Ship-Pay	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01003745	ASBIE	Logistics_ Shipping Marks. RFID. Logistics_ Label	RFID Label	A Radio Frequency Identification (RFID) label that is a part of these logistics shipping marks.		Logistics	Shipping Marks		RFID				Logistics	Label			2	0	unbounded	Buy-Ship-Pay	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01003746	ASBIE	Logistics_ Shipping Marks. VIN. Logistics_ Label	VIN Label	A Vehicle Identification Number (VIN) label that is a part of these logistics shipping marks.		Logistics	Shipping Marks		VIN				Logistics	Label			3	0	unbounded	Buy-Ship-Pay	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01010604	ABIE	LOR Acknowledgement_ Document. Details	LOR Acknowledgement Document	"A collection of data for a piece of written, printed or electronic matter that provides information or evidence in a Laboratory Observation Report (LOR) acknowledgement document."		LOR Acknowledgement	Document													Laboratory Observation	In All Contexts	In All Contexts	Global	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01010605	BBIE	LOR Acknowledgement_ Document. Identification. Identifier	ID	The identifier for this LOR acknowledgement document.		LOR Acknowledgement	Document		Identification		Identifier						1	0	1	Laboratory Observation	In All Contexts	In All Contexts	Global	None	In All Contexts	In All Contexts	In All Contexts		1.0									(1004)
UN01010606	BBIE	LOR Acknowledgement_ Document. Type. Code	Type Code	The code specifying a type of LOR acknowledgement document [Reference United Nations Code List (UNCL) 1001].		LOR Acknowledgement	Document		Type		Code						2	0	1	Laboratory Observation	In All Contexts	In All Contexts	Global	None	In All Contexts	In All Contexts	In All Contexts		1.0									(1001)
UN01010607	BBIE	LOR Acknowledgement_ Document. Name. Text	Name	"The name, expressed as text, for this LOR acknowledgement document."		LOR Acknowledgement	Document		Name		Text						3	0	1	Laboratory Observation	In All Contexts	In All Contexts	Global	None	In All Contexts	In All Contexts	In All Contexts		1.0									(1000)
UN01010608	BBIE	LOR Acknowledgement_ Document. Issue. Date Time	Issue Date Time	"The date, time, date time or other date time value for the issuance of this LOR acknowledgement document."		LOR Acknowledgement	Document		Issue		Date Time						4	0	1	Laboratory Observation	In All Contexts	In All Contexts	Global	None	In All Contexts	In All Contexts	In All Contexts		1.0									(2007)
UN01010609	BBIE	LOR Acknowledgement_ Document. Submission. Date Time	Submission Date Time	"The date, time, date time or other date time value for the submission of this LOR acknowledgement document to a receiver by a sender."		LOR Acknowledgement	Document		Submission		Date Time						5	0	1	Laboratory Observation	In All Contexts	In All Contexts	Global	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01010610	BBIE	LOR Acknowledgement_ Document. Receipt. Date Time	Receipt Date Time	"The date, time, date time or other date time value for the receipt of this LOR acknowledgement document."		LOR Acknowledgement	Document		Receipt		Date Time						6	0	1	Laboratory Observation	In All Contexts	In All Contexts	Global	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01010611	BBIE	LOR Acknowledgement_ Document. Control Requirement. Indicator	Control Requirement Indicator	The indication of whether or not a LOR acknowledgement document has specific control requirements.		LOR Acknowledgement	Document		Control Requirement		Indicator						7	0	1	Laboratory Observation	In All Contexts	In All Contexts	Global	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01010612	BBIE	LOR Acknowledgement_ Document. Creation. Date Time	Creation Date Time	"The date, time, date time or other date time value of a creation of the LOR acknowledgement document."		LOR Acknowledgement	Document		Creation		Date Time						8	0	1	Laboratory Observation	In All Contexts	In All Contexts	Global	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01010613	BBIE	LOR Acknowledgement_ Document. Status. Code	Status Code	The code specifying a status of a LOR acknowledgement document.		LOR Acknowledgement	Document		Status	Status	Code	UN02000047					9	0	1	Laboratory Observation	In All Contexts	In All Contexts	Global	None	In All Contexts	In All Contexts	In All Contexts		1.1									(1373)
UN01010614	BBIE	LOR Acknowledgement_ Document. Acknowledgement_ Status. Code	Acknowledgement Status Code	The code specifying an acknowledgment status for this LOR acknowledgement document.		LOR Acknowledgement	Document	Acknowledgement	Status	Acknowledgement	Code	UN02000020					10	0	1	Laboratory Observation	In All Contexts	In All Contexts	Global	None	In All Contexts	In All Contexts	In All Contexts		1.1									(1373)
UN01010615	BBIE	LOR Acknowledgement_ Document. Item Identification. Identifier	Item ID	The identifier of a specific item in this LOR acknowledgement document.		LOR Acknowledgement	Document		Item Identification		Identifier						11	0	1	Laboratory Observation	In All Contexts	In All Contexts	Global	None	In All Contexts	In All Contexts	In All Contexts		1.0									(1052)
UN01010616	BBIE	LOR Acknowledgement_ Document. Multiple References. Indicator	Multiple References Indicator	The indication of whether or not this LOR acknowledgement document references multiple other documents.		LOR Acknowledgement	Document		Multiple References		Indicator						12	0	1	Laboratory Observation	In All Contexts	In All Contexts	Global	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01010617	BBIE	LOR Acknowledgement_ Document. Reason_ Information. Text	Reason Information	"Reason information, expressed as text, for this LOR acknowledgement document."		LOR Acknowledgement	Document	Reason	Information		Text						13	0	unbounded	Laboratory Observation	In All Contexts	In All Contexts	Global	None	In All Contexts	In All Contexts	In All Contexts		1.0									(4142)
UN01010618	ASBIE	LOR Acknowledgement_ Document. Reference. LOR Referenced_ Document	Referenced Document	Other documents referenced by this LOR acknowledgement document.		LOR Acknowledgement	Document		Reference				LOR Referenced	Document			1	0	unbounded	Laboratory Observation	In All Contexts	In All Contexts	Global	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01009821	ABIE	LOR Exchanged_ Document. Details	LOR Exchanged Document	"A collection of data for a piece of written, printed or electronic matter that is exchanged between two or more parties in a Laboratory Observation Report (LOR) document exchange."		LOR Exchanged	Document													Laboratory Observation	In All Contexts	In All Contexts	Global	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01009822	BBIE	LOR Exchanged_ Document. Report Count. Numeric	Number Of Reports	The number of reports in this LOR exchanged document.		LOR Exchanged	Document		Report Count		Numeric						1	0	1	Laboratory Observation	In All Contexts	In All Contexts	Global	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01009823	BBIE	LOR Exchanged_ Document. Identification. Identifier	ID	The identifier of this LOR exchanged document.		LOR Exchanged	Document		Identification		Identifier						2	1	1	Laboratory Observation	In All Contexts	In All Contexts	Global	None	In All Contexts	In All Contexts	In All Contexts		1.0									(1004)
UN01009824	BBIE	LOR Exchanged_ Document. Description. Text	Description	The textual description of this LOR exchanged document.		LOR Exchanged	Document		Description		Text						3	0	1	Laboratory Observation	In All Contexts	In All Contexts	Global	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01009825	BBIE	LOR Exchanged_ Document. Issue. Date Time	Issue Date Time	"The date, time, date time or other date time value for the issuance of this LOR exchanged document."		LOR Exchanged	Document		Issue		Date Time						4	1	1	Laboratory Observation	In All Contexts	In All Contexts	Global	None	In All Contexts	In All Contexts	In All Contexts		1.0									(2007)
UN01009826	BBIE	LOR Exchanged_ Document. Type. Code	Type Code	The code specifying the type of LOR exchanged document.		LOR Exchanged	Document		Type		Code						5	0	1	Laboratory Observation	In All Contexts	In All Contexts	Global	None	In All Contexts	In All Contexts	In All Contexts		1.0									(1001)
UN01009827	BBIE	LOR Exchanged_ Document. Copy. Indicator	Copy Indicator	The indication of whether or not this LOR exchanged document is a copy.		LOR Exchanged	Document		Copy		Indicator						6	1	1	Laboratory Observation	In All Contexts	In All Contexts	Global	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01009828	BBIE	LOR Exchanged_ Document. Control Requirement. Indicator	Control Requirement Indicator	The indication of whether or not this LOR exchanged document has specific control requirements.		LOR Exchanged	Document		Control Requirement		Indicator						7	1	1	Laboratory Observation	In All Contexts	In All Contexts	Global	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01009829	BBIE	LOR Exchanged_ Document. Purpose. Code	Purpose Code	The code specifying the purpose of this LOR exchanged document.		LOR Exchanged	Document		Purpose		Code						8	0	1	Laboratory Observation	In All Contexts	In All Contexts	Global	None	In All Contexts	In All Contexts	In All Contexts		1.0									(1225)
UN01009830	BBIE	LOR Exchanged_ Document. Line Count. Numeric	Number Of Lines	The number of lines in this LOR exchanged document.		LOR Exchanged	Document		Line Count		Numeric						9	0	1	Laboratory Observation	In All Contexts	In All Contexts	Global	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01009831	BBIE	LOR Exchanged_ Document. Information. Text	Information	"Information, expressed as text, for this LOR exchanged document."		LOR Exchanged	Document		Information		Text						10	0	1	Laboratory Observation	In All Contexts	In All Contexts	Global	None	In All Contexts	In All Contexts	In All Contexts		1.0									(4142)
UN01010496	BBIE	LOR Exchanged_ Document. Status. Code	Status Code	The code specifying the status of this LOR exchanged document.		LOR Exchanged	Document		Status		Code						11	0	1	Laboratory Observation	In All Contexts	In All Contexts	Global	None	In All Contexts	In All Contexts	In All Contexts		1.0									(1373)
UN01010497	BBIE	LOR Exchanged_ Document. Sequence. Identifier	Sequence ID	The identifier for the sequence of this LOR exchanged document.		LOR Exchanged	Document		Sequence		Identifier						12	0	1	Laboratory Observation	In All Contexts	In All Contexts	Global	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01009832	ASBIE	LOR Exchanged_ Document. Sender. Laboratory Observation_ Party	Sender	The party sending this LOR exchanged document.		LOR Exchanged	Document		Sender				Laboratory Observation	Party			1	1	1	Laboratory Observation	In All Contexts	In All Contexts	Global	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01009833	ASBIE	LOR Exchanged_ Document. Recipient. Laboratory Observation_ Party	Recipient	The party receiving this LOR exchanged document.		LOR Exchanged	Document		Recipient				Laboratory Observation	Party			2	1	1	Laboratory Observation	In All Contexts	In All Contexts	Global	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01010619	ABIE	LOR Referenced_ Document. Details	LOR Referenced Document	"Written, printed or electronic matter that is referenced for Laboratory Observation Report (LOR) purposes."		LOR Referenced	Document													Laboratory Observation	In All Contexts	In All Contexts	Global	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01010620	BBIE	LOR Referenced_ Document. Identification. Identifier	ID	The identifier for this LOR referenced document.		LOR Referenced	Document		Identification		Identifier						1	0	1	Laboratory Observation	In All Contexts	In All Contexts	Global	None	In All Contexts	In All Contexts	In All Contexts		1.0									(1004)
UN01010621	BBIE	LOR Referenced_ Document. Type. Code	Type Code	The code specifying a type of LOR referenced document [Reference United Nations Code List (UNCL) 1001].		LOR Referenced	Document		Type		Code						2	0	1	Laboratory Observation	In All Contexts	In All Contexts	Global	None	In All Contexts	In All Contexts	In All Contexts		1.0									(1001)
UN01010622	BBIE	LOR Referenced_ Document. Description. Text	Description	A textual description of this LOR referenced document.		LOR Referenced	Document		Description		Text						3	0	unbounded	Laboratory Observation	In All Contexts	In All Contexts	Global	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01010623	BBIE	LOR Referenced_ Document. Issue. Date Time	Issue Date Time	"The date, time, date time or other date time value for the issuance of this LOR referenced document."		LOR Referenced	Document		Issue		Date Time						4	0	1	Laboratory Observation	In All Contexts	In All Contexts	Global	None	In All Contexts	In All Contexts	In All Contexts		1.0									(2007)
UN01010624	BBIE	LOR Referenced_ Document. Control Requirement. Indicator	Control Requirement Indicator	The indication of whether or not a LOR referenced document has specific control requirements.		LOR Referenced	Document		Control Requirement		Indicator						5	0	1	Laboratory Observation	In All Contexts	In All Contexts	Global	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01010625	BBIE	LOR Referenced_ Document. Creation. Date Time	Creation Date Time	"The date, time, date time or other date time value of a creation of this LOR referenced document."		LOR Referenced	Document		Creation		Date Time						6	0	1	Laboratory Observation	In All Contexts	In All Contexts	Global	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01010626	BBIE	LOR Referenced_ Document. Status. Code	Status Code	The code specifying a status of this LOR referenced document.		LOR Referenced	Document		Status		Code						7	0	1	Laboratory Observation	In All Contexts	In All Contexts	Global	None	In All Contexts	In All Contexts	In All Contexts		1.0									(1373)
UN01010627	BBIE	LOR Referenced_ Document. Copy. Indicator	Copy Indicator	The indication of whether or not this LOR referenced document is a copy.		LOR Referenced	Document		Copy		Indicator						8	0	1	Laboratory Observation	In All Contexts	In All Contexts	Global	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01010628	BBIE	LOR Referenced_ Document. Line Count. Numeric	Number Of Lines	The count of the number of lines in this LOR referenced document.		LOR Referenced	Document		Line Count		Numeric						9	0	1	Laboratory Observation	In All Contexts	In All Contexts	Global	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01010629	BBIE	LOR Referenced_ Document. Purpose. Code	Purpose Code	"The code specifying the purpose of this LOR referenced document, such as request or reminder."		LOR Referenced	Document		Purpose		Code						10	0	1	Laboratory Observation	In All Contexts	In All Contexts	Global	None	In All Contexts	In All Contexts	In All Contexts		1.0									(1225)
UN01010630	BBIE	LOR Referenced_ Document. Information. Text	Information	"Information, expressed as text, for this LOR referenced document."		LOR Referenced	Document		Information		Text						11	0	1	Laboratory Observation	In All Contexts	In All Contexts	Global	None	In All Contexts	In All Contexts	In All Contexts		1.0									(4142)
UN01010631	BBIE	LOR Referenced_ Document. Sequence. Identifier	Sequence ID	The identifier for the sequence of this LOR referenced document.		LOR Referenced	Document		Sequence		Identifier						12	0	1	Laboratory Observation	In All Contexts	In All Contexts	Global	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01010632	BBIE	LOR Referenced_ Document. Report Count. Numeric	Number Of Reports	The number of reports within this LOR referenced document.		LOR Referenced	Document		Report Count		Numeric						13	0	1	Laboratory Observation	In All Contexts	In All Contexts	Global	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01010633	ASBIE	LOR Referenced_ Document. Sender. Laboratory Observation_ Party	Sender	The party that sends this LOR referenced document.		LOR Referenced	Document		Sender				Laboratory Observation	Party			1	0	1	Laboratory Observation	In All Contexts	In All Contexts	Global	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01010634	ASBIE	LOR Referenced_ Document. Recipient. Laboratory Observation_ Party	Recipient	The party that receives this LOR referenced document.		LOR Referenced	Document		Recipient				Laboratory Observation	Party			2	0	1	Laboratory Observation	In All Contexts	In All Contexts	Global	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01006445	ABIE	Market Survey_ Data Set. Details	Market Survey Data Set	"A collection of market survey data, usually presented in tabular form."		Market Survey	Data Set													Market Survey	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01006446	BBIE	Market Survey_ Data Set. Identification. Identifier	ID	A unique identifier for this market survey data set.		Market Survey	Data Set		Identification		Identifier						1	0	unbounded	Market Survey	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01006447	BBIE	Market Survey_ Data Set. Raw Data. Indicator	Raw Data Indicator	The indication of whether or not the market survey data set is raw data.		Market Survey	Data Set		Raw Data		Indicator						2	0	1	Market Survey	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01006448	BBIE	Market Survey_ Data Set. Format_ Description. Text	Format Description	A textual description of the format for this market survey data set.		Market Survey	Data Set	Format	Description		Text						3	0	unbounded	Market Survey	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01006449	BBIE	Market Survey_ Data Set. Adjustment_ Description. Text	Adjustment Description	A textual description of an adjustment for this market survey data set.		Market Survey	Data Set	Adjustment	Description		Text						4	0	unbounded	Market Survey	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01006450	ABIE	Market Survey_ Product. Details	Market Survey Product	Any deliverable which is part of a market survey.		Market Survey	Product													Market Survey	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01006451	BBIE	Market Survey_ Product. Identification. Identifier	ID	A unique identifier for this market survey product.		Market Survey	Product		Identification		Identifier						1	0	unbounded	Market Survey	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									(7135)
UN01006452	BBIE	Market Survey_ Product. Description. Text	Description	A textual description for this market survey product.		Market Survey	Product		Description		Text						2	0	unbounded	Market Survey	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01006453	BBIE	Market Survey_ Product. Type. Code	Type Code	"The code specifying the type of market survey product, such as analysis report or data set."		Market Survey	Product		Type		Code						3	0	1	Market Survey	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01006454	ASBIE	Market Survey_ Product. Designated. Subject_ Classification	Designated Classification	A subject classification designated for this market survey product.		Market Survey	Product		Designated				Subject	Classification			1	0	unbounded	Market Survey	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01006455	ASBIE	Market Survey_ Product. Supply. MSI_ Availability	Supply Availability	A Market Survey Information (MSI) availability for the supply of this market survey product.		Market Survey	Product		Supply				MSI	Availability			2	0	unbounded	Market Survey	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01006456	ASBIE	Market Survey_ Product. Resulting Report_ Reference. CI_ Referenced_ Document	Resulting Report	A resulting report or analysis reference document for this market survey product.		Market Survey	Product	Resulting Report	Reference				CI_ Referenced	Document			3	0	unbounded	Market Survey	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01006457	ASBIE	Market Survey_ Product. Included. Market Survey_ Data Set	Included Data Set	The data set included in this market survey product.		Market Survey	Product		Included				Market Survey	Data Set			4	0	1	Market Survey	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01006458	ASBIE	Market Survey_ Product. Included. Market Survey_ Query	Included Query	A query included in this market survey product.		Market Survey	Product		Included				Market Survey	Query			5	0	unbounded	Market Survey	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01006459	ASBIE	Market Survey_ Product. Included. Market Survey_ Questionnaire	Included Questionnaire	The questionnaire included in this market survey product.		Market Survey	Product		Included				Market Survey	Questionnaire			6	0	1	Market Survey	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01006460	ABIE	Market Survey_ Query. Details	Market Survey Query	A formally raised question or request for information about a market survey.		Market Survey	Query													Market Survey	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01006461	BBIE	Market Survey_ Query. Identification. Identifier	ID	A unique identifier for this market survey query.		Market Survey	Query		Identification		Identifier						1	0	unbounded	Market Survey	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
UN01006462	BBIE	Market Survey_ Query. Type. Code	Type Code	A code specifying a type of market survey query.		Market Survey	Query		Type		Code						2	0	unbounded	Market Survey	In All Contexts	In All Contexts	In All Contexts	None	In All Contexts	In All Contexts	In All Contexts		1.0									
