Module,num,Kind,Table,No,Name,DictionaryEntryName,Description,XBRLGL,ObjectClassTermQualifier,ObjectClassTerm,PropertyTerm,RepresentationTerm,Datatype,Representation,AssociatedObjectClassTermQualifier,AssociatedObjectClass,Level,PK_REF,RefField,RefTable,Occurrence
Purchase,528,ASBIE,PUR Requisitions Details,6,Requisition Quantity,ADC_ Purchase Requisition Line. Requisition. ADC_ Measurement Quantity,The quantity of the purchased materials in the requisition.,gl-bus:measurableQuantity,ADC,Purchase Requisition Line,Requisition,,,,ADC,Measurement Quantity,1,,,,1..1
Purchase,529,ASBIE,PUR Requisitions Details,7,Approved Quantity,ADC_ Purchase Requisition Line. Approved. ADC_ Measurement Quantity,The approved quantity of the purchased materials from the requisition quantity. The approved quantity can differ from the requisition quantity.,gl-bus:measurableQuantity,ADC,Purchase Requisition Line,Approved,,,,ADC,Measurement Quantity,1,,,,1..1
Purchase,530,RBIE,PUR Requisitions Details,9,Project ID,ADC_ Purchase Requisition Line. Originating. ADC_ Project,The unique identifier for the project. Typically auto-generated by the system. Shall match the Project_ID in the BAS_Project table.,,ADC,Purchase Requisition Line,Originating,,String,%60s,ADC,Project,1,REF,Project_ID,BAS_Project,1..1
Purchase,531,RBIE,PUR Requisitions Details,10,Supplier Account ID,ADC_ Purchase Requisition Line. Related. ADC_ Supplier,The unique identifier for the supplier account in the purchase requisition. Typically auto-generated by the system. May be set to NULL if no transaction related purchase requisition. Shall match the Supplier_Account_ID in the BAS_Supplier table.,gl-cor:identifierCode with gl-cor:identifierType = {vendor},ADC,Purchase Requisition Line,Related,,String,%100s,ADC,Supplier,1,REF,Supplier_Account_ID,BAS_Supplier,1..1
Purchase,532,RBIE,PUR Requisitions Details,11,Purchase Organization Code,ADC_ Purchase Requisition Line. Purchase Organization. ADC_ Business Segment,The unique code of the purchase organization which signed the requisition. Shall match the Business_Segment_Code in the BAS_Business_Segment table.,gl-bus:organizationIdentifier,ADC,Purchase Requisition Line,Purchase Organization,,String,%25s,ADC,Business Segment,1,REF,Business_Segment_Code,BAS_Business_Segment,1..n
Purchase,533,RBIE,PUR Requisitions Details,12,Requisition Organization Code,ADC_ Purchase Requisition Line. Requisition Organization. ADC_ Business Segment,"The unique code of the organization with material purchase request. The requisition organization is a business organization, or an administrative organization. Shall match the Business_Segment_Code in the BAS_Business_Segment table.",gl-bus:organizationIdentifier,ADC,Purchase Requisition Line,Requisition Organization,,String,%25s,ADC,Business Segment,1,REF,Business_Segment_Code,BAS_Business_Segment,1..n
Purchase,534,BBIE,PUR Requisitions Details,13,Status,ADC_ Purchase Requisition Line. Status,The status of a requisition line. EXAMPLE In process or rejected.,,ADC,Purchase Requisition Line,Status,Text,String,%30s,,,1,,,,1..1
Purchase,535,RBIE,PUR Requisitions Details,14,Business Segment X,ADC_ Purchase Requisition Line. X. ADC_ Business Segment,"A reserved field that shall be used for business segments/structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with a unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity.",gl-bus:organizationIdentifier,ADC,Purchase Requisition Line,X,,String,%25s,ADC,Business Segment,1,,,,1..n
Purchase,536,IDBIE,PUR Contracts,1,Purchase Contract ID,ADC_ Purchase Contract. ID,The unique identifier for the purchase contract. Typically auto-generated by the system.,"gl-cor:documentReference / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents.",ADC,Purchase Contract,Identification,Identifier,String,%60s,,,1,PK,,,1..1
Purchase,537,BBIE,PUR Contracts,2,Purchase Contract Number,ADC_ Purchase Contract. Purchase Contract Number. Code,The number of the purchase contract. The number is generated by manual input or is system generated.,,ADC,Purchase Contract,Purchase Contract Number,Code,String,%80s,,,1,,,,1..1
Purchase,538,BBIE,PUR Contracts,3,Contract Type Name,ADC_ Purchase Contract. Contract Type. Name,"The name of the contract type in purchase activities. EXAMPLE Business agreement, quantity contract, value contract and price contract.",,ADC,Purchase Contract,Contract Type,Name,String,%80s,,,1,,,,1..1
Purchase,539,BBIE,PUR Contracts,4,Contract Beginning Date,ADC_ Purchase Contract. Beginning. Date,The beginning date of the contract.,,ADC,Purchase Contract,Beginning,Date,Date,%10c,,,1,,,,1..1
Purchase,540,BBIE,PUR Contracts,5,Contract Ending Date,ADC_ Purchase Contract. Ending. Date,The ending date of the contract.,,ADC,Purchase Contract,Ending,Date,Date,%10c,,,1,,,,1..1
Purchase,541,RBIE,PUR Contracts,6,Supplier Account ID,ADC_ Purchase Contract. Related. ADC_ Supplier,The unique identifier for the supplier account in the purchase contract. Typically auto-generated by the system. Shall match the Supplier_Account_ID in the BAS_Supplier table.,gl-cor:identifierCode with gl-cor:identifierType = {vendor},ADC,Purchase Contract,Related,,String,%100s,ADC,Supplier,1,REF,Supplier_Account_ID,BAS_Supplier,1..1
Purchase,542,RBIE,PUR Contracts,7,Purchase Organization Code,ADC_ Purchase Contract. Purchase Organization. ADC_ Business Segment,The unique code of the purchase organization which signed the contract. Shall match the Business_Segment_Code in the BAS_Business_Segment table.,gl-bus:organizationIdentifier,ADC,Purchase Contract,Purchase Organization,,String,%25s,ADC,Business Segment,1,REF,Business_Segment_Code,BAS_Business_Segment,1..n
Purchase,543,RBIE,PUR Contracts,8,Purchaser ID,ADC_ Purchase Contract. Purchaser. ADC_ Employee,The code of the person who is responsible for purchase contracts. Shall match the Employee_ID in the BAS_Employee table.,,ADC,Purchase Contract,Purchaser,,String,%60s,ADC,Employee,1,REF,Employee_ID,BAS_Employee,1..1
Purchase,544,RBIE,PUR Contracts,9,Settlement Method Code,ADC_ Purchase Contract. Settlement Method. ADC_ Settlement Method,"The code value or indicator of the method by which the transaction debit or credit amount was settled or apportioned by the customer or the supplier; for example, check, wire transfer and cash. Shall match the Settlement_Method_Code in the BAS_Settlement_Method table.",,ADC,Purchase Contract,Settlement Method,,String,%60s,ADC,Settlement Method,2,REF,Settlement_Method_Code,BAS_Settlement_Method,0..1
Purchase,545,RBIE,PUR Contracts,10,Payment Term Code,ADC_ Purchase Contract. Payment Term. ADC_ Payment Term,"The code of the payment term; for example, cash on delivery, payment 30 days after delivery date. Shall match the Payment_Term_Code in the BAS_Payment_Term table.",,ADC,Purchase Contract,Payment Term,,String,%80s,ADC,Payment Term,2,REF,Payment_Term_Code,BAS_Payment_Term,0..1
Purchase,546,BBIE,PUR Contracts,11,Status,ADC_ Purchase Contract. Status,"The status of the purchase contract recorded at the moment. Different ERP vendors have different content for this information output. EXAMPLE New, save, submit, approved and frozen.",,ADC,Purchase Contract,Status,Text,String,%30s,,,1,,,,1..1
Purchase,547,BBIE,PUR Contracts,12,Remark,ADC_ Purchase Contract. Remark,Freeform text description.,gl-cor:entryComment,ADC,Purchase Contract,Remark,Text,String,%500s,,,1,,,,1..1
Purchase,548,ASBIE,PUR Contracts,13,Activity Records,ADC_ Purchase Contract. Recorded. ADC_ Activity Records,"The operation records on this record such as create, approve, last modify this record.",Use corresponding element of XBRL GL taxonomy.,ADC,Purchase Contract,Recorded,,,,ADC,Activity Records,1,,,,1..1
Purchase,549,RBIE,PUR Contracts,14,Business Segment X,ADC_ Purchase Contract. X. ADC_ Business Segment,"A reserved field that shall be used for business segments/structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with a unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity.",gl-bus:organizationIdentifier,ADC,Purchase Contract,X,,String,%25s,ADC,Business Segment,1,,,,1..n
Purchase,550,ASBIE,PUR Contracts,15,Purchase Contract Line,ADC_ Purchase Contract. Defined. ADC_ Purchase Contract Line,"Line item details for the purchase contracts are contained in Table 106. Each line includes material, quantity, supplier, price per unit and trading amount. The file will record for each contract line item.",,ADC,Purchase Contract,Defined,,,,ADC,Purchase Contract Line,,,,,1..n
Purchase,551,RBIE,PUR Contracts Details,1,Purchase Contract ID,ADC_ Purchase Contract Line. Originating. ADC_ Purchase Contract,The unique identifier for the purchase contract. Typically auto-generated by the system. Shall match the Purchase_Contract_ID in the PUR_Contract table.,"gl-cor:documentReference  / Rather than use a data field, use XML's ID and IDREF to create the physical link from detail to summary structure.",ADC,Purchase Contract Line,Originating,,String,%60s,ADC,Purchase Contract,1,REF,Purchase_Contract_ID,PUR_Contracts,1..1
Purchase,552,IDBIE,PUR Contracts Details,2,Purchase Contract Line ID,ADC_ Purchase Contract Line. ID,"The unique identifier for a purchase contract line. Typically auto-generated by the system. One purchase contract may contain more than one material and each material may be described by a line of the contract; for example, including contract ID, date and serial number.","gl-cor:lineNumber / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents.",ADC,Purchase Contract Line,Identification,Identifier,String,%60s,,,1,PK,,,1..1
Purchase,553,BBIE,PUR Contracts Details,3,Purchase Contract Line Number,ADC_ Purchase Contract Line. Line Number. Code,The number of a purchase contract line. The number is generated by manual input or is system generated.,"gl-cor:lineNumber / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents.",ADC,Purchase Contract Line,Line Number,Code,String,%10s,,,2,,,,0..1
Purchase,554,RBIE,PUR Contracts Details,4,Settlement Organization Code,ADC_ Purchase Contract Line. Settlement Organization. ADC_ Business Segment,"The unique code of the settlement organization (Organization of the payment, can be different from the receiving organization). May be the purchase organization or the receipt organization. Shall match the Business_Segment_Code in the BAS_Business_Segment table.",gl-bus:organizationIdentifier,ADC,Purchase Contract Line,Settlement Organization,,String,%25s,ADC,Business Segment,2,REF,Business_Segment_Code,BAS_Business_Segment,0..n
Purchase,555,RBIE,PUR Contracts Details,5,Receipt Organization Code,ADC_ Purchase Contract Line. Receipt Organization. ADC_ Business Segment,"The unique code of the receiving materials organization (Receiving organization, can be different from the settlement organization). The organization receiving materials may be a warehouse or an administration organization. Shall match the Business_Segment_Code in the BAS_Business_Segment table.",gl-bus:organizationIdentifier,ADC,Purchase Contract Line,Receipt Organization,,String,%25s,ADC,Business Segment,1,REF,Business_Segment_Code,BAS_Business_Segment,1..n
Purchase,556,RBIE,PUR Contracts Details,6,Product ID,ADC_ Purchase Contract Line. Corresponding. ADC_ Product,The unique identifier for the product. Typically auto-generated by the system. Shall match the Inventory_Product_ID in the INV_Product table.,gl-bus:measurableIDOther,ADC,Purchase Contract Line,Corresponding,,String,%75s,ADC,Product,1,REF,Inventory_Product_ID,INV_Product,1..1
Purchase,557,ASBIE,PUR Contracts Details,7,Contract Quantity,ADC_ Purchase Contract Line. Purchase_ Quantity. ADC_ Measurement Quantity,The quantity of the purchased materials in the contract.,gl-bus:measurableQuantity,ADC,Purchase Contract Line,Quantity,,,,ADC,Measurement Quantity,1,,,,1..1
Purchase,558,BBIE,PUR Contracts Details,8,Tax Exclude Unit Price,ADC_ Purchase Contract Line. Tax Exclude Unit Price. Amount,The unit price (excluding tax) in transaction currency.,,ADC,Purchase Contract Line,Tax Exclude Unit Price,Amount,Decimal,%22.8f,,,1,,,,1..1
Purchase,559,BBIE,PUR Contracts Details,9,Tax Include Unit Price,ADC_ Purchase Contract Line. Tax Include Unit Price. Amount,The unit price (including tax) in transaction currency.,,ADC,Purchase Contract Line,Tax Include Unit Price,Amount,Decimal,%22.8f,,,1,,,,1..1
Purchase,560,BBIE,PUR Contracts Details,10,Tax Exclude Amount,ADC_ Purchase Contract Line. Tax Exclude. Amount,The amount (excluding tax) in transaction currency.,,ADC,Purchase Contract Line,Tax Exclude,Amount,Decimal,%22.4f,,,1,,,,1..1
Purchase,561,BBIE,PUR Contracts Details,11,Tax Include Amount,ADC_ Purchase Contract Line. Tax Include. Amount,The amount (including tax) in transaction currency.,,ADC,Purchase Contract Line,Tax Include,Amount,Decimal,%22.4f,,,1,,,,1..1
Purchase,562,BBIE,PUR Contracts Details,12,Due Date,ADC_ Purchase Contract Line. Due. Date,The last requested delivery of the purchased materials in the purchasing contract. Completion of the delivery shall not be later than that date.,,ADC,Purchase Contract Line,Due,Date,Date,%10c,,,1,,,,1..1
Purchase,563,ASBIE,PUR Contracts Details,13,Transaction Tax N,ADC_ Purchase Contract Line. Charged. ADC_ Transaction TaxN,The amount of Tax included in the transaction. Recorded in transaction currency.,Use corresponding element of XBRL GL taxonomy.,ADC,Purchase Contract Line,Charged,,,,ADC,Transaction TaxN,2,,,,0..n
Purchase,564,BBIE,PUR Contracts Details,14,Status,ADC_ Purchase Contract Line. Status,"The status of a contract line. Describes changes in the execution of the contract line item. Different states will affect the execution and control of the business. EXAMPLE Termination, frozen and closed.",,ADC,Purchase Contract Line,Status,Text,String,%30s,,,2,,,,0..1
Purchase,565,RBIE,PUR Contracts Details,15,Business Segment X,ADC_ Purchase Contract Line. X. ADC_ Business Segment,"A reserved field that shall be used for business segments/structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with a unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity.",gl-bus:organizationIdentifier,ADC,Purchase Contract Line,X,,String,%25s,ADC,Business Segment,1,,,,1..n
Purchase,566,IDBIE,PUR Orders,1,Purchase Order ID,ADC_ Purchase Order. ID,The unique identifier for the purchase order. Typically auto-generated by the system.,"gl-cor:documentReference / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents.",ADC,Purchase Order,Identification,Identifier,String,%100s,,,1,,,,1..1
Purchase,567,BBIE,PUR Orders,2,Purchase Order Number,ADC_ Purchase Order. Purchase Order Number. Code,The number of the purchase order. The number is generated by manual input or a system generated.,,ADC,Purchase Order,Purchase Order Number,Code,String,%100s,,,1,,,,1..1
Purchase,568,RBIE,PUR Orders,3,Fiscal Period,ADC_ Purchase Order. Fiscal Year. ADC_ Fiscal Period,"Accounting period in which the Purchase_Order_Date occurs. The year shall be shown in four digits as YYYY, which is part of the extended format and the YYYY-MM-DD in ISO 8601-1. Shall match the Fiscal_Year in the BAS_Accounting_Period table.",gl-bus:fiscalYearEnd,ADC,Purchase Order,Fiscal Year,,String,%4c,ADC,Fiscal Period,1,,,,1..1
Purchase,569,BBIE,PUR Orders,4,Purchase Order Type Name,ADC_ Purchase Order. Purchase Order Type Name,"The name of the order type in purchase activities. EXAMPLE Ordinary purchasing, outsourcing parts and process outsourcing.",,ADC,Purchase Order,Purchase Order Type Name,Name,String,%80s,,,1,,,,1..1
Purchase,570,BBIE,PUR Orders,5,Purchase Order Date,ADC_ Purchase Order. Order. Date,The date of the purchase order regardless of the date the order is created.,,ADC,Purchase Order,Order,Date,Date,%10c,,,1,,,,1..1
Purchase,571,RBIE,PUR Orders,6,Purchase Organization Code,ADC_ Purchase Order. Purchase Organization. ADC_ Business Segment,The unique code of the purchase organization which signed the order. Shall match the Business_Segment_Code in the BAS_Business_Segment table.,gl-bus:organizationIdentifier,ADC,Purchase Order,Purchase Organization,,String,%25s,ADC,Business Segment,1,REF, Business_Segment_Code,BAS_Business_Segment,1..n
Purchase,572,ASBIE,PUR Orders,7,Purchaser ID,ADC_ Purchase Order. Purchaser. ADC_ Employee,The code of the person who was responsible for purchase orders. Shall match the Employee_ID in the BAS_Employee table.,Use corresponding element of XBRL GL taxonomy.,ADC,Purchase Order,Purchaser,,,,ADC,Employee,2,,,,0..1
Purchase,573,RBIE,PUR Orders,8,Supplier Account ID,ADC_ Purchase Order. Related. ADC_ Supplier,The unique identifier for the supplier account in the purchase order. Typically auto-generated by the system. Shall match the Supplier_Account_ID in the BAS_Supplier table.,gl-cor:identifierCode with gl-cor:identifierType = vendor,ADC,Purchase Order,Related,,String,%100s,ADC,Supplier,1,,,,1..1
Purchase,574,RBIE,PUR Orders,9,Settlement Method Code,ADC_ Purchase Order. Settlement Method. ADC_ Settlement Method,"The code value or indicator of the method by which the transaction debit or credit amount was settled or apportioned by the customer or the supplier; for example, check, wire transfer and cash. Shall match the Settlement_Method_Code in the BAS_Settlement_Method table.",,ADC,Purchase Order,Settlement Method,,String,%60s,ADC,Settlement Method,1,,,,1..1
Purchase,575,RBIE,PUR Orders,10,Payment Term Code,ADC_ Purchase Order. Payment Term. ADC_ Payment Term,"The code of the payment term; for example, cash on delivery, payment 30 days after delivery date. Shall match the Payment_Term_Code in the BAS_Payment_Term table.",,ADC,Purchase Order,Payment Term,,String,%80s,ADC,Payment Term,1,,,,1..1
Purchase,576,ASBIE,PUR Orders,11,Order Transaction Amount,ADC_ Purchase Order. Order. ADC_ Transaction Currency Amount,The transaction monetary amount in transaction currency.,gl-muc:multicurrencyDetail,ADC,Purchase Order,Order,,,,ADC,Transaction Currency Amount,1,,,,1..1
Purchase,577,ASBIE,PUR Orders,12,Activity Records,ADC_ Purchase Order. Recorded. ADC_ Activity Records,"The operation records on this record such as create, approve, last modify this record.",Use corresponding element of XBRL GL taxonomy.,ADC,Purchase Order,Recorded,,,,ADC,Activity Records,1,,,,1..1
Purchase,578,BBIE,PUR Orders,13,Status,ADC_ Purchase Order. Status,"The status of the purchase order. EXAMPLE New, save, submit, approved and frozen.",,ADC,Purchase Order,Status,Text,String,%30s,,,2,,,,0..1
Purchase,579,BBIE,PUR Orders,14,Remark,ADC_ Purchase Order. Remark,Freeform text description.,gl-cor:entryComment,ADC,Purchase Order,Remark,Text,String,%500s,,,1,,,,1..1
Purchase,580,RBIE,PUR Orders,15,Business Segment X,ADC_ Purchase Order. X. ADC_ Business Segment,"A reserved field that shall be used for business segments/structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with a unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity.",gl-bus:organizationIdentifier,ADC,Purchase Order,X,,String,%25s,ADC,Business Segment,1,,,,1..n
Purchase,581,ASBIE,PUR Orders,16,Purchase Order Line,ADC_ Purchase Order. Defined. ADC_ Purchase Order Line,"Line item details for purchase orders are contained in Table 110. Each line includes material, quantity, due date, price per unit, trading amount, recipient, and settlement organization. The file will record for each purchase order line item. Multiple types of materials may be presented in one purchase order. Additionally, different settlement organizations may be assigned by each order line.",,ADC,Purchase Order,Defined,,,,ADC,Purchase Order Line,,,,,1..n
Purchase,582,RBIE,PUR Orders Details,1,Purchase Order ID,ADC_ Purchase Order Line. Detail to Summary. ADC_ Purchase Order,The unique identifier for the purchase order. Typically autogenerated by the system. Shall match the Purchase_Order_ID in the PUR_Orders table.,"gl-cor:documentReference  / Rather than use a data field, use XML's ID and IDREF to create the physical link from detail to summary structure.",ADC,Purchase Order Line,Detail to Summary,,String,%100s,ADC,Purchase Order,1,REF,Purchase_Order_ID,PUR_Orders,1..1
Purchase,583,IDBIE,PUR Orders Details,2,Purchase Order Line ID,ADC_ Purchase Order Line. ID,The unique identifier for a purchase order line. Typically auto-generated by the system. One purchase order may contain more than one material and each material may be described by a line of the order.,"gl-cor:lineNumber / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents.",ADC,Purchase Order Line,Identification,Identifier,String,%60s,,,1,PK,,,1..1
Purchase,584,BBIE,PUR Orders Details,3,Purchase Order Line Number,ADC_ Purchase Order Line. Line Number. Code,The number of a purchase order line. This number is generated either by manual input or by the system.,"gl-cor:lineNumber / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents.",ADC,Purchase Order Line,Line Number,Code,String,%10s,,,2,,,,0..1
Purchase,585,RBIE,PUR Orders Details,4,Purchase Contract ID,ADC_ Purchase Order Line. Originating. ADC_ Purchase Contract,The unique identifier for the purchase contract. Typically autogenerated by the system. May be set to NULL if no transaction related purchase contract. Otherwise shall match the Purchase_Contract_ID in the PUR_Contract table.,"gl-cor:documentReference  / Rather than use a data field, use XML's ID and IDREF to create the physical link from detail to summary structure.",ADC,Purchase Order Line,Originating,,String,%60s,ADC,Purchase Contract,1,REF,Purchase_Contract_ID,PUR_Contracts,1..1
Purchase,586,RBIE,PUR Orders Details,5,Purchase Contract Line ID,ADC_ Purchase Order Line. Corresponding. ADC_ Purchase Contract Line,The unique identifier for a purchase contract line. One purchase contract may contain more than one material and each material may be described by a line of the contract. Typically auto-generated by the system. May be set to NULL if no transaction related purchase contract. Otherwise shall match the Purchase_Contract_Line_ID in the PUR_Contracts_Details table.,"gl-cor:lineNumber / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents.",ADC,Purchase Order Line,Corresponding,,String,%60s,ADC,Purchase Contract Line,1,REF,Purchase_Contract_Line_ID,PUR_Contracts_Details,1..1
Purchase,587,RBIE,PUR Orders Details,6,Requisition ID,ADC_ Purchase Order Line. Corresponding. ADC_ Purchase Requisition,The unique identifier for the material purchase requisition. Typically auto-generated by the system. May be set to NULL if no transaction related purchase requisitions. Otherwise shall match the Requisition_ID in the PUR_Requisitions table.,"gl-cor:documentReference  / Rather than use a data field, use XML's ID and IDREF to create the physical link from detail to summary structure.",ADC,Purchase Order Line,Corresponding,,String,%60s,ADC,Purchase Requisition,2,REF,Requisition_ID,PUR_Requisitions,0..1
Purchase,588,RBIE,PUR Orders Details,7,Requisition Line ID,ADC_ Purchase Order Line. Corresponding. ADC_ Purchase Requisition Line,The unique identifier for a material purchase requisition line. A requisition form may apply for purchasing one or more materials. Each material requisitioned should be described in a separate row. Typically auto-generated by the system. May be set to NULL if no transaction related purchase requisitions. Otherwise shall match the Requisition_Line_ID in the PUR_Requisitions_Details table.,"gl-cor:lineNumber / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents.",ADC,Purchase Order Line,Corresponding,,String,%60s,ADC,Purchase Requisition Line,2,REF,Requisition_Line_ID,PUR_Requisitions_Details,0..1
Purchase,589,RBIE,PUR Orders Details,8,Settlement Organization Code,ADC_ Purchase Order Line. Settlement Organization. ADC_ Business Segment,"The unique code of the settlement organization (Organization of the payment, can be different from the receiving organization). May be the purchase organization or the receipt organization. Shall match the Business_Segment_Code in the BAS_Business_Segment table.",gl-bus:organizationIdentifier,ADC,Purchase Order Line,Settlement Organization,,String,%25s,ADC,Business Segment,2,REF,Business_Segment_Code,BAS_Business_Segment,0..n
Purchase,590,RBIE,PUR Orders Details,9,Receipt Organization Code,ADC_ Purchase Order Line. Receipt Organization. ADC_ Business Segment,"The unique code of the receiving materials organization (Receiving organization, can be different from the settlement organization). The organization receiving materials may be a warehouse or an administration organization. Shall match the Business_Segment_Code in the BAS_Business_Segment table.",gl-bus:organizationIdentifier,ADC,Purchase Order Line,Receipt Organization,,String,%25s,ADC,Business Segment,1,REF,Business_Segment_Code,BAS_Business_Segment,1..n
Purchase,591,RBIE,PUR Orders Details,10,Project ID,ADC_ Purchase Order Line. Originating. ADC_ Project,The unique identifier for the project. Typically auto-generated by the system. Shall match the Project_ID in the BAS_Project table.,,ADC,Purchase Order Line,Originating,,String,%60s,ADC,Project,2,REF,Project_ID,BAS_Project,0..1
Purchase,592,BBIE,PUR Orders Details,11,Due Date,ADC_ Purchase Order Line. Due. Date,The last requested delivery of the purchased materials in the purchasing order. Completion of the delivery shall not be later than that date.,,ADC,Purchase Order Line,Due,Date,Date,%10c,,,1,,,,1..1
Purchase,593,ASBIE,PUR Orders Details,12,Basic UOM Quantity,ADC_ Purchase Order Line. Basic_ Quantity. ADC_ Measurement Quantity,The quantity of the materials in purchase order by the basic measurement unit.,gl-bus:measurableQuantity,ADC,Purchase Order Line,Quantity,,,,ADC,Measurement Quantity,1,,,,1..1
Purchase,594,ASBIE,PUR Orders Details,13,Purchase Order Line Quantity,ADC_ Purchase Order Line. Quantity. ADC_ Measurement Quantity,The quantity of the materials in the purchase order line by the purchase measurement unit.,gl-bus:measurableQuantity,ADC,Purchase Order Line,Quantity,,,,ADC,Measurement Quantity,1,,,,1..1
Purchase,595,BBIE,PUR Orders Details,14,Tax Exclude Unit Price,ADC_ Purchase Order Line. Tax Exclude Unit Price. Amount,The unit price (excluding tax).,,ADC,Purchase Order Line,Tax Exclude Unit Price,Amount,Decimal,%22.8f,,,1,,,,1..1
Purchase,596,BBIE,PUR Orders Details,15,Tax Include Unit Price,ADC_ Purchase Order Line. Tax Include Unit Price. Amount,The unit price (including tax).,,ADC,Purchase Order Line,Tax Include Unit Price,Amount,Decimal,%22.8f,,,1,,,,1..1
Purchase,597,BBIE,PUR Orders Details,16,Tax Exclude Amount,ADC_ Purchase Order Line. Tax Exclude. Amount,The amount (excluding tax).,,ADC,Purchase Order Line,Tax Exclude,Amount,Decimal,%22.4f,,,1,,,,1..1
Purchase,598,BBIE,PUR Orders Details,17,Tax Include Amount,ADC_ Purchase Order Line. Tax Include. Amount,The amount (including tax).,,ADC,Purchase Order Line,Tax Include,Amount,Decimal,%22.4f,,,1,,,,1..1
Purchase,599,ASBIE,PUR Orders Details,18,Order Line Transaction Amount,ADC_ Purchase Order Line. Amount. ADC_ Transaction Currency Amount,The transaction currency amount of a purchase order line.,gl-muc:multicurrencyDetail,ADC,Purchase Order Line,Amount,,,,ADC,Transaction Currency Amount,1,,,,1..1
Purchase,600,ASBIE,PUR Orders Details,19,Transaction Tax N,ADC_ Purchase Order Line. Charged. ADC_ Transaction TaxN,The amount of Tax included in the transaction. Recorded in transaction currency.,Use corresponding element of XBRL GL taxonomy.,ADC,Purchase Order Line,Charged,,,,ADC,Transaction TaxN,2,,,,0..n
Purchase,601,RBIE,PUR Orders Details,20,Product ID,ADC_ Purchase Order Line. Corresponding. ADC_ Product,The unique identifier for the product. Typically auto-generated by the system. Shall match the Inventory_Product_ID in the INV_Product table.,gl-bus:measurableIDOther,ADC,Purchase Order Line,Corresponding,,String,%75s,ADC,Product,1,REF,Inventory_Product_ID,INV_Product,1..1
Purchase,602,BBIE,PUR Orders Details,21,Status,ADC_ Purchase Order Line. Status,"The status of a purchase order line. Describe changes in the execution of the order line item. Different status will affect the execution and control of the business. EXAMPLE Termination, frozen and closed.",,ADC,Purchase Order Line,Status,Text,String,%30s,,,2,,,,0..1
Purchase,603,RBIE,PUR Orders Details,22,Business Segment X,ADC_ Purchase Order Line. X. ADC_ Business Segment,"A reserved field that shall be used for business segments/structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with a unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity.",gl-bus:organizationIdentifier,ADC,Purchase Order Line,X,,String,%25s,ADC,Business Segment,1,,,,1..n
Purchase,604,IDBIE,PUR Invoices Received,1,Invoice ID,ADC_ Invoice Received. ID,The unique identifier for the received invoices. Typically autogenerated by the system. The same ID shall be used for all tables with invoice data.,"gl-cor:documentReference / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents.",ADC,Invoice Received,Identification,Identifier,String,%60s,,,1,PK,,,1..1
Purchase,605,BBIE,PUR Invoices Received,2,Invoice Number,ADC_ Invoice Received. Invoice Number. Code,"The number of the received invoice. The number is usually generated by manual input or system generated; for example, including serial number, document type, and date.",,ADC,Invoice Received,Invoice Number,Code,String,%100s,,,1,,,,1..1
Purchase,606,RBIE,PUR Invoices Received,3,Fiscal Period,ADC_ Invoice Received. Fiscal Year. ADC_ Fiscal Period,"Accounting period in which the Invoice_Date occurs. The year shall be shown in four digits as YYYY, which is part of the extended format and the YYYY-MM-DD in ISO 8601-1. Shall match the Fiscal_Year in the BAS_Accounting_Period table.",gl-bus:fiscalYearEnd,ADC,Invoice Received,Fiscal Year,,String,%4c,ADC,Fiscal Period,1,REF,Fiscal_Year,BAS_Accounting_Period,1..1
Purchase,607,BBIE,PUR Invoices Received,4,Official Invoice Code,ADC_ Invoice Received. Official_ Invoice. Code,"The unique official code of the invoice, which is usually generated by the tax authorities.",,ADC,Invoice Received,Invoice,Code,String,%25s,,,2,,,,0..1
Purchase,608,BBIE,PUR Invoices Received,5,Invoice Type Name,ADC_ Invoice Received. Invoice Type. Name,"The name of the invoice type. The invoices are classified according to business content. EXAMPLE Purchase invoice, purchase bill, payable adjustment and other payable.",,ADC,Invoice Received,Invoice Type,Name,String,%80s,,,1,,,,1..1
