Module	#	Kind	Table	No.	Name	DictionaryEntryName	Description	XBRL_GL_TaxonomyElement	ObjectClassTermQualifier	ObjectClassTerm	PropertyTermQualifier	PropertyTerm	DatatypeQualifier	RepresentationTerm	AssociatedObjectClassTermQualifier	AssociatedObjectClass	Datatype	Representation	Level	Key	RefField	RefTable	OccurrenceMin	OccurrenceMax
AP	46	RBIE	AP Adjustments Details	10	GL Credit Account Number	ADC_ AP Adjustment Line. Credit_ GL Account Number. ADC_ Chart Of Accounts	The number of GL account on which the credit side of the transaction has been posted. Shall match the GL_Account_Number in the BAS_Chart_Of_Accounts table.	"gl-cor:accountMainID with gl-cor:accountPurposeDescription = ""credit-value"" in a second account structure"	ADC	AP Adjustment Line	Credit	GL Account Number			ADC	Chart Of Accounts	String	%100s	2	REF	GL_Account_Number	BAS_Chart_Of_Accounts	0	1
AP	46	RBIE	AP Adjustments Details	11	Business Segment X	ADC_ AP Adjustment Line. X. ADC_ Business Segment	"A reserved field that shall be used for business segments/structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with a unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity."	gl-bus:organizationIdentifier	ADC	AP Adjustment Line		X			ADC	Business Segment	String	%25s	1				1	n
Purchase	47	ABIE	PUR Requisitions	0		ADC_ Purchase Requisition. Details	Summary information for purchase requisitions placed during the period under review is contained in Table 100. The file will record for each requisition.		ADC	Purchase Requisition													0	n
Purchase	47	IDBIE	PUR Requisitions	1	Requisition ID	ADC_ Purchase Requisition. ID	The unique identifier for the material purchase requisition. Typically autogenerated by the system.	"gl-cor:documentReference / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."	ADC	Purchase Requisition		Identification		Identifier			String	%60s	1	PK			1	1
Purchase	47	BBIE	PUR Requisitions	2	Requisition Number	ADC_ Purchase Requisition. Requisition Number. Code	The number of the material purchase requisition. This number is generated either by manual input or by the system.		ADC	Purchase Requisition		Requisition Number		Code			String	%80s	1				1	1
Purchase	47	BBIE	PUR Requisitions	3	Requisition Date	ADC_ Purchase Requisition. Requisition. Date	The submission date of the purchase requisition.		ADC	Purchase Requisition		Requisition		Date			Date	%10c	1				1	1
Purchase	47	ASBIE	PUR Requisitions	4	Activity Records	ADC_ Purchase Requisition. Recorded. ADC_ Activity Records	"The operation records on this record such as create, approve, last modify this record."	Use corresponding element of XBRL GL taxonomy.	ADC	Purchase Requisition		Recorded			ADC	Activity Records			1				1	1
Purchase	47	BBIE	PUR Requisitions	6	Status	ADC_ Purchase Requisition. Status	"The status of the purchase requisition recorded at the moment. Different ERP vendors have different content for this information output. EXAMPLE New, save, submit, approved and frozen."		ADC	Purchase Requisition		Status		Text			String	%30s	1				1	1
Purchase	47	BBIE	PUR Requisitions	7	Remark	ADC_ Purchase Requisition. Remark	Freeform text description.	gl-cor:entryComment	ADC	Purchase Requisition		Remark		Text			String	%500s	1				1	1
Purchase	47	RBIE	PUR Requisitions	8	Business Segment X	ADC_ Purchase Requisition. X. ADC_ Business Segment	"A reserved field that shall be used for business segments/structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with a unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity."	gl-bus:organizationIdentifier	ADC	Purchase Requisition		X			ADC	Business Segment	String	%25s	1				1	n
Purchase	47	ASBIE	PUR Requisitions	9	Purchase Requisition Line	ADC_ Purchase Requisition. Defined. ADC_ Purchase Requisition Line	"Line item details for the purchase requisitions are contained in Table 102. The table contains material, quantity, due date, requisition organization and the purchase organization. The file will record for each requisition line item."		ADC	Purchase Requisition		Defined			ADC	Purchase Requisition Line							1	n
Purchase	48	ABIE	PUR Requisitions Details	0		ADC_ Purchase Requisition Line. Details	"Line item details for the purchase requisitions are contained in Table 102. The table contains material, quantity, due date, requisition organization and the purchase organization. The file will record for each requisition line item."		ADC	Purchase Requisition Line													0	n
Purchase	48	RBIE	PUR Requisitions Details	1	Requisition ID	ADC_ Purchase Requisition Line. Detail to Summary. ADC_ Purchase Requisition	The unique identifier for the material purchase requisition. Typically autogenerated by the system. Shall match the Requisition_ID in the PUR_Requisitions table.	"gl-cor:documentReference  / Rather than use a data field, use XML's ID and IDREF to create the physical link from detail to summary structure."	ADC	Purchase Requisition Line		Detail to Summary			ADC	Purchase Requisition	String	%60s	1	REF	Requisition_ID	PUR_Requisitions	1	1
Purchase	48	IDBIE	PUR Requisitions Details	2	Requisition Line ID	ADC_ Purchase Requisition Line. ID	The unique identifier for a material purchase requisition line. Typically auto-generated by the system. A requisition form may apply for purchasing one or more materials. Each material requisitioned should be described in a separate row.	"gl-cor:lineNumber / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."	ADC	Purchase Requisition Line		Identification		Identifier			String	%60s	1	PK			1	1
Purchase	48	BBIE	PUR Requisitions Details	3	Requisition Line Number	ADC_ Purchase Requisition Line. Requisition Line Number. Code	The number of a requisition line. The number is generated by manual input or is system generated.	gl-cor:documentNumber	ADC	Purchase Requisition Line		Requisition Line Number		Code			String	%10s	2				0	1
Purchase	48	RBIE	PUR Requisitions Details	4	Product ID	ADC_ Purchase Requisition Line. Corresponding. ADC_ Product	The unique identifier for the product. Typically auto-generated by the system. Shall match the Inventory_Product_ID in the INV_Product table.	gl-bus:measurableIDOther	ADC	Purchase Requisition Line		Corresponding			ADC	Product	String	%75s	1	REF	Inventory_Product_ID	INV_Product	1	1
Purchase	48	BBIE	PUR Requisitions Details	5	Requisition Due Date	ADC_ Purchase Requisition Line. Requisition Due. Date	The last requested delivery of the purchased materials in the purchasing requisition. Completion of the delivery shall not be later than that date.		ADC	Purchase Requisition Line		Requisition Due		Date			Date	%10c	1				1	1
Purchase	48	ASBIE	PUR Requisitions Details	6	Requisition Quantity	ADC_ Purchase Requisition Line. Requisition. ADC_ Measurement Quantity	The quantity of the purchased materials in the requisition.	gl-bus:measurableQuantity	ADC	Purchase Requisition Line		Requisition			ADC	Measurement Quantity			1				1	1
Purchase	48	ASBIE	PUR Requisitions Details	7	Approved Quantity	ADC_ Purchase Requisition Line. Approved. ADC_ Measurement Quantity	The approved quantity of the purchased materials from the requisition quantity. The approved quantity can differ from the requisition quantity.	gl-bus:measurableQuantity	ADC	Purchase Requisition Line		Approved			ADC	Measurement Quantity			1				1	1
Purchase	48	RBIE	PUR Requisitions Details	9	Project ID	ADC_ Purchase Requisition Line. Originating. ADC_ Project	The unique identifier for the project. Typically auto-generated by the system. Shall match the Project_ID in the BAS_Project table.		ADC	Purchase Requisition Line		Originating			ADC	Project	String	%60s	1	REF	Project_ID	BAS_Project	1	1
Purchase	48	RBIE	PUR Requisitions Details	10	Supplier Account ID	ADC_ Purchase Requisition Line. Related. ADC_ Supplier	The unique identifier for the supplier account in the purchase requisition. Typically auto-generated by the system. May be set to NULL if no transaction related purchase requisition. Shall match the Supplier_Account_ID in the BAS_Supplier table.	gl-cor:identifierCode with gl-cor:identifierType = {vendor}	ADC	Purchase Requisition Line		Related			ADC	Supplier	String	%100s	1	REF	Supplier_Account_ID	BAS_Supplier	1	1
Purchase	48	RBIE	PUR Requisitions Details	11	Purchase Organization Code	ADC_ Purchase Requisition Line. Purchase Organization. ADC_ Business Segment	The unique code of the purchase organization which signed the requisition. Shall match the Business_Segment_Code in the BAS_Business_Segment table.	gl-bus:organizationIdentifier	ADC	Purchase Requisition Line		Purchase Organization			ADC	Business Segment	String	%25s	1	REF	Business_Segment_Code	BAS_Business_Segment	1	n
Purchase	48	RBIE	PUR Requisitions Details	12	Requisition Organization Code	ADC_ Purchase Requisition Line. Requisition Organization. ADC_ Business Segment	"The unique code of the organization with material purchase request. The requisition organization is a business organization, or an administrative organization. Shall match the Business_Segment_Code in the BAS_Business_Segment table."	gl-bus:organizationIdentifier	ADC	Purchase Requisition Line		Requisition Organization			ADC	Business Segment	String	%25s	1	REF	Business_Segment_Code	BAS_Business_Segment	1	n
Purchase	48	BBIE	PUR Requisitions Details	13	Status	ADC_ Purchase Requisition Line. Status	The status of a requisition line. EXAMPLE In process or rejected.		ADC	Purchase Requisition Line		Status		Text			String	%30s	1				1	1
Purchase	48	RBIE	PUR Requisitions Details	14	Business Segment X	ADC_ Purchase Requisition Line. X. ADC_ Business Segment	"A reserved field that shall be used for business segments/structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with a unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity."	gl-bus:organizationIdentifier	ADC	Purchase Requisition Line		X			ADC	Business Segment	String	%25s	1				1	n
Purchase	49	ABIE	PUR Contracts	0		ADC_ Purchase Contract. Details	"Summary information of purchase contracts placed during the period under review is contained in Table 104. In situations where companies only require purchase orders, the purchase contract(s) may not always be available. The file will record for each contract."		ADC	Purchase Contract													0	n
Purchase	49	IDBIE	PUR Contracts	1	Purchase Contract ID	ADC_ Purchase Contract. ID	The unique identifier for the purchase contract. Typically auto-generated by the system.	"gl-cor:documentReference / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."	ADC	Purchase Contract		Identification		Identifier			String	%60s	1	PK			1	1
Purchase	49	BBIE	PUR Contracts	2	Purchase Contract Number	ADC_ Purchase Contract. Purchase Contract Number. Code	The number of the purchase contract. The number is generated by manual input or is system generated.		ADC	Purchase Contract		Purchase Contract Number		Code			String	%80s	1				1	1
Purchase	49	BBIE	PUR Contracts	3	Contract Type Name	ADC_ Purchase Contract. Contract Type. Name	"The name of the contract type in purchase activities. EXAMPLE Business agreement, quantity contract, value contract and price contract."		ADC	Purchase Contract		Contract Type		Name			String	%80s	1				1	1
Purchase	49	BBIE	PUR Contracts	4	Contract Beginning Date	ADC_ Purchase Contract. Beginning. Date	The beginning date of the contract.		ADC	Purchase Contract		Beginning		Date			Date	%10c	1				1	1
Purchase	49	BBIE	PUR Contracts	5	Contract Ending Date	ADC_ Purchase Contract. Ending. Date	The ending date of the contract.		ADC	Purchase Contract		Ending		Date			Date	%10c	1				1	1
Purchase	49	RBIE	PUR Contracts	6	Supplier Account ID	ADC_ Purchase Contract. Related. ADC_ Supplier	The unique identifier for the supplier account in the purchase contract. Typically auto-generated by the system. Shall match the Supplier_Account_ID in the BAS_Supplier table.	gl-cor:identifierCode with gl-cor:identifierType = {vendor}	ADC	Purchase Contract		Related			ADC	Supplier	String	%100s	1	REF	Supplier_Account_ID	BAS_Supplier	1	1
Purchase	49	RBIE	PUR Contracts	7	Purchase Organization Code	ADC_ Purchase Contract. Purchase Organization. ADC_ Business Segment	The unique code of the purchase organization which signed the contract. Shall match the Business_Segment_Code in the BAS_Business_Segment table.	gl-bus:organizationIdentifier	ADC	Purchase Contract		Purchase Organization			ADC	Business Segment	String	%25s	1	REF	Business_Segment_Code	BAS_Business_Segment	1	n
Purchase	49	RBIE	PUR Contracts	8	Purchaser ID	ADC_ Purchase Contract. Purchaser. ADC_ Employee	The code of the person who is responsible for purchase contracts. Shall match the Employee_ID in the BAS_Employee table.		ADC	Purchase Contract		Purchaser			ADC	Employee	String	%60s	1	REF	Employee_ID	BAS_Employee	1	1
Purchase	49	RBIE	PUR Contracts	9	Settlement Method Code	ADC_ Purchase Contract. Settlement Method. ADC_ Settlement Method	"The code value or indicator of the method by which the transaction debit or credit amount was settled or apportioned by the customer or the supplier; for example, check, wire transfer and cash. Shall match the Settlement_Method_Code in the BAS_Settlement_Method table."		ADC	Purchase Contract		Settlement Method			ADC	Settlement Method	String	%60s	2	REF	Settlement_Method_Code	BAS_Settlement_Method	0	1
Purchase	49	RBIE	PUR Contracts	10	Payment Term Code	ADC_ Purchase Contract. Payment Term. ADC_ Payment Term	"The code of the payment term; for example, cash on delivery, payment 30 days after delivery date. Shall match the Payment_Term_Code in the BAS_Payment_Term table."		ADC	Purchase Contract		Payment Term			ADC	Payment Term	String	%80s	2	REF	Payment_Term_Code	BAS_Payment_Term	0	1
Purchase	49	BBIE	PUR Contracts	11	Status	ADC_ Purchase Contract. Status	"The status of the purchase contract recorded at the moment. Different ERP vendors have different content for this information output. EXAMPLE New, save, submit, approved and frozen."		ADC	Purchase Contract		Status		Text			String	%30s	1				1	1
Purchase	49	BBIE	PUR Contracts	12	Remark	ADC_ Purchase Contract. Remark	Freeform text description.	gl-cor:entryComment	ADC	Purchase Contract		Remark		Text			String	%500s	1				1	1
Purchase	49	ASBIE	PUR Contracts	13	Activity Records	ADC_ Purchase Contract. Recorded. ADC_ Activity Records	"The operation records on this record such as create, approve, last modify this record."	Use corresponding element of XBRL GL taxonomy.	ADC	Purchase Contract		Recorded			ADC	Activity Records			1				1	1
Purchase	49	RBIE	PUR Contracts	14	Business Segment X	ADC_ Purchase Contract. X. ADC_ Business Segment	"A reserved field that shall be used for business segments/structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with a unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity."	gl-bus:organizationIdentifier	ADC	Purchase Contract		X			ADC	Business Segment	String	%25s	1				1	n
Purchase	49	ASBIE	PUR Contracts	15	Purchase Contract Line	ADC_ Purchase Contract. Defined. ADC_ Purchase Contract Line	"Line item details for the purchase contracts are contained in Table 106. Each line includes material, quantity, supplier, price per unit and trading amount. The file will record for each contract line item."		ADC	Purchase Contract		Defined			ADC	Purchase Contract Line							1	n
Purchase	50	ABIE	PUR Contracts Details	0		ADC_ Purchase Contract Line. Details	"Line item details for the purchase contracts are contained in Table 106. Each line includes material, quantity, supplier, price per unit and trading amount. The file will record for each contract line item."		ADC	Purchase Contract Line													0	n
Purchase	50	RBIE	PUR Contracts Details	1	Purchase Contract ID	ADC_ Purchase Contract Line. Originating. ADC_ Purchase Contract	The unique identifier for the purchase contract. Typically auto-generated by the system. Shall match the Purchase_Contract_ID in the PUR_Contract table.	"gl-cor:documentReference  / Rather than use a data field, use XML's ID and IDREF to create the physical link from detail to summary structure."	ADC	Purchase Contract Line		Originating			ADC	Purchase Contract	String	%60s	1	REF	Purchase_Contract_ID	PUR_Contracts	1	1
Purchase	50	IDBIE	PUR Contracts Details	2	Purchase Contract Line ID	ADC_ Purchase Contract Line. ID	"The unique identifier for a purchase contract line. Typically auto-generated by the system. One purchase contract may contain more than one material and each material may be described by a line of the contract; for example, including contract ID, date and serial number."	"gl-cor:lineNumber / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."	ADC	Purchase Contract Line		Identification		Identifier			String	%60s	1	PK			1	1
Purchase	50	BBIE	PUR Contracts Details	3	Purchase Contract Line Number	ADC_ Purchase Contract Line. Line Number. Code	The number of a purchase contract line. The number is generated by manual input or is system generated.	"gl-cor:lineNumber / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."	ADC	Purchase Contract Line		Line Number		Code			String	%10s	2				0	1
Purchase	50	RBIE	PUR Contracts Details	4	Settlement Organization Code	ADC_ Purchase Contract Line. Settlement Organization. ADC_ Business Segment	"The unique code of the settlement organization (Organization of the payment, can be different from the receiving organization). May be the purchase organization or the receipt organization. Shall match the Business_Segment_Code in the BAS_Business_Segment table."	gl-bus:organizationIdentifier	ADC	Purchase Contract Line		Settlement Organization			ADC	Business Segment	String	%25s	2	REF	Business_Segment_Code	BAS_Business_Segment	0	n
Purchase	50	RBIE	PUR Contracts Details	5	Receipt Organization Code	ADC_ Purchase Contract Line. Receipt Organization. ADC_ Business Segment	"The unique code of the receiving materials organization (Receiving organization, can be different from the settlement organization). The organization receiving materials may be a warehouse or an administration organization. Shall match the Business_Segment_Code in the BAS_Business_Segment table."	gl-bus:organizationIdentifier	ADC	Purchase Contract Line		Receipt Organization			ADC	Business Segment	String	%25s	1	REF	Business_Segment_Code	BAS_Business_Segment	1	n
Purchase	50	RBIE	PUR Contracts Details	6	Product ID	ADC_ Purchase Contract Line. Corresponding. ADC_ Product	The unique identifier for the product. Typically auto-generated by the system. Shall match the Inventory_Product_ID in the INV_Product table.	gl-bus:measurableIDOther	ADC	Purchase Contract Line		Corresponding			ADC	Product	String	%75s	1	REF	Inventory_Product_ID	INV_Product	1	1
Purchase	50	ASBIE	PUR Contracts Details	7	Contract Quantity	ADC_ Purchase Contract Line. Purchase_ Quantity. ADC_ Measurement Quantity	The quantity of the purchased materials in the contract.	gl-bus:measurableQuantity	ADC	Purchase Contract Line	Purchase	Quantity			ADC	Measurement Quantity			1				1	1
Purchase	50	BBIE	PUR Contracts Details	8	Tax Exclude Unit Price	ADC_ Purchase Contract Line. Tax Exclude Unit Price. Amount	The unit price (excluding tax) in transaction currency.		ADC	Purchase Contract Line		Tax Exclude Unit Price		Amount			Decimal	%22.8f	1				1	1
Purchase	50	BBIE	PUR Contracts Details	9	Tax Include Unit Price	ADC_ Purchase Contract Line. Tax Include Unit Price. Amount	The unit price (including tax) in transaction currency.		ADC	Purchase Contract Line		Tax Include Unit Price		Amount			Decimal	%22.8f	1				1	1
Purchase	50	BBIE	PUR Contracts Details	10	Tax Exclude Amount	ADC_ Purchase Contract Line. Tax Exclude. Amount	The amount (excluding tax) in transaction currency.		ADC	Purchase Contract Line		Tax Exclude		Amount			Decimal	%22.4f	1				1	1
Purchase	50	BBIE	PUR Contracts Details	11	Tax Include Amount	ADC_ Purchase Contract Line. Tax Include. Amount	The amount (including tax) in transaction currency.		ADC	Purchase Contract Line		Tax Include		Amount			Decimal	%22.4f	1				1	1
Purchase	50	BBIE	PUR Contracts Details	12	Due Date	ADC_ Purchase Contract Line. Due. Date	The last requested delivery of the purchased materials in the purchasing contract. Completion of the delivery shall not be later than that date.		ADC	Purchase Contract Line		Due		Date			Date	%10c	1				1	1
Purchase	50	ASBIE	PUR Contracts Details	13	Transaction Tax N	ADC_ Purchase Contract Line. Charged. ADC_ Transaction TaxN	The amount of Tax included in the transaction. Recorded in transaction currency.	Use corresponding element of XBRL GL taxonomy.	ADC	Purchase Contract Line		Charged			ADC	Transaction TaxN			2				0	n
Purchase	50	BBIE	PUR Contracts Details	14	Status	ADC_ Purchase Contract Line. Status	"The status of a contract line. Describes changes in the execution of the contract line item. Different states will affect the execution and control of the business. EXAMPLE Termination, frozen and closed."		ADC	Purchase Contract Line		Status		Text			String	%30s	2				0	1
Purchase	50	RBIE	PUR Contracts Details	15	Business Segment X	ADC_ Purchase Contract Line. X. ADC_ Business Segment	"A reserved field that shall be used for business segments/structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with a unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity."	gl-bus:organizationIdentifier	ADC	Purchase Contract Line		X			ADC	Business Segment	String	%25s	1				1	n
Purchase	51	ABIE	PUR Orders	0		ADC_ Purchase Order. Details	"Summary information of purchase orders placed during the period under review is contained in Table 108. Purchase orders are included in the three-way match procedures, which control the decision process for AP entries. The file will record for each purchase order."		ADC	Purchase Order													0	n
Purchase	51	IDBIE	PUR Orders	1	Purchase Order ID	ADC_ Purchase Order. ID	The unique identifier for the purchase order. Typically auto-generated by the system.	"gl-cor:documentReference / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."	ADC	Purchase Order		Identification		Identifier			String	%100s	1				1	1
Purchase	51	BBIE	PUR Orders	2	Purchase Order Number	ADC_ Purchase Order. Purchase Order Number. Code	The number of the purchase order. The number is generated by manual input or a system generated.		ADC	Purchase Order		Purchase Order Number		Code			String	%100s	1				1	1
Purchase	51	RBIE	PUR Orders	3	Fiscal Period	ADC_ Purchase Order. Fiscal Year. ADC_ Fiscal Period	"Accounting period in which the Purchase_Order_Date occurs. The year shall be shown in four digits as ""YYYY"", which is part of the extended format and the ""YYYY-MM-DD"" in ISO 8601-1. Shall match the Fiscal_Year in the BAS_Accounting_Period table."	gl-bus:fiscalYearEnd	ADC	Purchase Order		Fiscal Year			ADC	Fiscal Period	String	%4c	1				1	1
Purchase	51	BBIE	PUR Orders	4	Purchase Order Type Name	ADC_ Purchase Order. Purchase Order Type Name	"The name of the order type in purchase activities. EXAMPLE Ordinary purchasing, outsourcing parts and process outsourcing."		ADC	Purchase Order		Purchase Order Type Name		Name			String	%80s	1				1	1
Purchase	51	BBIE	PUR Orders	5	Purchase Order Date	ADC_ Purchase Order. Order. Date	The date of the purchase order regardless of the date the order is created.		ADC	Purchase Order		Order		Date			Date	%10c	1				1	1
Purchase	51	RBIE	PUR Orders	6	Purchase Organization Code	ADC_ Purchase Order. Purchase Organization. ADC_ Business Segment	The unique code of the purchase organization which signed the order. Shall match the Business_Segment_Code in the BAS_Business_Segment table.	gl-bus:organizationIdentifier	ADC	Purchase Order		Purchase Organization			ADC	Business Segment	String	%25s	1	REF	 Business_Segment_Code	BAS_Business_Segment	1	n
Purchase	51	ASBIE	PUR Orders	7	Purchaser ID	ADC_ Purchase Order. Purchaser. ADC_ Employee	The code of the person who was responsible for purchase orders. Shall match the Employee_ID in the BAS_Employee table.	Use corresponding element of XBRL GL taxonomy.	ADC	Purchase Order		Purchaser			ADC	Employee			2				0	1
Purchase	51	RBIE	PUR Orders	8	Supplier Account ID	ADC_ Purchase Order. Related. ADC_ Supplier	The unique identifier for the supplier account in the purchase order. Typically auto-generated by the system. Shall match the Supplier_Account_ID in the BAS_Supplier table.	"gl-cor:identifierCode with gl-cor:identifierType = ""vendor"""	ADC	Purchase Order		Related			ADC	Supplier	String	%100s	1				1	1
Purchase	51	RBIE	PUR Orders	9	Settlement Method Code	ADC_ Purchase Order. Settlement Method. ADC_ Settlement Method	"The code value or indicator of the method by which the transaction debit or credit amount was settled or apportioned by the customer or the supplier; for example, check, wire transfer and cash. Shall match the Settlement_Method_Code in the BAS_Settlement_Method table."		ADC	Purchase Order		Settlement Method			ADC	Settlement Method	String	%60s	1				1	1
Purchase	51	RBIE	PUR Orders	10	Payment Term Code	ADC_ Purchase Order. Payment Term. ADC_ Payment Term	"The code of the payment term; for example, cash on delivery, payment 30 days after delivery date. Shall match the Payment_Term_Code in the BAS_Payment_Term table."		ADC	Purchase Order		Payment Term			ADC	Payment Term	String	%80s	1				1	1
Purchase	51	ASBIE	PUR Orders	11	Order Transaction Amount	ADC_ Purchase Order. Order. ADC_ Transaction Currency Amount	The transaction monetary amount in transaction currency.	gl-muc:multicurrencyDetail	ADC	Purchase Order		Order			ADC	Transaction Currency Amount			1				1	1
Purchase	51	ASBIE	PUR Orders	12	Activity Records	ADC_ Purchase Order. Recorded. ADC_ Activity Records	"The operation records on this record such as create, approve, last modify this record."	Use corresponding element of XBRL GL taxonomy.	ADC	Purchase Order		Recorded			ADC	Activity Records			1				1	1
Purchase	51	BBIE	PUR Orders	13	Status	ADC_ Purchase Order. Status	"The status of the purchase order. EXAMPLE New, save, submit, approved and frozen."		ADC	Purchase Order		Status		Text			String	%30s	2				0	1
Purchase	51	BBIE	PUR Orders	14	Remark	ADC_ Purchase Order. Remark	Freeform text description.	gl-cor:entryComment	ADC	Purchase Order		Remark		Text			String	%500s	1				1	1
Purchase	51	RBIE	PUR Orders	15	Business Segment X	ADC_ Purchase Order. X. ADC_ Business Segment	"A reserved field that shall be used for business segments/structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with a unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity."	gl-bus:organizationIdentifier	ADC	Purchase Order		X			ADC	Business Segment	String	%25s	1				1	n
Purchase	51	ASBIE	PUR Orders	16	Purchase Order Line	ADC_ Purchase Order. Defined. ADC_ Purchase Order Line	"Line item details for purchase orders are contained in Table 110. Each line includes material, quantity, due date, price per unit, trading amount, recipient, and settlement organization. The file will record for each purchase order line item. Multiple types of materials may be presented in one purchase order. Additionally, different settlement organizations may be assigned by each order line."		ADC	Purchase Order		Defined			ADC	Purchase Order Line							1	n
Purchase	52	ABIE	PUR Orders Details	0		ADC_ Purchase Order Line. Details	"Line item details for purchase orders are contained in Table 110. Each line includes material, quantity, due date, price per unit, trading amount, recipient, and settlement organization. The file will record for each purchase order line item. Multiple types of materials may be presented in one purchase order. Additionally, different settlement organizations may be assigned by each order line."		ADC	Purchase Order Line													0	n
Purchase	52	RBIE	PUR Orders Details	1	Purchase Order ID	ADC_ Purchase Order Line. Detail to Summary. ADC_ Purchase Order	The unique identifier for the purchase order. Typically autogenerated by the system. Shall match the Purchase_Order_ID in the PUR_Orders table.	"gl-cor:documentReference  / Rather than use a data field, use XML's ID and IDREF to create the physical link from detail to summary structure."	ADC	Purchase Order Line		Detail to Summary			ADC	Purchase Order	String	%100s	1	REF	Purchase_Order_ID	PUR_Orders	1	1
Purchase	52	IDBIE	PUR Orders Details	2	Purchase Order Line ID	ADC_ Purchase Order Line. ID	The unique identifier for a purchase order line. Typically auto-generated by the system. One purchase order may contain more than one material and each material may be described by a line of the order.	"gl-cor:lineNumber / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."	ADC	Purchase Order Line		Identification		Identifier			String	%60s	1	PK			1	1
Purchase	52	BBIE	PUR Orders Details	3	Purchase Order Line Number	ADC_ Purchase Order Line. Line Number. Code	The number of a purchase order line. This number is generated either by manual input or by the system.	"gl-cor:lineNumber / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."	ADC	Purchase Order Line		Line Number		Code			String	%10s	2				0	1
Purchase	52	RBIE	PUR Orders Details	4	Purchase Contract ID	ADC_ Purchase Order Line. Originating. ADC_ Purchase Contract	The unique identifier for the purchase contract. Typically autogenerated by the system. May be set to NULL if no transaction related purchase contract. Otherwise shall match the Purchase_Contract_ID in the PUR_Contract table.	"gl-cor:documentReference  / Rather than use a data field, use XML's ID and IDREF to create the physical link from detail to summary structure."	ADC	Purchase Order Line		Originating			ADC	Purchase Contract	String	%60s	1	REF	Purchase_Contract_ID	PUR_Contracts	1	1
Purchase	52	RBIE	PUR Orders Details	5	Purchase Contract Line ID	ADC_ Purchase Order Line. Corresponding. ADC_ Purchase Contract Line	The unique identifier for a purchase contract line. One purchase contract may contain more than one material and each material may be described by a line of the contract. Typically auto-generated by the system. May be set to NULL if no transaction related purchase contract. Otherwise shall match the Purchase_Contract_Line_ID in the PUR_Contracts_Details table.	"gl-cor:lineNumber / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."	ADC	Purchase Order Line		Corresponding			ADC	Purchase Contract Line	String	%60s	1	REF	Purchase_Contract_Line_ID	PUR_Contracts_Details	1	1
Purchase	52	RBIE	PUR Orders Details	6	Requisition ID	ADC_ Purchase Order Line. Corresponding. ADC_ Purchase Requisition	The unique identifier for the material purchase requisition. Typically auto-generated by the system. May be set to NULL if no transaction related purchase requisitions. Otherwise shall match the Requisition_ID in the PUR_Requisitions table.	"gl-cor:documentReference  / Rather than use a data field, use XML's ID and IDREF to create the physical link from detail to summary structure."	ADC	Purchase Order Line		Corresponding			ADC	Purchase Requisition	String	%60s	2	REF	Requisition_ID	PUR_Requisitions	0	1
Purchase	52	RBIE	PUR Orders Details	7	Requisition Line ID	ADC_ Purchase Order Line. Corresponding. ADC_ Purchase Requisition Line	The unique identifier for a material purchase requisition line. A requisition form may apply for purchasing one or more materials. Each material requisitioned should be described in a separate row. Typically auto-generated by the system. May be set to NULL if no transaction related purchase requisitions. Otherwise shall match the Requisition_Line_ID in the PUR_Requisitions_Details table.	"gl-cor:lineNumber / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."	ADC	Purchase Order Line		Corresponding			ADC	Purchase Requisition Line	String	%60s	2	REF	Requisition_Line_ID	PUR_Requisitions_Details	0	1
