seq,module,ObjectClassTermQualifier,ObjectClassTerm,num,Kind,Name,Occurrence,PropertyTerm,RepresentationTerm,AssociatedObjectClassTermQualifier,AssociatedObjectClass,ReferencedObjectClassQualifier,ReferencedObjectClass,Description,DictionaryEntryName,Table,PK_REF,RefField,RefTable,Datatype,Representation,XBRLGL
1647,Source Documents,,Invoice Generated,20,RFBIE,Business Segment X,1..n,X,,,,,Business Segment,"A reserved field that shall be used for business segments/structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with a unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity.",Invoice Generated. X. Business Segment,SAL Invoices Generated,,,,String,%25s,gl-bus:organizationIdentifier
1648,Source Documents,,Invoice Generated,21,ASBIE,Invoice Generated Line,1..n,Assosiated,,,Invoice Generated Line,,,"Line item details for invoices are contained in Table 82. Each line includes invoice line information on specific products, measurement unit, price per unit, invoice amount, currency type, tax type code and tax amount. The file will record for each invoice line item.",Invoice Generated. Defined. Invoice Generated Line,SAL Invoices Generated,,,,,,
1649,Source Documents,,Invoice Generated Line,0,ABIE,Invoice Generated Line,0..n,Details,,,,,,"Line item details for invoices are contained in Table 82. Each line includes invoice line information on specific products, measurement unit, price per unit, invoice amount, currency type, tax type code and tax amount. The file will record for each invoice line item.",Invoice Generated Line. Details,SAL Invoices Generated Details,,,,,,
1650,Source Documents,,Invoice Generated Line,1,RFBIE,Invoice ID,1..1,Detail to Summary,,,,,Invoice Generated,The unique identifier for the invoice. Typically auto-generated by the system. The same ID shall be used for all tables with invoice data. Shall match the Invoice_ID in the SAL_Invoices_Generated table.,Invoice Generated Line. Detail to Summary. Invoice Generated,SAL Invoices Generated Details,REF,Invoice_ID,SAL_Invoices_Generated,String,%60s,"gl-cor:documentReference  / Rather than use a data field, use XML's ID and IDREF to create the physical link from detail to summary structure."
1651,Source Documents,,Invoice Generated Line,2,IDBIE,Invoice Line ID,1..1,Identification,Identifier,,,,,The unique identifier for an invoice line. Typically auto-generated by the system.,,SAL Invoices Generated Details,PK,,,String,%60s,"gl-cor:lineNumber / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."
1652,Source Documents,,Invoice Generated Line,3,BBIE,Invoice Line Number,1..1,Invoice Line Number,Code,,,,,The number of an internally generated invoice line. This number is generated either by manual input or by the system.,Invoice Generated Line. Invoice Line Number. Code,SAL Invoices Generated Details,,,,String,%10s,gl-cor:lineNumber*
1653,Source Documents,,Invoice Generated Line,4,RFBIE,Sales Order ID,1..1,Originating,,,,,Sales Order,The unique identifier for the sales order. Typically auto-generated by the system. May be set to NULL if there is no sales order. Otherwise shall match the Sales_Order_ID in the SAL_Orders table.,Invoice Generated Line. Originating. Sales Order,SAL Invoices Generated Details,REF,Sales_Order_ID,SAL_Orders,String,%100s,"gl-taf:originatingDocumentNumber with gl-taf:originatingDocumentType = order-customer * As invoices often reflect shipments and shipments may cross orders, association of each invoice line from the order or shipment associated with the originating order number will appear as an independent entryDetail to differentiate between order lines (with originating order information) and invoice lines (without originating order information, associated by entry header groupings.) "
1654,Source Documents,,Invoice Generated Line,5,RFBIE,Sales Order Line ID,1..1,Corresponding,,,,,Sales Order Line,The unique identifier for a sales order line. Typically auto-generated by the system. May be set to NULL if there is no sales order. Otherwise shall match the Sales_Order_Line_ID in the SAL_Orders_Details table.,Invoice Generated Line. Corresponding. Sales Order Line,SAL Invoices Generated Details,REF,Sales_Order_Line_ID,SAL_Orders_Details,String,%60s,"gl-cor:lineNumber* As invoices often reflect shipments and shipments may cross orders, association of each invoice line from the order or shipment associated with the originating order number will appear as an independent entryDetail to differentiate between order lines (with originating order information) and invoice lines (without originating order information, associated by entry header groupings.)  * As invoices often reflect shipments and shipments may cross orders, association of each invoice line from the order or shipment associated with the originating order number will appear as an independent entryDetail to differentiate between order lines (with originating order information) and invoice lines (without originating order information, associated by entry header groupings.)  * As invoices often reflect shipments and shipments may cross orders, association of each invoice line from the order or shipment associated with the originating order number will appear as an independent entryDetail to differentiate between order lines (with originating order information) and invoice lines (without originating order information, associated by entry header groupings.) "
1655,Source Documents,,Invoice Generated Line,6,ASBIE,Product ID,1..1,Corresponding,,,Product,,,The unique identifier for the product. Typically auto-generated by the system. Shall match the Inventory_Product_ID in the INV_Product table.,Invoice Generated Line. Corresponding. Product,SAL Invoices Generated Details,,,,,,gl-bus:measurableIDOther
1656,Source Documents,,Invoice Generated Line,7,ASBIE,Basic UOM Quantity,1..1,Quantity,,,Measurement Quantity,,,The quantity by basic measurement unit.,Invoice Generated Line. Quantity. Measurement Quantity,SAL Invoices Generated Details,,,,,,gl-bus:measurableQuantity
1657,Source Documents,,Invoice Generated Line,8,ASBIE,Invoice Quantity,1..1,Quantity,,,Measurement Quantity,,,The quantity recorded in the invoice line by the measurement unit for sales product.,Invoice Generated Line. Quantity. Measurement Quantity,SAL Invoices Generated Details,,,,,,gl-bus:measurableQuantity
1658,Source Documents,,Invoice Generated Line,9,BBIE,Tax Exclude Unit Price,1..1,Tax Exclude Unit Price,Amount,,,,,The unit price (excluding tax) in transaction currency.,Invoice Generated Line. Tax Exclude Unit Price. Amount,SAL Invoices Generated Details,,,,Decimal,%22.8f,
1659,Source Documents,,Invoice Generated Line,10,BBIE,Tax Include Unit Price,1..1,Tax Include Unit Price,Amount,,,,,The unit price (including tax) in transaction currency.,Invoice Generated Line. Tax Include Unit Price. Amount,SAL Invoices Generated Details,,,,Decimal,%22.8f,
1660,Source Documents,,Invoice Generated Line,11,BBIE,Tax Exclude Amount,1..1,Tax Exclude,Amount,,,,,The amount (excluding tax) in transaction currency.,Invoice Generated Line. Tax Exclude. Amount,SAL Invoices Generated Details,,,,Decimal,%22.4f,
1661,Source Documents,,Invoice Generated Line,12,BBIE,Tax Include Amount,1..1,Tax Include,Amount,,,,,The amount (including tax) in transaction currency.,Invoice Generated Line. Tax Include. Amount,SAL Invoices Generated Details,,,,Decimal,%22.4f,
1662,Source Documents,,Invoice Generated Line,13,ASBIE,Invoice Line Transaction Amount,1..1,Amount,,,Transaction Currency Amount,,,The transaction monetary amount recorded in the transaction currency. No multi-currency translation should be performed on this amount because all transactions are recorded in a single currency.,Invoice Generated Line. Amount. Transaction Currency Amount,SAL Invoices Generated Details,,,,,,gl-muc:multicurrencyDetail
1663,Source Documents,,Invoice Generated Line,14,BBIE,Grouping Code,0..1,Grouping,Code,,,,,"Grouping mechanism for related items in a batch or grouping of invoices; for example, the invoice grouping found in the certain ERP systems.",Invoice Generated Line. Grouping. Code,SAL Invoices Generated Details,,,,String,%100s,gl-bus:batchID
1664,Source Documents,,Invoice Generated Line,15,ASBIE,Transaction Tax N,1..n,Charged,,,Transaction Tax N,,,The amount of Tax included in the transaction. Recorded in transaction currency.,Invoice Generated Line. Charged. Transaction Tax N,SAL Invoices Generated Details,,,,,,Use corresponding element of XBRL GL taxonomy.
1665,Source Documents,,Invoice Generated Line,16,ASBIE,choice: GL Debit/Credit Account Number,0..1,GL Account Number,,,choice: GL Debit/Credit Account Number,,,The GL account number on which the debit/credit side of the transaction has been posted. Shall match the GL_Account_Number in the BAS_Chart_Of_Accounts table.,Invoice Generated Line. GL Account Number. Chart Of Accounts,SAL Invoices Generated Details,REF,GL_Account_Number,BAS_Chart_Of_Accounts,String,%100s,gl-cor:accountMainID with gl-cor:accountPurposeDescription = debit-value in a second account structure
1666,Source Documents,,Invoice Generated Line,18,RFBIE,Business Segment X,1..n,X,,,,,Business Segment,"A reserved field that shall be used for business segments/structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with a unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity.",Invoice Generated Line. X. Business Segment,SAL Invoices Generated Details,,,,String,%25s,gl-bus:organizationIdentifier
1667,Source Documents,,Shipments Made,0,ABIE,Shipments Made,0..n,Details,,,,,,"Summary information for shipments and shipment adjustments made against sales orders during the period under review is contained in Table 84. Shipments made are included in the three-way match procedures, which control the decision process for AR entries. Each line includes shipment ID and Number, shipment date, shipping amount, customer information and currency type. The file will record for each shipment.",Shipments Made. Details,SAL Shipments Made,,,,,,
1668,Source Documents,,Shipments Made,1,IDBIE,Shipment ID,1..1,Identification,Identifier,,,,,The unique identifier for the shipment. Typically auto-generated by the system.,,SAL Shipments Made,PK,,,String,%100s,"gl-cor:documentReference / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."
1669,Source Documents,,Shipments Made,2,BBIE,Shipment Number,1..1,Shipment Number,Code,,,,,The number of the shipment. This number is generated either by manual input or by the system.,Shipments Made. Shipment Number. Code,SAL Shipments Made,,,,String,%100s,
1670,Source Documents,,Shipments Made,3,RFBIE,Fiscal Period,1..1,Referenced,,,,,Fiscal Period,"Accounting period in which the Shipment_Date occurs. The year shall be shown in four digits as YYYY, which is part of the extended format and the YYYY-MM-DD in ISO 8601-1. Shall match the Fiscal_Year in the BAS_Accounting_Period table.",Shipments Made. Fiscal Year. Fiscal Period,SAL Shipments Made,REF,Fiscal_Year,BAS_Accounting_Period,String,%4c,gl-bus:fiscalYearEnd
1671,Source Documents,,Shipments Made,4,RFBIE,Dispatch Organization Code,1..n,Dispatch Organization,,,,,Business Segment,The unique code of the dispatch organization. The dispatch unit refers to the unit who send out goods belonging to the seller. Shall match the Business_Segment_Code in the BAS_Business_Segment table.,Shipments Made. Dispatch Organization. Business Segment,SAL Shipments Made,REF,Business_Segment_Code,BAS_Business_Segment,String,%25s,gl-bus:organizationIdentifier
1672,Source Documents,,Shipments Made,5,BBIE,Shipment Date,1..1,Shipment Date,Date,,,,,The date of the shipment (date shipped).,Shipments Made. Shipment Date. Date,SAL Shipments Made,,,,Date,%10c,gl-cor:documentDate
1673,Source Documents,,Shipments Made,6,BBIE,Shipping Reference Number,1..1,Shipping Reference Number,Code,,,,,The number of the reference shipping. Company reference or logistics company official waybill number.,Shipments Made. Shipping Reference Number. Code,SAL Shipments Made,,,,String,%100s,
1674,Source Documents,,Shipments Made,7,ASBIE,Shipping Transaction Amount,0..1,Shipping Amount,,,Transaction Currency Amount,,,Monetary amount for the items in the shipping document related to the sales order. Recorded in the transaction currency.,Shipments Made. Shipping Amount. Transaction Currency Amount,SAL Shipments Made,,,,,,gl-muc:multicurrencyDetail
1675,Source Documents,,Shipments Made,8,BBIE,Shipping Method,0..1,Shipping Method,Code,,,,,"The transportation used for shipping (e.g. air, train, truck, hand delivered).",Shipments Made. Shipping Method. Code,SAL Shipments Made,,,,String,%60s,
1676,Source Documents,,Shipments Made,9,BBIE,Shipper,0..1,Shipper,Text,,,,,"The organisation or individual is responsible for shipping the goods (e.g. UPS, Federal Express).",Shipments Made. Shipper. Text,SAL Shipments Made,,,,String,%25s,
1677,Source Documents,,Shipments Made,10,BBIE,Adjustment Indicator,0..1,Adjustment,Indicator,,,,,"0 if the transaction is the original shipment transaction, 1 if the transaction is a shipment adjustment.",Shipments Made. Adjustment. Indicator,SAL Shipments Made,,,,String,%1c,gl-cor:detailComment with values 0 or 1; gl-cor:documentType of shipment
1678,Source Documents,,Shipments Made,11,BBIE,Adjustment Description,0..1,Adjustment Description,Text,,,,,"If an adjustment was made to a shipment, a description should clarify the reason for the adjustment.",Shipments Made. Adjustment Description. Text,SAL Shipments Made,,,,String,%1000s,gl-cor:documentTypeDescription
1679,Source Documents,,Shipments Made,12,RFBIE,Customer Account ID,1..1,Receiving,,,,,Customer,The unique identifier for the receiving customer. Typically auto-generated by the system. Shall match the Customer_Account_ID in the BAS_Customer table.,Shipments Made. Receiving. Customer,SAL Shipments Made,REF,Customer_Account_ID,BAS_Customer,String,%100s,gl-cor:identifierCode with gl-cor:identifierType = customer
1680,Source Documents,,Shipments Made,13,RFBIE,Sales Order ID,1..1,Originating,,,,,Sales Order,"The unique identifier for the sales order. Typically auto-generated by the system. When a shipment is made that includes goods from multiple orders. On the table SAL_Shipments_Made_Details, there will be a detailed relationship between the sales order details and the shipment made details. May be set to NULL if there is no sales order. Otherwise shall match the Sales_Order_ID in the SAL_Orders table.",Shipments Made. Originating. Sales Order,SAL Shipments Made,REF,Sales_Order_ID,SAL_Orders,String,%100s,"gl-taf:originatingDocumentNumber with gl-taf:originatingDocumentType = order-customer * As invoices often reflect shipments and shipments may cross orders, association of each invoice line from the order or shipment associated with the originating order number will appear as an independent entryDetail to differentiate between order lines (with originating order information) and invoice lines (without originating order information, associated by entry header groupings.) "
1681,Source Documents,,Shipments Made,14,ASBIE,Activity Records,1..1,Recorded,,,Activity Records,,,"The operation records on this record such as create, approve, last modify this record.",Shipments Made. Recorded. Activity Records,SAL Shipments Made,,,,,,Use corresponding element of XBRL GL taxonomy.
1682,Source Documents,,Shipments Made,15,RFBIE,Business Segment X,1..n,X,,,,,Business Segment,"A reserved field that shall be used for business segments/structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with a unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity.",Shipments Made. X. Business Segment,SAL Shipments Made,,,,String,%25s,gl-bus:organizationIdentifier
1683,Source Documents,,Shipments Made,16,ASBIE,Shipments Made Line,1..n,Assosiated,,,Shipments Made Line,,,"Line item details for shipments and shipment adjustments are contained in Table 86. Each line includes shipments made, measurement unit, price per unit, order amount and currency type. The file will record for each shipping line item.",Shipments Made. Defined. Shipments Made Line,SAL Shipments Made,,,,,,
1684,Source Documents,,Shipments Made Line,0,ABIE,Shipments Made Line,0..n,Details,,,,,,"Line item details for shipments and shipment adjustments are contained in Table 86. Each line includes shipments made, measurement unit, price per unit, order amount and currency type. The file will record for each shipping line item.",Shipments Made Line. Details,SAL Shipments Made Details,,,,,,
1685,Source Documents,,Shipments Made Line,1,RFBIE,Shipment ID,1..1,Detail to Summary,,,,,Shipments Made,The unique identifier for the shipment. Typically auto-generated by the system. Shall match the Shipment_ID in the SAL_Shipments_Made table.,Shipments Made Line. Detail to Summary. Shipments Made,SAL Shipments Made Details,REF,Shipment_ID,SAL_Shipments_Made,String,%100s,"gl-cor:documentReference  / Rather than use a data field, use XML's ID and IDREF to create the physical link from detail to summary structure."
1686,Source Documents,,Shipments Made Line,2,IDBIE,Shipping Document Line ID,1..1,Identification,Identifier,,,,,The unique identifier for a line of shipping document. Typically autogenerated by the system.,,SAL Shipments Made Details,PK,,,String,%100s,"gl-cor:documentReference / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."
1687,Source Documents,,Shipments Made Line,3,BBIE,Shipping Document Line Number,1..1,Line Number,Code,,,,,The line number of the shipping document. This number is generated either by manual input or by the system.,Shipments Made Line. Line Number. Code,SAL Shipments Made Details,,,,String,%10s,gl-cor:lineNumber*
1688,Source Documents,,Shipments Made Line,4,ASBIE,Product ID,1..1,Corresponding,,,Product,,,The unique identifier for the product. Typically auto-generated by the system. Shall match the Inventory_Product_ID in the INV_Product table.,Shipments Made Line. Corresponding. Product,SAL Shipments Made Details,,,,,,gl-bus:measurableIDOther
1689,Source Documents,,Shipments Made Line,5,ASBIE,Shipping Quantity,1..1,Shipping,,,Measurement Quantity,,,The quantity of the products in the shipment.,Shipments Made Line. Shipping. Measurement Quantity,SAL Shipments Made Details,,,,,,gl-bus:measurableQuantity
1690,Source Documents,,Shipments Made Line,7,BBIE,Shipping Unit Price,0..1,Unit Price,Amount,,,,,Price per unit for item sent.,Shipments Made Line. Unit Price. Amount,SAL Shipments Made Details,,,,Decimal,%22.8f,gl-bus:measurableCostPerUnit
1691,Source Documents,,Shipments Made Line,8,ASBIE,Shipping Line Transaction Amount,0..1,Amount,,,Transaction Currency Amount,,,Monetary amount for the line item in the shipping document related to the sales order. Recorded in the transaction currency.,Shipments Made Line. Amount. Transaction Currency Amount,SAL Shipments Made Details,,,,,,gl-muc:multicurrencyDetail
1692,Source Documents,,Shipments Made Line,9,RFBIE,Sales Order Line ID,1..1,Corresponding,,,,,Sales Order Line,The unique identifier for a sales order line. Typically auto-generated by the system. May be set to NULL if there is no sales order. Otherwise shall match the Sales_Order_Line_ID in the SAL_Orders_Details table.,Shipments Made Line. Corresponding. Sales Order Line,SAL Shipments Made Details,REF,Sales_Order_Line_ID,SAL_Orders_Details,String,%60s,"gl-cor:lineNumber* As invoices often reflect shipments and shipments may cross orders, association of each invoice line from the order or shipment associated with the originating order number will appear as an independent entryDetail to differentiate between order lines (with originating order information) and invoice lines (without originating order information, associated by entry header groupings.)  * As invoices often reflect shipments and shipments may cross orders, association of each invoice line from the order or shipment associated with the originating order number will appear as an independent entryDetail to differentiate between order lines (with originating order information) and invoice lines (without originating order information, associated by entry header groupings.)  * As invoices often reflect shipments and shipments may cross orders, association of each invoice line from the order or shipment associated with the originating order number will appear as an independent entryDetail to differentiate between order lines (with originating order information) and invoice lines (without originating order information, associated by entry header groupings.) "
1693,Source Documents,,Shipments Made Line,10,ASBIE,Sales Order Line Quantity,0..1,Quantity,,,Measurement Quantity,,,The quantity of the sales order line by the sales measurement unit. May be set to NULL if there is no sales order.,Shipments Made Line. Quantity. Measurement Quantity,SAL Shipments Made Details,,,,,,gl-bus:measurableQuantity
1694,Source Documents,,Shipments Made Line,12,BBIE,Order Line Unit Price,0..1,Unit price,Amount,,,,,Sales order line price per unit. May be set to NULL if there is no sales order.,Shipments Made Line. Unit price. Amount,SAL Shipments Made Details,,,,Decimal,%22.8f,gl-bus:measurableCostPerUnit
1695,Source Documents,,Shipments Made Line,13,ASBIE,Order Line Transaction Amount,0..1,Amount,,,Transaction Currency Amount,,,Monetary amount for the line item in the sales order related to the shipping document line item. Recorded in the transaction currency. May be set to NULL if there is no sales order. Otherwise shall match the Order_Line_Transaction_Amount in the SAL_Orders_Details table.,Shipments Made Line. Amount. Transaction Currency Amount,SAL Shipments Made Details,,,,,,gl-muc:multicurrencyDetail
1696,Source Documents,,Shipments Made Line,14,RFBIE,Business Segment X,1..n,X,,,,,Business Segment,"A reserved field that shall be used for business segments/structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with a unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity.",Shipments Made Line. X. Business Segment,SAL Shipments Made Details,,,,String,%25s,gl-bus:organizationIdentifier
1697,Source Documents,,Purchase Requisition,0,ABIE,Purchase Requisition,0..n,Details,,,,,,Summary information for purchase requisitions placed during the period under review is contained in Table 100. The file will record for each requisition.,Purchase Requisition. Details,PUR Requisitions,,,,,,
1698,Source Documents,,Purchase Requisition,1,IDBIE,Requisition ID,1..1,Identification,Identifier,,,,,The unique identifier for the material purchase requisition. Typically autogenerated by the system.,,PUR Requisitions,PK,,,String,%60s,"gl-cor:documentReference / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."
1699,Source Documents,,Purchase Requisition,2,BBIE,Requisition Number,1..1,Requisition Number,Code,,,,,The number of the material purchase requisition. This number is generated either by manual input or by the system.,Purchase Requisition. Requisition Number. Code,PUR Requisitions,,,,String,%80s,
1700,Source Documents,,Purchase Requisition,3,BBIE,Requisition Date,1..1,Requisition,Date,,,,,The submission date of the purchase requisition.,Purchase Requisition. Requisition. Date,PUR Requisitions,,,,Date,%10c,
1701,Source Documents,,Purchase Requisition,4,ASBIE,Activity Records,1..1,Recorded,,,Activity Records,,,"The operation records on this record such as create, approve, last modify this record.",Purchase Requisition. Recorded. Activity Records,PUR Requisitions,,,,,,Use corresponding element of XBRL GL taxonomy.
1702,Source Documents,,Purchase Requisition,6,BBIE,Status,1..1,Status,Text,,,,,"The status of the purchase requisition recorded at the moment. Different ERP vendors have different content for this information output. EXAMPLE New, save, submit, approved and frozen.",Purchase Requisition. Status. Text,PUR Requisitions,,,,String,%30s,
1703,Source Documents,,Purchase Requisition,7,BBIE,Remark,1..1,Remark,Text,,,,,Freeform text description.,Purchase Requisition. Remark. Text,PUR Requisitions,,,,String,%500s,gl-cor:entryComment
1704,Source Documents,,Purchase Requisition,8,RFBIE,Business Segment X,1..n,X,,,,,Business Segment,"A reserved field that shall be used for business segments/structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with a unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity.",Purchase Requisition. X. Business Segment,PUR Requisitions,,,,String,%25s,gl-bus:organizationIdentifier
1705,Source Documents,,Purchase Requisition,9,ASBIE,Purchase Requisition Line,1..n,Assosiated,,,Purchase Requisition Line,,,"Line item details for the purchase requisitions are contained in Table 102. The table contains material, quantity, due date, requisition organization and the purchase organization. The file will record for each requisition line item.",Purchase Requisition. Defined. Purchase Requisition Line,PUR Requisitions,,,,,,
1706,Source Documents,,Purchase Requisition Line,0,ABIE,Purchase Requisition Line,0..n,Details,,,,,,"Line item details for the purchase requisitions are contained in Table 102. The table contains material, quantity, due date, requisition organization and the purchase organization. The file will record for each requisition line item.",Purchase Requisition Line. Details,PUR Requisitions Details,,,,,,
1707,Source Documents,,Purchase Requisition Line,1,RFBIE,Requisition ID,1..1,Detail to Summary,,,,,Purchase Requisition,The unique identifier for the material purchase requisition. Typically autogenerated by the system. Shall match the Requisition_ID in the PUR_Requisitions table.,Purchase Requisition Line. Detail to Summary. Purchase Requisition,PUR Requisitions Details,REF,Requisition_ID,PUR_Requisitions,String,%60s,"gl-cor:documentReference  / Rather than use a data field, use XML's ID and IDREF to create the physical link from detail to summary structure."
1708,Source Documents,,Purchase Requisition Line,2,IDBIE,Requisition Line ID,1..1,Identification,Identifier,,,,,The unique identifier for a material purchase requisition line. Typically auto-generated by the system. A requisition form may apply for purchasing one or more materials. Each material requisitioned should be described in a separate row.,,PUR Requisitions Details,PK,,,String,%60s,"gl-cor:lineNumber / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."
1709,Source Documents,,Purchase Requisition Line,3,BBIE,Requisition Line Number,0..1,Requisition Line Number,Code,,,,,The number of a requisition line. The number is generated by manual input or is system generated.,Purchase Requisition Line. Requisition Line Number. Code,PUR Requisitions Details,,,,String,%10s,gl-cor:documentNumber
1710,Source Documents,,Purchase Requisition Line,4,RFBIE,Product ID,1..1,Corresponding,,,,,Product,The unique identifier for the product. Typically auto-generated by the system. Shall match the Inventory_Product_ID in the INV_Product table.,Purchase Requisition Line. Corresponding. Product,PUR Requisitions Details,REF,Inventory_Product_ID,INV_Product,String,%75s,gl-bus:measurableIDOther
1711,Source Documents,,Purchase Requisition Line,5,BBIE,Requisition Due Date,1..1,Requisition Due,Date,,,,,The last requested delivery of the purchased materials in the purchasing requisition. Completion of the delivery shall not be later than that date.,Purchase Requisition Line. Requisition Due. Date,PUR Requisitions Details,,,,Date,%10c,
1712,Source Documents,,Purchase Requisition Line,6,ASBIE,Requisition Quantity,1..1,Requisition,,,Measurement Quantity,,,The quantity of the purchased materials in the requisition.,Purchase Requisition Line. Requisition. Measurement Quantity,PUR Requisitions Details,,,,,,gl-bus:measurableQuantity
1713,Source Documents,,Purchase Requisition Line,7,ASBIE,Approved Quantity,1..1,Approved,,,Measurement Quantity,,,The approved quantity of the purchased materials from the requisition quantity. The approved quantity can differ from the requisition quantity.,Purchase Requisition Line. Approved. Measurement Quantity,PUR Requisitions Details,,,,,,gl-bus:measurableQuantity
1714,Source Documents,,Purchase Requisition Line,9,RFBIE,Project ID,1..1,Originating,,,,,Project,The unique identifier for the project. Typically auto-generated by the system. Shall match the Project_ID in the BAS_Project table.,Purchase Requisition Line. Originating. Project,PUR Requisitions Details,REF,Project_ID,BAS_Project,String,%60s,
1715,Source Documents,,Purchase Requisition Line,10,RFBIE,Supplier Account ID,1..1,Referenced,,,,,Supplier,The unique identifier for the supplier account in the purchase requisition. Typically auto-generated by the system. May be set to NULL if no transaction related purchase requisition. Shall match the Supplier_Account_ID in the BAS_Supplier table.,Purchase Requisition Line. Related. Supplier,PUR Requisitions Details,REF,Supplier_Account_ID,BAS_Supplier,String,%100s,gl-cor:identifierCode with gl-cor:identifierType = {vendor}
1716,Source Documents,,Purchase Requisition Line,11,RFBIE,Purchase Organization Code,1..n,Purchase Organization,,,,,Business Segment,The unique code of the purchase organization which signed the requisition. Shall match the Business_Segment_Code in the BAS_Business_Segment table.,Purchase Requisition Line. Purchase Organization. Business Segment,PUR Requisitions Details,REF,Business_Segment_Code,BAS_Business_Segment,String,%25s,gl-bus:organizationIdentifier
1717,Source Documents,,Purchase Requisition Line,12,RFBIE,Requisition Organization Code,1..n,Requisition Organization,,,,,Business Segment,"The unique code of the organization with material purchase request. The requisition organization is a business organization, or an administrative organization. Shall match the Business_Segment_Code in the BAS_Business_Segment table.",Purchase Requisition Line. Requisition Organization. Business Segment,PUR Requisitions Details,REF,Business_Segment_Code,BAS_Business_Segment,String,%25s,gl-bus:organizationIdentifier
1718,Source Documents,,Purchase Requisition Line,13,BBIE,Status,1..1,Status,Text,,,,,The status of a requisition line. EXAMPLE In process or rejected.,Purchase Requisition Line. Status. Text,PUR Requisitions Details,,,,String,%30s,
1719,Source Documents,,Purchase Requisition Line,14,RFBIE,Business Segment X,1..n,X,,,,,Business Segment,"A reserved field that shall be used for business segments/structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with a unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity.",Purchase Requisition Line. X. Business Segment,PUR Requisitions Details,,,,String,%25s,gl-bus:organizationIdentifier
1720,Source Documents,,Purchase Contract,0,ABIE,Purchase Contract,0..n,Details,,,,,,"Summary information of purchase contracts placed during the period under review is contained in Table 104. In situations where companies only require purchase orders, the purchase contract(s) may not always be available. The file will record for each contract.",Purchase Contract. Details,PUR Contracts,,,,,,
1721,Source Documents,,Purchase Contract,1,IDBIE,Purchase Contract ID,1..1,Identification,Identifier,,,,,The unique identifier for the purchase contract. Typically auto-generated by the system.,,PUR Contracts,PK,,,String,%60s,"gl-cor:documentReference / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."
1722,Source Documents,,Purchase Contract,2,BBIE,Purchase Contract Number,1..1,Purchase Contract Number,Code,,,,,The number of the purchase contract. The number is generated by manual input or is system generated.,Purchase Contract. Purchase Contract Number. Code,PUR Contracts,,,,String,%80s,
1723,Source Documents,,Purchase Contract,3,BBIE,Contract Type Name,1..1,Contract Type,Name,,,,,"The name of the contract type in purchase activities. EXAMPLE Business agreement, quantity contract, value contract and price contract.",Purchase Contract. Contract Type. Name,PUR Contracts,,,,String,%80s,
1724,Source Documents,,Purchase Contract,4,BBIE,Contract Beginning Date,1..1,Beginning,Date,,,,,The beginning date of the contract.,Purchase Contract. Beginning. Date,PUR Contracts,,,,Date,%10c,
1725,Source Documents,,Purchase Contract,5,BBIE,Contract Ending Date,1..1,Ending,Date,,,,,The ending date of the contract.,Purchase Contract. Ending. Date,PUR Contracts,,,,Date,%10c,
1726,Source Documents,,Purchase Contract,6,RFBIE,Supplier Account ID,1..1,Referenced,,,,,Supplier,The unique identifier for the supplier account in the purchase contract. Typically auto-generated by the system. Shall match the Supplier_Account_ID in the BAS_Supplier table.,Purchase Contract. Related. Supplier,PUR Contracts,REF,Supplier_Account_ID,BAS_Supplier,String,%100s,gl-cor:identifierCode with gl-cor:identifierType = {vendor}
1727,Source Documents,,Purchase Contract,7,RFBIE,Purchase Organization Code,1..n,Purchase Organization,,,,,Business Segment,The unique code of the purchase organization which signed the contract. Shall match the Business_Segment_Code in the BAS_Business_Segment table.,Purchase Contract. Purchase Organization. Business Segment,PUR Contracts,REF,Business_Segment_Code,BAS_Business_Segment,String,%25s,gl-bus:organizationIdentifier
1728,Source Documents,,Purchase Contract,8,RFBIE,Purchaser ID,1..1,Purchaser,,,,,Employee,The code of the person who is responsible for purchase contracts. Shall match the Employee_ID in the BAS_Employee table.,Purchase Contract. Purchaser. Employee,PUR Contracts,REF,Employee_ID,BAS_Employee,String,%60s,
