Module	#	Kind	Table	Field #	Field Name	Level	Data Type	Length	XBRL GL Taxonomy Element	Referenced Table	Dictionary Entry Name	Description	Object Class Term Qualifier	Object Class Term	Property Term Qualifier	Property Term	Datatype Qualifier	Representation term	Associated Object Class Term Qualifier	Associated Object Class
P2P	42	RBIE	Open Accounts Payable	12	Business Unit Code	1	TEXT	50	gl-bus:organizationIdentifier	Business_Unit_Listing	ADS_ Open Accounts Payable. Auditing. ADS_ Business Unit	"Used to identify the business unit, region, branch, and so on at the level that financial statements are being audited. Must match the Business Unit Code in the Business Unit Listing file."	ADS	Open Accounts Payable		Auditing			ADS	Business Unit
P2P	42	ASBIE	Open Accounts Payable	13	SegmentX						ADS_ Open Accounts Payable. Classified. ADS_ SegmentX		ADS	Open Accounts Payable		Classified			ADS	SegmentX
P2P	43	ABIE	Payments Made	0					gl-cor:entriesType value = 'other' [entriesType] is a mandatory field; [other] is an enumerated value.<br>gl-cor: entriesComment value = 'ads:Payments_Made_YYYYMMDD_YYYYMMDD' [entriesComment] is the descriptive field describing what is common in the collection of information; introducing audit data standard namespace and qualifier for type of collection ties it to this representation.		ADS_ Payment Made. Details	"The Payments Made YYYYMMDD YYYYMMDD file contains all payment transactions (check, wire transfer, cash, and so on) made during the period."	ADS	Payment Made						
P2P	43	BBIE	Payments Made	1	Payment ID	1	TEXT	100	gl-cor:documentReference		ADS_ Payment Made. ID	"Unique identifier for each payment made. This ID may need to be created by concatenating fields (for example, supplier and payment number) to uniquely identify each transaction."	ADS	Payment Made		Identification		Identifier		
P2P	43	RBIE	Payments Made	2	Supplier Account ID	1	TEXT	100	gl-cor:identifierCode with gl-cor:identifierType = 'vendor'	Supplier_Listing	ADS_ Payment Made. Vendor. ADS_ Supplier	Identifier of the supplier to whom payment is received or from whom credits have been applied. Must match the Supplier Account ID in the Supplier Listing YYYYMMDD file.	ADS	Payment Made		Vendor			ADS	Supplier
P2P	43	RBIE	Payments Made	3	Business Unit Code	1	TEXT	50	gl-bus:organizationIdentifier	Business_Unit_Listing	ADS_ Payment Made. Auditing. ADS_ Business Unit	"Used to identify the business unit, region, branch, and so on at the level that financial statements are being audited. Must match the Business Unit Code in the Business Unit Listing file."	ADS	Payment Made		Auditing			ADS	Business Unit
P2P	43	BBIE	Payments Made	4	Payment Date	1	DATE		gl-bus:documentReceivedDate		ADS_ Payment Made. Payment Date	The date the payment was made or credit was applied.	ADS	Payment Made		Payment Date		Date		
P2P	43	BBIE	Payments Made	5	Payment Fiscal Year	1	TEXT	4	gl-bus:fiscalYearEnd		ADS_ Payment Made. Fiscal Year. Code	"Fiscal year in which the Payment Date occurs - YYYY for delimited, CCYY-MM-DD fiscal year end (ISO 8601) for extensible business reporting language global ledger taxonomy framework (XBRL GL)."	ADS	Payment Made		Fiscal Year		Code		
P2P	43	BBIE	Payments Made	6	Payment Period	1	TEXT	10	gl-bus:postingCode		ADS_ Payment Made. Period. Code	"Fiscal period in which the Payment Date occurs. Examples include W1 - W53 for weekly periods, M1 - M12 for monthly periods, and Q1 - Q4 for quarterly periods."	ADS	Payment Made		Period		Code		
P2P	43	BBIE	Payments Made	7	Reference Number	1	TEXT	100	gl-cor:documentNumber		ADS_ Payment Made. Reference Number. Code	"Identification number for an internally or externally generated transaction (for example, check number, wire transfer number, or original document ID)."	ADS	Payment Made		Reference Number		Code		
P2P	43	BBIE	Payments Made	8	Reference Date	1	DATE		gl-cor:documentDate		ADS_ Payment Made. Reference Date	"Date on an externally generated transaction (for example, check date or wire transfer date)."	ADS	Payment Made		Reference Date		Date		
P2P	43	BBIE	Payments Made	9	Amount Credit Debit Indicator	1	TEXT	1	gl-cor:debitCreditCode		ADS_ Payment Made. Credit Debit Indicator	Indicates whether the amount is a credit or debit. 'C'=credit; 'D'=debit.	ADS	Payment Made		Credit Debit Indicator		Indicator		
P2P	43	RBIE	Payments Made	10	Payment Type	1	TEXT	25	gl-cor:documentType = 'check' or gl-cor:documentType = 'payment- other' with code in gl-bus:paymentMethod	Payment_Type_Listing	ADS_ Payment Made. Classified. ADS_ Payment Type	"The code value or indicator of the method by which the transaction debit or credit amount was extinguished or apportioned to the debt by the supplier (for example, check, wire transfer, cash, and so on). Must match the Payment Type in the Payment Type Listing YYYYMMDD file."	ADS	Payment Made		Classified			ADS	Payment Type
P2P	43	ASBIE	Payments Made	11	Multi Currency Amount				gl-muc:multicurrencyDetail		ADS_ Payment Made. Monetary Amount. ADS_ Multi Currency Amount		ADS	Payment Made		Monetary Amount			ADS	Multi Currency Amount
P2P	43	BBIE	Payments Made	17	Posting Status	2	TEXT	20	gl-cor:postingStatus enumerations or gl-cor:postingStatus of {other} with gl-cor:postingStatusDescription		ADS_ Payment Made. Posting Status. Code	"Status of the transaction's posting to the GL (for example, 'Posted,' 'Not Posted')."	ADS	Payment Made		Posting Status		Code		
P2P	43	RBIE	Payments Made	18	GL Debit Account Number	2	TEXT	100	gl-cor:accountMainID with gl-cor:accountPurposeDescription = 'debit-value' in a second account structure	Chart_Of_Accounts	ADS_ Payment Made. Debit GL Account Number. ADS_ Chart Of Accounts	GL account number on which the debit side of the transaction has been posted.	ADS	Payment Made		Debit GL Account Number			ADS	Chart Of Accounts
P2P	43	RBIE	Payments Made	19	GL Credit Account Number	2	TEXT	100	gl-cor:accountMainID with gl-cor:accountPurposeDescription = 'credit-value' in a second account structure	Chart_Of_Accounts	ADS_ Payment Made. Credit GL Account Number. ADS_ Chart Of Accounts	GL account number on which the credit side of the transaction has been posted.	ADS	Payment Made		Credit GL Account Number			ADS	Chart Of Accounts
P2P	43	ASBIE	Payments Made	20	Entry Operation						ADS_ Payment Made. Transaction. ADS_ Entry Operation		ADS	Payment Made		Transaction			ADS	Entry Operation
P2P	43	ASBIE	Payments Made	21	SegmentX						ADS_ Payment Made. Classified. ADS_ SegmentX		ADS	Payment Made		Classified			ADS	SegmentX
P2P	43.5	ABIE	Payment Type Listing	0					"XBRL GL uses enumerated values for the gl-cor:documentType to differentiate between different types of trade documents and related purposes. The difference between the entries in the Payment_Type_Listing_YYYYMMDD and ARPAdjustment_Type_Listing will be by including gl-cor:documentType to indicate the type of payment (for example, check, payment-other) for Payment_Type_Listing_YYYYMMDD and the type of adjustment (for example, debitmemo, credit-memo, finance-charge, manual-adjustment) for the PR_Adjustment_Type_Listing_YYYYMMDD.<br>The enumerations most widely used in procure-to-pay include<br>  check<br>  debit-memo<br>  credit-memo<br>  finance-charge<br>  invoice<br>  order-customer<br>  payment-other<br>  reminder<br>  tegata<br>  shipment<br>  receipt<br>  manual-adjustment<br>  other<br>gl-cor:entriesType value = 'other' [entriesType] is a mandatory field; [other] is an enumerated value.<br>gl-cor: entriesComment value = 'ads: Payment_Type_Listing_YYYYMMDD' [entriesComment] is the descriptive field describing what is common in the collection of information; introducing audit data standard namespace and qualifier for type of collection ties it to this representation."		ADS_ Payment Type. Details	The Payment Type Listing YYYYMMDD file contains detailed descriptions of Payment Type codes.	ADS	Payment Type						
P2P	43.5	BBIE	Payment Type Listing	1	Payment Type	1	TEXT	25	gl-bus:paymentMethod		ADS_ Payment Type. ID	The code value or indicator of the method by which the transaction debit or credit amount was extinguished or apportioned to the debt by the supplier.	ADS	Payment Type		Identification		Identifier		
P2P	43.5	BBIE	Payment Type Listing	2	Payment Type Description	1	TEXT	100	gl-cor:documentTypeDescription		ADS_ Payment Type. Description	"The description of the code value indicating the type of transaction (for example, check, wire transfer, cash, and so on)."	ADS	Payment Type		Description		Text		
P2P	44	ABIE	AP Cash Application	0					"gl-cor:entriesType value = 'other' [entriesType] is a mandatory field; [other] is an enumerated value.<br>gl-cor: entriesComment value = 'ads:AP_Cash_Application_YYYYMMDD_YYYYMMDD' [entriesComment] is the descriptive field describing what is common in the collection of information; introducing audit data standard namespace and qualifier for type of collection ties it to this representation.<br>* As cash applications often reflect multiple invoices, and invoices may cross shipments and orders, association of each payment allocation line will appear as an independent entryDetail to differentiate between allocations and underlying originating documents."		ADS_ Accounts Payable Cash Application. Details	"The AP Cash Application YYYYMMDD YYYYMMDD file contains all cash payments applied against the invoice during the period under review. The file will have one record for each application of a cash payment to an invoice. For example, if a cash payment was applied to three invoices, there will be three records for that payment - one for each of the invoices to which the cash was applied."	ADS	Accounts Payable Cash Application						
P2P	44	BBIE	AP Cash Application	1	AP Application ID	1	TEXT	100	gl-cor:documentReference		ADS_ Accounts Payable Cash Application. ID	"Unique identifier for each transaction. This ID may need to be created by concatenating fields (for example, document number, document type, and year) to uniquely identify each transaction."	ADS	Accounts Payable Cash Application		Identification		Identifier		
P2P	44	BBIE	AP Cash Application	2	AP Application Date	1	DATE		gl-cor:documentDate		ADS_ Accounts Payable Cash Application. Application Date	"The date of the cash application transaction, regardless of the date the transaction is entered."	ADS	Accounts Payable Cash Application		Application Date		Date		
P2P	44	BBIE	AP Cash Application	3	AP Application Fiscal Year	1	TEXT	4	gl-bus:fiscalYearEnd		ADS_ Accounts Payable Cash Application. Fiscal Year. Code	"Fiscal year in which the AP Application Date occurs - YYYY for delimited, CCYY-MM-DD fiscal year end (ISO 8601) for extensible business reporting language global ledger taxonomy framework (XBRL GL)."	ADS	Accounts Payable Cash Application		Fiscal Year		Code		
P2P	44	BBIE	AP Cash Application	4	AP Application Period	1	TEXT	10	gl-bus:postingCode		ADS_ Accounts Payable Cash Application. Period. Code	"Fiscal period in which the AP Application Date occurs. Examples include W1 - W53 for weekly periods, M1 - M12 for monthly periods, and Q1 - Q4 for quarterly periods."	ADS	Accounts Payable Cash Application		Period		Code		
P2P	44	RBIE	AP Cash Application	5	Supplier Account ID	1	TEXT	100	gl-cor:identifierCode with gl-cor:identifierType = 'vendor'	Supplier_Listing	ADS_ Accounts Payable Cash Application. Vendor. ADS_ Supplier	Identifier of the supplier to whom payment is due or from whom unused credits have been applied. Must match the Supplier Account ID in the Supplier Listing YYYYMMDD file.	ADS	Accounts Payable Cash Application		Vendor			ADS	Supplier
P2P	44	RBIE	AP Cash Application	6	Payment ID	1	TEXT	100	gl-taf:originatingDocumentNumber with gl-taf:originatingDocumentType = 'check'*	Payments_Made	ADS_ Accounts Payable Cash Application. Originating. ADS_ Payment Made	Unique identifier of the transaction in the Payments Made YYYYMMDD YYYYMMD D file for which some or all of the payment is being applied to the supplier's accounts receivable.	ADS	Accounts Payable Cash Application		Originating			ADS	Payment Made
P2P	44	RBIE	AP Cash Application	7	Invoice ID	1	TEXT	100	gl-taf:originatingDocumentNumber with gl-taf:originatingDocumentType = 'invoice'*	Invoices_Received	ADS_ Accounts Payable Cash Application. Originating. ADS_ Invoice Received	"Unique identifier for each invoice. This ID may need to be created by concatenating fields (for example, document number, document type, and year) to uniquely identify each transaction. The same ID must be used for all tables with invoice data (Invoices Received YYYYMMDD YYYYMM DD, Open Accounts Payables YYYYMMDD, AP Cash Application YYYYMMDD YYYYM MDD, and AP Adjustments YYYYMMDD YYYYMMDD). Leave blank if cash application is at customer (not invoice) level."	ADS	Accounts Payable Cash Application		Originating			ADS	Invoice Received
P2P	44	RBIE	AP Cash Application	8	Business Unit Code	1	TEXT	50	gl-cor:organizationIdentifier	Business_Unit_Listing	ADS_ Accounts Payable Cash Application. Auditing. ADS_ Business Unit	"Used to identify the business unit, region, branch, and so on at the level that financial statements are being audited. Must match the Business Unit Code in the Business Unit Listing file."	ADS	Accounts Payable Cash Application		Auditing			ADS	Business Unit
P2P	44	ASBIE	AP Cash Application	9	Entry Operation						ADS_ Accounts Payable Cash Application. Transaction. ADS_ Entry Operation		ADS	Accounts Payable Cash Application		Transaction			ADS	Entry Operation
P2P	44	RBIE	AP Cash Application	24	GL Line Debit Account Number	2	TEXT	100	gl-cor:accountMainID with gl-cor:accountPurposeDescription = 'debit-value' in a second account structure	Chart_Of_Accounts	ADS_ Accounts Payable Cash Application. Debit GL Account Number. ADS_ Chart Of Accounts	GL account number on which the debit side of the transaction has been posted.	ADS	Accounts Payable Cash Application		Debit GL Account Number			ADS	Chart Of Accounts
P2P	44	RBIE	AP Cash Application	25	GL Line Credit Account Number	2	TEXT	100	gl-cor:accountMainID with gl-cor:accountPurposeDescription = 'credit-value' in a second account structure	Chart_Of_Accounts	ADS_ Accounts Payable Cash Application. Credit GL Account Number. ADS_ Chart Of Accounts	GL account number on which the credit side of the transaction has been posted.	ADS	Accounts Payable Cash Application		Credit GL Account Number			ADS	Chart Of Accounts
P2P	44	ASBIE	AP Cash Application	26	SegmentX						ADS_ Accounts Payable Cash Application. Classified. ADS_ SegmentX		ADS	Accounts Payable Cash Application		Classified			ADS	SegmentX
P2P	45	ABIE	AP Adjustments	0					"gl-cor:entriesType value = 'other' [entriesType] is a mandatory field; [other] is an enumerated value.<br>gl-cor: entriesComment value = 'ads:AP_Adjustments_YYYYMMDD_YYYYMMDD' [entriesComment] is the descriptive field describing what is common in the collection of information; introducing audit data standard namespace and qualifier for type of collection ties it to this representation.<br>* As adjustments may reflect multiple underlying originating documents, association of each adjustment will appear as an independent entryDetail to differentiate between adjustments and underlying originating documents."		ADS_ Accounts Payable Adjustment. Details	"The AP Adjustments YYYYMMDD YYYYMMDD file contains all adjustments (for example, write-offs, credit memos, and other adjustments) recorded against the invoice and impacting the invoice balance during the period. It does not include the application of cash paid (which is contained in the table AP Cash Application YYYYMMDD).<br>The file will have one record for each adjustment to each invoice. For example, if an adjustment transaction impacted three invoices, there will be three records for that adjustment - one for each of the invoices impacted by the adjustment."	ADS	Accounts Payable Adjustment						
P2P	45	BBIE	AP Adjustments	1	Adjustment ID	1	TEXT	100	gl-cor:documentReference		ADS_ Accounts Payable Adjustment. ID	"Unique identifier for the adjustment of record. This ID may need to be created by concatenating fields (for example, document number, document type, and year) to uniquely identify each transaction."	ADS	Accounts Payable Adjustment		Identification		Identifier		
P2P	45	RBIE	AP Adjustments	2	Adjustment Type	1	TEXT	25	gl-cor:documentType using provided enumerations or gl-cor:documentType = {other} and gl-bus:paymentMethod with codes from AP_Adjustment_Type_Listing_YY YYMMDD	AP_Adjustment_Type_Listing	ADS_ Accounts Payable Adjustment. Classified. ADS_ Accounts Receivable Adjustment Type	"The code value or indicator of the method by which the transaction debit or credit amount was extinguished or apportioned to the debt by the supplier (for example, credit memo, debit memo, finance charge, other adjustments, and so on). See 1.9 AP Adjustment Type Listing YYYYMM DD."	ADS	Accounts Payable Adjustment		Classified			ADS	Accounts Receivable Adjustment Type
P2P	45	BBIE	AP Adjustments	3	Adjustment Document Number	1	TEXT	100	gl-cor:documentNumber		ADS_ Accounts Payable Adjustment. Externally Generated _ Document ID. Code	"The identification number on an externally generated adjustment document (for example, credit memo)."	ADS	Accounts Payable Adjustment	Externally Generated 	Document ID		Code		
P2P	45	RBIE	AP Adjustments	4	Invoice ID	1	TEXT	100	gl-taf:originatingDocumentNumber with gl-taf:originatingDocumentType = 'invoice'	Invoices_Received	ADS_ Accounts Payable Adjustment. Originating. ADS_ Invoice Generated	"Unique identifier for each invoice. This ID may need to be created by concatenating fields (for example, document number, document type, and year) to uniquely identify each transaction. The same ID must be used for all tables with invoice data (Invoices Received YYYYMMDD YYYY MMDD, Open Accounts Payables YYYYMMDD, AP Cash Application YYYYMMDD YYY YMMDD, and AP Adjustments YYYYMMDD YYYYMM DD). Leave blank if adjustment is at customer (not invoice) level."	ADS	Accounts Payable Adjustment		Originating			ADS	Invoice Generated
P2P	45	BBIE	AP Adjustments	5	Adjustment Date	1	DATE	100	gl-cor:postingDate		ADS_ Accounts Payable Adjustment. Adjustment Date	"The date of the transaction, regardless of the date the transaction is entered."	ADS	Accounts Payable Adjustment		Adjustment Date		Date		
P2P	45	BBIE	AP Adjustments	6	Adjustment Fiscal Year	1	TEXT	4	gl-bus:fiscalYearEnd		ADS_ Accounts Payable Adjustment. Fiscal Year. Code	"Fiscal year in which the Receipt Date occurs - YYYY for delimited, CCYY-MM- DD fiscal year end (ISO 8601) for extensible business reporting language global ledger taxonomy framework (XBRL GL)."	ADS	Accounts Payable Adjustment		Fiscal Year		Code		
P2P	45	BBIE	AP Adjustments	7	Adjustment Period	1	TEXT	10	gl-bus:postingCode		ADS_ Accounts Payable Adjustment. Period. Code	"Fiscal period in which the Receipt Date occurs. Examples include W1 - W53 for weekly periods, M1 - M12 for monthly periods, and Q1 - Q4 for quarterly periods."	ADS	Accounts Payable Adjustment		Period		Code		
P2P	45	RBIE	AP Adjustments	8	Business Unit Code	1	TEXT	50	gl-bus:organizationIdentifier	Business_Unit_Listing	ADS_ Accounts Payable Adjustment. Auditing. ADS_ Business Unit	"Used to identify the business unit, region, branch, and so on at the level that financial statements are being audited. Must match the Business Unit Code in the Business Unit Listing file."	ADS	Accounts Payable Adjustment		Auditing			ADS	Business Unit
P2P	45	RBIE	AP Adjustments	9	Supplier Account ID	1	TEXT	100	gl-cor:identifierCode with gl-cor:identifierType = 'vendor'	Supplier_Listing	ADS_ Accounts Payable Adjustment. Vendor. ADS_ Supplier	Identifier of the supplier to whom payment is due or from whom unused credits have been applied. Must match the Supplier Account ID in the Supplier Listing YYYYMMDD file.	ADS	Accounts Payable Adjustment		Vendor			ADS	Supplier
P2P	45	ASBIE	AP Adjustments	10	Entry Operation						ADS_ Accounts Payable Adjustment. Transaction. ADS_ Entry Operation		ADS	Accounts Payable Adjustment		Transaction			ADS	Entry Operation
P2P	45		AP Adjustments	18.5	NOTE: THE FOLLOWING FIELDS MAY BE OMITTED IF DETAILED (LINE ITEM) DATA IS PROVIDED						ADS_ Accounts Payable Adjustment. 		ADS	Accounts Payable Adjustment						
P2P	45	ASBIE	AP Adjustments	19	Multi Currency Amount				gl-muc:multicurrencyDetail		ADS_ Accounts Payable Adjustment. Monetary Amount. ADS_ Multi Currency Amount		ADS	Accounts Payable Adjustment		Monetary Amount			ADS	Multi Currency Amount
P2P	45	ASBIE	AP Adjustments	25	Charged TaxN	1					ADS_ Accounts Payable Adjustment. Charged. ADS_ Charged TaxN	"Code for Tax1 type (for example, Sales, VAT). This field should agree with the Regulator Code field in the Tax Table YYYYMMDD"	ADS	Accounts Payable Adjustment		Charged			ADS	Charged TaxN
P2P	45	RBIE	AP Adjustments	34	GL Debit Account Number	2	TEXT	100	gl-cor:accountMainID with gl-cor:accountPurposeDescription = 'debit-value' in a second account structure	Chart_Of_Accounts	ADS_ Accounts Payable Adjustment. Debit GL Account Number. ADS_ Chart Of Accounts	GL account number on which the debit side of the transaction has been posted.	ADS	Accounts Payable Adjustment		Debit GL Account Number			ADS	Chart Of Accounts
P2P	45	RBIE	AP Adjustments	35	GL Credit Account Number	2	TEXT	100	gl-cor:accountMainID with gl-cor:accountPurposeDescription = 'credit-value' in a second account structure	Chart_Of_Accounts	ADS_ Accounts Payable Adjustment. Credit GL Account Number. ADS_ Chart Of Accounts	GL account number on which the credit side of the transaction has been posted.	ADS	Accounts Payable Adjustment		Credit GL Account Number			ADS	Chart Of Accounts
P2P	45	ASBIE	AP Adjustments	42	SegmentX						ADS_ Accounts Payable Adjustment. Classified. ADS_ SegmentX		ADS	Accounts Payable Adjustment		Classified			ADS	SegmentX
P2P	46	ABIE	AP Adjustments Lines	0					"gl-cor:entriesType value = 'other' [entriesType] is a mandatory field; [other] is an enumerated value.<br>gl-cor: entriesComment value = 'ads:AP_Adjustments_Lines_YYYYMMDD_YYYYMMDD' [entriesComment] is the descriptive field describing what is common in the collection of information; introducing audit data standard namespace and qualifier for type of collection ties it to this representation.<br>* As adjustments may reflect multiple underlying originating documents, association of each adjustment line will appear as an independent entryDetail to differentiate between adjustments and underlying originating documents."		ADS_ Accounts Payable Adjustment Line. Details	"The AP Adjustments Lines YYYYMMDD YYYYMMDD file contains line item detail for the invoices included in the file AP Adjustments YYYYMMDD YYYYMMDD. This file is optional, but is preferred unless the quantity of data is unmanageable.<br>The file will have one record for each invoice line item impacted by each adjustment."	ADS	Accounts Payable Adjustment Line						
P2P	46	RBIE	AP Adjustments Lines	1	Adjustment ID	1	TEXT	100	gl-cor:documentReference	AP_Adjustments	ADS_ Accounts Payable Adjustment Line. Detail to Summary. ADS_ Accounts Receivable Adjustment	"Unique identifier for the adjustment of record. This ID may need to be created by concatenating fields (for example, document number, document type, and year) to uniquely identify each transaction."	ADS	Accounts Payable Adjustment Line		Detail to Summary			ADS	Accounts Receivable Adjustment
P2P	46	RBIE	AP Adjustments Lines	2	Invoice ID	1	TEXT	100	gl-taf:originatingDocumentNumber with gl-taf:originatingDocumentType = 'invoice'	Invoices_Received	ADS_ Accounts Payable Adjustment Line. Originating. ADS_ Invoice Received	"Unique identifier for each invoice. This ID may need to be created by concatenating fields (for example, document number, document type, and year) to uniquely identify each transaction. The same ID must be used for all tables with invoice data (Invoices Received YYYYMMDD YYYYM MDD, Open Accounts Payables YYYYMMDD, AP Cash Application YYYYMMDD YYY YMMDD, and AP Adjustments YYYYMMDD YYYYMM DD). Leave blank if adjustment is at customer (not invoice) level."	ADS	Accounts Payable Adjustment Line		Originating			ADS	Invoice Received
P2P	46	RBIE	AP Adjustments Lines	3	Invoice Line ID	1	TEXT	10	gl-cor:lineNumber*	Invoices_Received_Lines	ADS_ Accounts Payable Adjustment Line. Related. ADS_ Invoice Received Lines	Line item number of the invoice. Leave blank if adjustment is at customer (not invoice) level.	ADS	Accounts Payable Adjustment Line		Related			ADS	Invoice Received Lines
P2P	46	ASBIE	AP Adjustments Lines	4	Multi Currency Amount				gl-muc:multicurrencyDetail		ADS_ Accounts Payable Adjustment Line. Monetary Amount. ADS_ Multi Currency Amount		ADS	Accounts Payable Adjustment Line		Monetary Amount			ADS	Multi Currency Amount
P2P	46	ASBIE	AP Adjustments Lines	10	Charged TaxN	1					ADS_ Accounts Payable Adjustment Line. Charged. ADS_ Charged TaxN	"Code for Tax1 type (for example, Sales, VAT). This field should agree with the Regulator Code field in the Tax Table YYYYMMDD"	ADS	Accounts Payable Adjustment Line		Charged			ADS	Charged TaxN
P2P	46	RBIE	AP Adjustments Lines	19	GL Line Debit Account Number	2	TEXT	100	gl-cor:accountMainID with gl-cor:accountPurposeDescription = 'debit-value' in a second account structure	Chart_Of_Accounts	ADS_ Accounts Payable Adjustment Line. Debit GL Account Number. ADS_ Chart Of Accounts	GL account number on which the debit side of the transaction has been posted.	ADS	Accounts Payable Adjustment Line		Debit GL Account Number			ADS	Chart Of Accounts
P2P	46	RBIE	AP Adjustments Lines	20	GL Line Credit Account Number	2	TEXT	100	gl-cor:accountMainID with gl-cor:accountPurposeDescription = 'credit-value' in a second account structure	Chart_Of_Accounts	ADS_ Accounts Payable Adjustment Line. Credit GL Account Number. ADS_ Chart Of Accounts	GL account number on which the credit side of the transaction has been posted.	ADS	Accounts Payable Adjustment Line		Credit GL Account Number			ADS	Chart Of Accounts
P2P	46	ASBIE	AP Adjustments Lines	27	SegmentX						ADS_ Accounts Payable Adjustment Line. Classified. ADS_ SegmentX		ADS	Accounts Payable Adjustment Line		Classified			ADS	SegmentX
P2P	46.5	ABIE	AP Adjustment Type Listing	0					"XBRL GL uses enumerated values for the gl-cor:documentType to differentiate between different types of trade documents and related purposes. The difference between the entries in the Payment_Type_Listing_YYYYMMDD and AP_Adjustment_Type_Listing will be by including gl-cor:documentType to indicate the type of payment (for example, check, payment-other) for Payment_Type_Listing_YYYYMMDD and the type of adjustment (for example, debitmemo, credit-memo, finance-charge, manual-adjustment) for the AP_Adjustment_Type_Listing_YYYYMMDD.<br>The enumerations most widely used in procure-to-pay include<br>  check<br>  debit-memo<br>  credit-memo<br>  finance-charge<br>  invoice<br>  order-customer<br>  payment-other<br>  reminder<br>  tegata<br>  shipment<br>  receipt<br>  manual-adjustment<br>  other<br>gl-cor:entriesType value = 'other' [entriesType] is a mandatory field; [other] is an enumerated value.<br>gl-cor: entriesComment value = 'ads:AP_Adjustment_Type_Listing_YYYYMMDD' [entriesComment] is the descriptive field describing what is common in the collection of information; introducing audit data standard namespace and qualifier for type of collection ties it to this representation."		ADS_ Accounts Payable Adjustment Type. Details	The AP Adjustment Type Listing YYYYMMDD file contains detailed descriptions of AP Adjustment Type codes.	ADS	Accounts Payable Adjustment Type						
P2P	46.5	BBIE	AP Adjustment Type Listing	1	AP Adjustment Type	1	TEXT	25	gl-bus:paymentMethod		ADS_ Accounts Payable Adjustment Type. Type. Code	The code value or indicator of the method by which the transaction debit or credit amount was extinguished or apportioned to the debt by the supplier.	ADS	Accounts Payable Adjustment Type		Type		Code		
P2P	46.5	BBIE	AP Adjustment Type Listing	2	AP Adjustment Type Description	1	TEXT	100	gl-cor:documentTypeDescription		ADS_ Accounts Payable Adjustment Type. Description	"The description of the code value indicating the type of transaction (for example, credit memo, debit memo, finance charge, other adjustments, and so on)."	ADS	Accounts Payable Adjustment Type		Description		Text		
P2P	51	ABIE	Purchase Orders	0					gl-cor:entriesType value = 'other' [entriesType] is a mandatory field; [other] is an enumerated value.<br>gl-cor: entriesComment value = 'ads:Purchase_Orders_YYYYMMDD_YYYYMMDD' [entriesComment] is the descriptive field describing what is common in the collection of information; introducing audit data standard namespace and qualifier for type of collection ties it to this representation.		ADS_ Purchase Order. Details	"The Purchase Orders YYYYMMDD YYYYMMDD file contains, at a minimum, all purchase orders placed during the period under review. Ideally this file also includes all purchase orders, both current and prior period, associated with transactions recorded during the period under review but because some of those purchase orders could have been placed far in the past, the client and auditor should use his or her judgment in deciding which historical purchase orders to include.   The file will have one record for each purchase order"	ADS	Purchase Order						
P2P	51	BBIE	Purchase Orders	1	Purchase Order ID	1	TEXT	100	gl-cor:documentReference with gl-cor:documentType = 'order-vendor'		ADS_ Purchase Order. ID	"Unique identifier for each purchase order. This ID may need to be created by concatenating fields (for example, document number, document type, and year) to uniquely identify each purchase order."	ADS	Purchase Order		Identification		Identifier		
P2P	51	BBIE	Purchase Orders	2	Purchase Order Document ID	1	TEXT	100	gl-cor:documentNumber		ADS_ Purchase Order. Document ID. Code	Identification number or code on the purchase order.	ADS	Purchase Order		Document ID		Code		
P2P	51	BBIE	Purchase Orders	3	Purchase Order Date	1	DATE		gl-cor:documentDate		ADS_ Purchase Order. Issue Date	"The date of the purchase order, regardless of the date the order is entered."	ADS	Purchase Order		Issue Date		Date		
P2P	51	BBIE	Purchase Orders	4	Purchase Order Fiscal Year	1	TEXT	4	gl-bus:fiscalYearEnd		ADS_ Purchase Order. Fiscal Year. Code	"Fiscal year in which the Purchase Order Date occurs - YYYY for delimited, CCYY-MM-DD fiscal year end (ISO 8601) for extensible business reporting language global ledger taxonomy framework (XBRL GL)."	ADS	Purchase Order		Fiscal Year		Code		
P2P	51	BBIE	Purchase Orders	5	Purchase Order Period	1	TEXT	10	gl-bus:postingCode		ADS_ Purchase Order. Period. Code	"Fiscal period in which the Purchase Order Date occurs. Examples include W1 - W53 for weekly periods, M1 - M12 for monthly periods, and Q1 - Q4 for quarterly periods."	ADS	Purchase Order		Period		Code		
P2P	51	RBIE	Purchase Orders	6	Business Unit Code	1	TEXT	50	gl-bus:organizationIdentifier	Business_Unit_Listing	ADS_ Purchase Order. Auditing. ADS_ Business Unit	"Used to identify the business unit, region, branch, and so on at the level that financial statements are being audited. Must match a Business Unit Code in the Business Unit Listing file."	ADS	Purchase Order		Auditing			ADS	Business Unit
P2P	51	RBIE	Purchase Orders	7	Supplier Account ID	1	TEXT	100	gl-cor:identifierCode with gl-cor:identifierType = 'vendor'	Supplier_Listing	ADS_ Purchase Order. Vendor. ADS_ Supplier	Identifier of the supplier to whom payment is due or from whom unused credits have been applied. Must match the Supplier Account ID in the Supplier Listing YYYYMMDD file.	ADS	Purchase Order		Vendor			ADS	Supplier
