Module,Kind,,seq,Businessterm,Definition,Datatype,ObjectClassTermQualifier,ObjectClassTerm,PropertyTermQualifier,PropertyTerm,DatatypeQualifier,RepresentationTerm,AssociatedObjectClassTermQualifier,AssociatedObjectClass,Occurrence,Additional explanation,日本語訳,説明,追加説明,Example Value (値の例),Rules,Section,BIS extension,UBL syntax xPath,Data Type,Attributes - adjustments,Cardinality,CE 16931-3-1 Table 3 -- Alignment of cardinalities
Billing,BBIE,7,ibt-080,Deliver to country code,A code that identifies the country.,Code,Drliver To,Postal Address,,Country,,Code,,,1..1,,納入先国コード,納入先の国コード。,,JP,ibr-57,Shared,,/Invoice/cac:Delivery/cac:DeliveryLocation/cac:Address/cac:Country/cbc:IdentificationCode,CodeType,,0..1,CAR-2
Billing,ASBIE,29,ibg-16,PAYMENT INSTRUCTIONS,A group of business terms providing information about the payment. ,,,Invoice,,Defined,,,,Payment Instructions,0..n,"For further details, see EIPA_SDC_Payment検討.pptx.",支払指示,取引条件のうち支払に関する情報。,詳細については、EIPA_SDC_Payment検討.pptx を参照。,,ibr-49,,Cardinality from ..1 to ..n,/Invoice/cac:PaymentMeans,PaymentMeansType,,0..n,
Billing,ABIE,0,ibg-16,PAYMENT INSTRUCTIONS,A group of business terms providing information about the payment. ,,,Payment Instructions,,Detail,,,,,0..n,"For further details, see EIPA_SDC_Payment検討.pptx.",支払指示,取引条件のうち支払に関する情報。,詳細については、EIPA_SDC_Payment検討.pptx を参照。,,ibr-49,,Cardinality from ..1 to ..n,/Invoice/cac:PaymentMeans,PaymentMeansType,,0..n,
Billing,IDBIE,1,ibt-178,Payment Instructions ID,An identifier for the payment instructions.,Identifier,,Payment Instructions,,identification,,Identifier,,,0..1,,支払指示ID,各支払指示に対して割り当てられるID。,,,,Aligned,Added,/Invoice/cac:PaymentMeans/cbc:ID,IdentifierType,,0..1,
Billing,BBIE,2,ibt-081,Payment means type code,"The means, expressed as code, for how a payment is expected to be or has been settled.",Code,,Payment Instructions,,Means type code,,Code,,,1..1,,支払手段タイプコード,取引決済手段のタイプを識別するコード。,,3,"ibr-49,ibr-cl-16,jp-cl-2",Aligned,,/Invoice/cac:PaymentMeans/cbc:PaymentMeansCode,CodeType,,1..1,
Billing,BBIE,3,ibt-082,Payment means text,"The means, expressed as text, for how a payment is expected to be or has been settled.",Text,,Payment Instructions,,Means text,,Text,,,0..1,,支払手段内容説明,取引決済手段を説明するテキスト。,,Credit transfer,,Shared,,/Invoice/cac:PaymentMeans/cbc:PaymentMeansCode/@Name,,,,
Billing,BBIE,4,ibt-083,Remittance information,A textual value used for payment routing or to establish a link between the payment and the Invoice.,Text,,Payment Instructions,,Remittance information,,Text,,,0..n,,送金情報,支払と請求書とを紐づけるために使用されるテキスト。,,Snippet1,,Aligned,Cardinality from ..1 to ..n. Definition extended.,/Invoice/cac:PaymentMeans/cbc:PaymentID,IdentifierType,,0..n,
Billing,ASBIE,5,ibg-17,CREDIT TRANSFER,A group of business terms to specify credit transfer payments. ,,,Payment Instructions,,Defined,,,,Credit Transfer,0..n,"For further details, see EIPA_SDC_Payment検討.pptx.",銀行振込,銀行振込による支払を指定。,詳細については、EIPA_SDC_Payment検討.pptx を参照。,,,,,/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount,FinancialAccountType,,0..1,CAR-4
Billing,ABIE,0,ibg-17,CREDIT TRANSFER,A group of business terms to specify credit transfer payments. ,,,Credit Transfer,,Detail,,,,,0..n,"For further details, see EIPA_SDC_Payment検討.pptx.",銀行振込,銀行振込による支払を指定。,詳細については、EIPA_SDC_Payment検討.pptx を参照。,,,,,/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount,FinancialAccountType,,0..1,CAR-4
Billing,IDBIE,1,ibt-084,Payment account identifier,"A unique identifier of the financial payment account, at a payment service provider, to which payment should be made.",Identifier,,Credit Transfer,,Identification,,Identifier,,,1..1,"As operation in Japan, a value is filled in ibt-084 Payment account identifier in the following way.Bank code (4 digit):Bank branch code (3 digit):Bank account number (7 digit):Bank account type (1 digit)If no value is filled in ibt-084-1 and only ibt-084 has the string of ""(4 digit):(3 digit):(7 digit):(1 digit)"", that string is interpreted as Bank code (4 digit):Bank branch code (3 digit):Bank account number (7 digit):Bank account type (1 digit).If IBAN is filled in ibt-084-1, the string set in ibt-084 Payment account identifier is interpreted as a code of IBAN. ",支払先口座ID,支払先となる、金融機関の口座ID。IBAN(SEPA支払いの場合)など。,"日本における運用としては、支払先口座IDに、以下のように値をセットすることとする。銀行コード(4桁):支店コード(3桁):口座番号(7桁):口座種別(1桁)ibt-084-1に何もセットされておらず、ibt-084 支払先口座ID に ""4桁:3桁:7桁:1桁"" の文字列がセットされているだけの場合は、この文字列は、銀行コード(4桁):支店コード(3桁):口座番号(7桁):口座種別(1桁) と解釈する。ibt-084-1に IBAN とセットされていたら、ibt-084 支払先口座ID にセットされている文字列は、IBAN のコードであると解釈する。",1234:12:1:123456789,,Shared,,/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cbc:ID,IdentifierType,,0..1,CAR-2
Billing,BBIE,2,ibt-085,Payment account name,"The name of the payment account, at a payment service provider, to which payment should be made.",Text,,Credit Transfer,,Payment account name,,Text,,,0..1,,支払先口座名義人名,支払先口座の口座名義人名。,,株式会社 ○○商事,,Shared,,/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cbc:Name,NameType,,0..1,
Billing,IDBIE,3,ibt-086,Payment service provider identifier,An identifier for the payment service provider where a payment account is located.,Identifier,,Credit Transfer,,Identification,,Identifier,,,0..1,"For example, it is expected to set BIC code (SWIFT code),  however, Japan utilizes ibt-084 Payment account identifier to specify bank code, bank branch code, bank account number, and bank account type. ibt-086 Payment service provider identifier is not used.",支払先金融機関ID,支払先口座がある金融機関ID。,例えば、BICコード(SWIFTコード)をセットすることが想定されているが、日本における運用としては、ibt-084 で支払先口座を指定する運用とするため、この項目は使用しない。,,,Shared,,/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cbc:ID,IdentifierType,,0..1,
Billing,ASBIE,4,ibg-34,ADDRESS,The address of the financial institution or its branch that holds the payment account.,,,Credit Transfer,,Defined,,,Account,Postal Address,0..1,,住所,金融機関やその支店の住所。,,,,,Added,/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address,AddressType,,0..1,
Billing,ABIE,0,ibg-34,ADDRESS,The address of the financial institution or its branch that holds the payment account.,,Account,Postal Address,,Detail,,,,,0..1,,住所,金融機関やその支店の住所。,,,,,Added,/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address,AddressType,,0..1,
Billing,BBIE,1,ibt-169,Account address line 1,The main address line in an address. ,Text,Account,Postal Address,,Line 1,,Text,,,0..1,,支払先口座住所欄1,住所欄1。,,,,Aligned,Added,/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address/cbc:StreetName,NameType,,0..1,
Billing,BBIE,2,ibt-170,Account address line 2,An additional address line in an address that can be used to give further details supplementing the main line.,Text,Account,Postal Address,,Line 2,,Text,,,0..1,,支払先口座住所欄2,住所欄2。,,,,Aligned,Added,/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address/cbc:AdditionalStreetName,NameType,,0..1,
Billing,BBIE,3,ibt-171,Account city,"The common name of the city, town or village, where the account address is located.",Text,Account,Postal Address,,Line 3,,Text,,,0..1,,支払先口座住所 市区町村,支払先口座住所 市区町村。,,,,Aligned,Added,/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address/cbc:CityName,NameType,,0..1,
Billing,BBIE,4,ibt-172,Account post code,The identifier for an addressable group of properties according to the relevant postal service.,Text,Account,Postal Address,,City,,Text,,,0..1,,支払先口座郵便番号,支払先口座郵便番号。,,,,Aligned,Added,/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address/cbc:PostalZone,TextType,,0..1,
Billing,BBIE,5,ibt-173,Account country subdivision,The subdivision of a country. ,Text,Account,Postal Address,,Post code,,Text,,,0..1,,支払先口座住所 都道府県,支払先口座住所の地方区分。日本の場合は、都道府県。,,,,Aligned,Added,/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address/cbc:CountrySubentity,TextType,,0..1,
Billing,BBIE,6,ibt-174,Account address line 3,An additional address line in an address that can be used to give further details supplementing the main line.,Text,Account,Postal Address,,Country subdivision,,Text,,,0..1,,支払先口座住所欄3,住所欄3。,,,,Aligned,Added,/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address/cac:AddressLine/cbc:Line,,,,
Billing,BBIE,7,ibt-175,Account country code,A code that identifies the country.,Code,Account,Postal Address,,Country,,Code,,,0..1,,支払先口座国コード,支払先口座国コード。,,,,Aligned,Added,/Invoice/cac:PaymentMeans/cac:PayeeFinancialAccount/cac:FinancialInstitutionBranch/cac:Address/cac:Country/cbc:IdentificationCode,CodeType,,,
Billing,ASBIE,6,ibg-18,PAYMENT CARD INFORMATION,A group of business terms providing information about card used for payment contemporaneous with invoice issuance.,,,Payment Instructions,,Defined,,,,Payment Card Information,0..1,"For further details, see EIPA_SDC_Payment検討.pptx.",支払カード情報,請求書発行と同時に支払に使用されるカードに関する情報。買い手がクレジットカードやデビットカードなどの支払いカードを使用することを選択した場合にのみ使用。,詳細については、EIPA_SDC_Payment検討.pptx を参照。,,,,,/Invoice/cac:PaymentMeans/cac:CardAccount,CardAccountType,,0..1,
Billing,ABIE,0,ibg-18,PAYMENT CARD INFORMATION,A group of business terms providing information about card used for payment contemporaneous with invoice issuance.,,,Payment Card Information,,Detail,,,,,0..1,"For further details, see EIPA_SDC_Payment検討.pptx.",支払カード情報,請求書発行と同時に支払に使用されるカードに関する情報。買い手がクレジットカードやデビットカードなどの支払いカードを使用することを選択した場合にのみ使用。,詳細については、EIPA_SDC_Payment検討.pptx を参照。,,,,,/Invoice/cac:PaymentMeans/cac:CardAccount,CardAccountType,,0..1,
Billing,BBIE,1,ibt-087,Payment card primary account number,The Primary Account Number (PAN) of the card used for payment.,Text,,Payment Card Information,,Primary account number,,Text,,,1..1,,支払カード番号,支払に使用するカードの支払カード番号。,カード支払セキュリティ基準に従って、請求書にはカードの主要口座番号を完全に含めない。現時点では、PCI Security Standards Council は、最初の6桁と最後の4桁が表示される最大桁数であると定義。,,,Shared,,/Invoice/cac:PaymentMeans/cac:CardAccount/cbc:PrimaryAccountNumberID,IdentifierType,,1..1,
Billing,BBIE,2,ibt-088,Payment card holder name,The name of the payment card holder. ,Text,,Payment Card Information,,Card holder name,,Text,,,0..1,,カード名義人氏名,支払カード所有者の氏名。,,,,Shared,,/Invoice/cac:PaymentMeans/cac:CardAccount/cbc:HolderName,NameType,,0..1,
Billing,ASBIE,7,ibg-19,DIRECT DEBIT,A group of business terms to specify a direct debit.,,,Payment Instructions,,Defined,,,,Direct Debit,0..1,"For further details, see EIPA_SDC_Payment検討.pptx.",自動口座引落,口座引落しを指定するビジネス条件の情報。,SEPA又は他の口座振替制度の規則に従い、SEPA又は売り手が開始する他の口座振替により支払いが行われる旨を請求書に事前通知するために使用する。詳細については、EIPA_SDC_Payment検討.pptx を参照。,,,,,/Invoice/cac:PaymentMeans/cac:PaymentMandate,PaymentMandateType,,0..1,
Billing,ABIE,0,ibg-19,DIRECT DEBIT,A group of business terms to specify a direct debit.,,,Direct Debit,,Detail,,,,,0..1,"For further details, see EIPA_SDC_Payment検討.pptx.",自動口座引落,口座引落しを指定するビジネス条件の情報。,SEPA又は他の口座振替制度の規則に従い、SEPA又は売り手が開始する他の口座振替により支払いが行われる旨を請求書に事前通知するために使用する。詳細については、EIPA_SDC_Payment検討.pptx を参照。,,,,,/Invoice/cac:PaymentMeans/cac:PaymentMandate,PaymentMandateType,,0..1,
Billing,BBIE,1,ibt-089,Mandate reference identifier,Unique identifier assigned by the Payee for referencing the direct debit mandate.,Identifier,,Direct Debit,,Mandate reference,,Identifier,,,0..1,,マンデーション参照ID,口座振替依頼を参照するために受取人によって割り当てられた固有ID。,買い手に事前通知するために使用する。SEPA口座振替である旨を通知するために受取人(支払先)によって割り当てられた固有ID。,,,Shared,,/Invoice/cac:PaymentMeans/cac:PaymentMandate/cbc:ID,IdentifierType,,0..1,
Billing,IDBIE,2,ibt-091,Debited account identifier,The account to be debited by the direct debit. ,Identifier,,Direct Debit,,Identification,,Identifier,,,0..1,,自動引落口座ID,自動口座引落によって引き落としがされる銀行口座ID。,,,,Shared,,/Invoice/cac:PaymentMeans/cac:PaymentMandate/cac:PayerFinancialAccount/cbc:ID,IdentifierType,,0..1,
Billing,ASBIE,30,ibg-35,PAID AMOUNTS,The amount of the payment in the invoice currency.,,,Invoice,,Defined,,,,Paid Amounts,0..n,,支払済金額,請求書通貨での支払済金額。,,,,,Added,/Invoice/cac:PrepaidPayment,PaymentType,,0..n,
Billing,ABIE,0,ibg-35,PAID AMOUNTS,The amount of the payment in the invoice currency.,,,Paid Amounts,,Detail,,,,,0..n,,支払済金額,請求書通貨での支払済金額。,,,,,Added,/Invoice/cac:PrepaidPayment,PaymentType,,0..n,
Billing,IDBIE,1,ibt-179,Payment identifier,"An identifier that references the payment, such as bank transfer identifier.",Identifier,,Paid Amounts,,Identification,,Identifier,,,0..1,,支払ID,銀行振込のIDなど、支払を参照するID,,,,Aligned,Added,/Invoice/cac:PrepaidPayment/cbc:ID,IdentifierType,,0..1,
Billing,BBIE,2,ibt-180,Paid amount,The amount of the payment in the invoice currency.,Amount,,Paid Amounts,,Paid,,Amount,,,1..1,"In the numerical representation, for data type amount, only the integer is allowed and the integer part is not separated by 1000 units.",支払済金額,請求書通貨での支払済金額。,数値表現は、データ型 Amount については、整数、整数部分の1000単位の区切りはなし。,,,Aligned,Added,/Invoice/cac:PrepaidPayment/cbc:PaidAmount,AmountType,,0..1,CAR-2
Billing,BBIE,3,ibt-181,Debited to the invoice date,The date when the prepaid amount was received by the seller.,Date,,Paid Amounts,,Debited to the invoice date,,Date,,,0..1,The date is described in the Christian era and is YYYY-MM-DD according to the rule PEPPOL-EN16931-F001. ,支払済金額が請求書に差引記載される日,前払金額を売り手が受領した日。,日付表示は西暦表示で、ルール PEPPOL-EN16931-F001 に従い、YYYY-MM-DD となる。,,,Aligned,Added,/Invoice/cac:PrepaidPayment/cbc:ReceivedDate,DateType,,0..1,
Billing,BBIE,4,ibt-182,Payment type,The type of the the payment.,Code,,Paid Amounts,,Payment type,,Code,,,0..1,,支払タイプ,支払いのタイプ。,,,,Aligned,Added,/Invoice/cac:PrepaidPayment/cbc:InstructionID,IdentifierType,,0..1,
Billing,ASBIE,31,ibg-20,DOCUMENT LEVEL ALLOWANCES,A group of business terms providing information about allowances applicable to the Invoice as a whole.,,,Invoice,,Defined,,,Document Level,Allowances,0..n,,ドキュメントレベルの返還請求,ドキュメントレベルの返還請求に関する情報。,,,"ibr-31,ibr-33,ibr-co-21,jp-s-1,jp-s-3,jp-s-6",,,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()],AllowanceChargeType,,0..n,
Billing,ABIE,0,ibg-20,DOCUMENT LEVEL ALLOWANCES,A group of business terms providing information about allowances applicable to the Invoice as a whole.,,Document Level,Allowances,,Detail,,,,,0..n,,ドキュメントレベルの返還請求,ドキュメントレベルの返還請求に関する情報。,,,"ibr-31,ibr-33,ibr-co-21,jp-s-1,jp-s-3,jp-s-6",,,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()],AllowanceChargeType,,0..n,
Billing,BBIE,1,ibt-092,Document level allowance amount,"The amount of an allowance, without TAX.",Amount,Document Level,Allowances,,Amount,,Amount,,,1..1,"In the numerical representation, for data type amount, only the integer is allowed and the integer part is not separated by 1000 units.",ドキュメントレベルの返還請求金額(税抜き),返還請求金額(税抜き)。,数値表現は、データ型 Amount については、整数、整数部分の1000単位の区切りはなし。,,"ibr-31,ibr-co-11,jp-s-8",Shared,,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:Amount,AmountType,,1..1,
Billing,BBIE,2,ibt-093,Document level allowance base amount,"The base amount that may be used, in conjunction with the document level allowance percentage, to calculate the document level allowance amount.",Amount,Document Level,Allowances,,Base amount,,Amount,,,0..1,"In the numerical representation, for data type amount, only the integer is allowed and the integer part is not separated by 1000 units.",ドキュメントレベルの返還請求金額の基準となる金額,ドキュメントレベルの返還請求の率を乗じてドキュメントレベルの返還請求金額を算出する際に使用される基準金額。,数値表現は、データ型 Amount については、整数、整数部分の1000単位の区切りはなし。,,,Shared,,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:BaseAmount,AmountType,,0..1,
Billing,BBIE,3,ibt-094,Document level allowance percentage,"The percentage that may be used, in conjunction with the document level allowance base amount, to calculate the document level allowance amount.",Percent,Document Level,Allowances,,Percentage,,Percentage,,,0..1,"In the numerical representation, the decimal point is . (period), and the integer part is not separated by 1000 units.",ドキュメントレベルの返還請求の率,ドキュメントレベルの返還請求基準金額に乗じて、ドキュメントレベルの返還請求金額を算出する際に使用されるパーセント。,数値表現は、小数点はピリオド、整数部分の1000単位の区切りはなし。,,,Shared,,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:MultiplierFactorNumeric,NumericType,,0..1,
Billing,BBIE,4,ibt-095,Document level allowance TAX category code,A coded identification of what TAX category applies to the document level allowance.,Code,Document Level,Allowances,,Tax category code,,Code,,,1..1,"Tax category code is for identifying the attribute of tax category in Japan Consumption Tax scheme, like standard rate, reduced rate, etc. The operation in Japan is as follows.\nS Standard rate Consumption Tax\nAA Lower rate Consumption Tax\nE Exempt from Tax \nG Free export item, Consumption Tax not charged\nO Outside scope of tax (The seller is not registered for Consumption Tax.)",ドキュメントレベルの返還請求の課税分類コード,ドキュメントレベルの返還請求に適用される課税分類コード。,"課税分類コードとは、消費税の課税分類属性(標準税率、軽減税率など)を識別するためのコードで、日本での運用においては、以下のとおりとする。\nS Standard rate Consumption Tax (標準税率)\nAA Lower rate Consumption Tax (軽減税率)\nE Exempt from Tax (非課税)\nG Free export item, Consumption Tax not charged (輸出免税)\nO Outside scope of tax (課税対象外/不課税)",,"jp-cl-3,jp-s-1,jp-s-3,jp-s-6,jp-s-8",Aligned,,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cac:TaxCategory/cbc:ID,IdentifierType,with cac:TaxScheme/cbc:ID = “VAT”,0..1,CAR-2
Billing,BBIE,5,ibt-096,Document level allowance TAX rate,"The TAX rate, represented as percentage that applies to the document level allowance.",Percent,Document Level,Allowances,,Tax rate,,Percentage,,,0..1,"In the numerical representation, the decimal point is . (period), and the integer part is not separated by 1000 units.",ドキュメントレベルの返還請求の税率,ドキュメントレベルの返還請求に適用される消費税率(パーセント)。,,,"jp-s-6,jp-s-8",Aligned,,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cac:TaxCategory/cbc:Percent,PercentType,,0..1,
Billing,BBIE,6,ibt-097,Document level allowance reason,"The reason for the document level allowance, expressed as text. ",Text,Document Level,Allowances,,Reason,,Text,,,0..1,,ドキュメントレベルの返還請求の理由,ドキュメントレベルの返還請求の理由をテキストで表現。,,,"ibr-33,ibr-co-5,ibr-co-21",Shared,,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:AllowanceChargeReason,TextType,,0..n,CAR-3
Billing,BBIE,7,ibt-098,Document level allowance reason code,"The reason for the document level allowance, expressed as a code.",Code,Document Level,Allowances,,Reason code,,Code,,,0..1,,ドキュメントレベルの返還請求の理由コード,ドキュメントレベルの返還請求の理由コード。,,,"ibr-33,ibr-cl-19,ibr-cl-2,ibr-co-5,ibr-co-21",Shared,,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=false()]/cbc:AllowanceChargeReasonCode,CodeType,,0..1,
Billing,ASBIE,32,ibg-21,DOCUMENT LEVEL CHARGES,"A group of business terms providing information about charges and taxes other than TAX, applicable to the Invoice as a whole.",,,Invoice,,Defined,,,Document Level,Charges,0..n,,ドキュメントレベルの追加請求,ドキュメントレベルの追加請求や追加税(消費税以外)に関する情報。,,,"ibr-36,ibr-38,ibr-co-22,jp-s-1,jp-s-4,jp-s-7",,,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()],AllowanceChargeType,,0..n,
Billing,ABIE,0,ibg-21,DOCUMENT LEVEL CHARGES,"A group of business terms providing information about charges and taxes other than TAX, applicable to the Invoice as a whole.",,Document Level,Charges,,Detail,,,,,0..n,,ドキュメントレベルの追加請求,ドキュメントレベルの追加請求や追加税(消費税以外)に関する情報。,,,"ibr-36,ibr-38,ibr-co-22,jp-s-1,jp-s-4,jp-s-7",,,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()],AllowanceChargeType,,0..n,
Billing,BBIE,1,ibt-099,Document level charge amount,"The amount of a charge, without TAX.",Amount,Document Level,Charges,,Amount,,Amount,,,1..1,"In the numerical representation, for data type amount, only the integer is allowed and the integer part is not separated by 1000 units.",ドキュメントレベルの追加請求金額(税抜き),追加請求金額(税抜き)。,数値表現は、データ型 Amount については、整数、整数部分の1000単位の区切りはなし。,177,"ibr-36,ibr-co-12,jp-s-8",Shared,,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:Amount,AmountType,,1..1,
Billing,BBIE,2,ibt-100,Document level charge base amount,"The base amount that may be used, in conjunction with the document level charge percentage, to calculate the document level charge amount.",Amount,Document Level,Charges,,Base amount,,Amount,,,0..1,"In the numerical representation, for data type amount, only the integer is allowed and the integer part is not separated by 1000 units.",ドキュメントレベルの追加請求金額の基準となる金額,ドキュメントレベルの追加請求率を乗じてドキュメントレベルの追加請求金額を算出する際に使用される基準金額。,数値表現は、データ型 Amount については、整数、整数部分の1000単位の区切りはなし。,,,Shared,,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:BaseAmount,AmountType,,0..1,
Billing,BBIE,3,ibt-101,Document level charge percentage,"The percentage that may be used, in conjunction with the document level charge base amount, to calculate the document level charge amount.",Percent,Document Level,Charges,,Charge percentage,,Percent,,,0..1,"In the numerical representation, the decimal point is . (period), and the integer part is not separated by 1000 units.",ドキュメントレベルの追加請求の率,ドキュメントレベルの追加請求基準金額に乗じてドキュメントレベルの追加請求金額を算出するために使用されるパーセント。,数値表現は、小数点はピリオド、整数部分の1000単位の区切りはなし。,,,Shared,,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:MultiplierFactorNumeric,NumericType,,0..1,
Billing,BBIE,4,ibt-102,Document level charge TAX category code,A coded identification of what TAX category applies to the document level charge.,Code,Document Level,Charges,,Tax category code,,Code,,,1..1,"Tax category code is for identifying the attribute of tax category in Japan Consumption Tax scheme, like standard rate, reduced rate, etc. The operation in Japan is as follows.\nS Standard rate Consumption Tax\nAA Lower rate Consumption Tax\nE Exempt from Tax \nG Free export item, Consumption Tax not charged\nO Outside scope of tax (The seller is not registered for Consumption Tax.)",ドキュメントレベルの追加請求の課税分類コード,ドキュメントレベルの追加請求に適用される課税分類コード。,"課税分類コードとは、消費税の課税分類属性(標準税率、軽減税率など)を識別するためのコードで、日本での運用においては、以下のとおりとする。\nS Standard rate Consumption Tax (標準税率)\nAA Lower rate Consumption Tax (軽減税率)\nE Exempt from Tax (非課税)\nG Free export item, Consumption Tax not charged (輸出免税)\nO Outside scope of tax (課税対象外/不課税)",S,"jp-cl-3,jp-s-1,jp-s-4,jp-s-7,jp-s-8",Aligned,,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cac:TaxCategory/cbc:ID,IdentifierType,,0..1,CAR-2
Billing,BBIE,5,ibt-103,Document level charge TAX rate,"The TAX rate, represented as percentage that applies to the document level charge.",Percent,Document Level,Charges,,Tax rate,,Percent,,,0..1,"In the numerical representation, the decimal point is . (period), and the integer part is not separated by 1000 units.",ドキュメントレベルの追加請求の税率,ドキュメントレベルの追加請求に適用される消費税率(パーセント)。,数値表現は、小数点はピリオド、整数部分の1000単位の区切りはなし。,1,"jp-s-7,jp-s-8",Aligned,,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cac:TaxCategory/cbc:Percent,PercentType,,0..1,
Billing,BBIE,6,ibt-104,Document level charge reason,"The reason for the document level charge, expressed as text.",Text,Document Level,Charges,,Reason,,Text,,,0..1,,ドキュメントレベルの追加請求の理由,ドキュメントレベルの追加請求の理由をテキストで表現。,,諸掛,"ibr-38,ibr-co-6,ibr-co-22",Shared,,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:AllowanceChargeReason,TextType,,0..n,CAR-3
Billing,BBIE,7,ibt-105,Document level charge reason code,"The reason for the document level charge, expressed as a code.",Code,Document Level,Charges,,Reason code,,Code,,,0..1,,ドキュメントレベルの追加請求の理由コード,ドキュメントレベルの追加請求の理由コード。,,,"ibr-38,ibr-cl-19,ibr-cl-2,ibr-co-6,ibr-co-22",Shared,,/Invoice/cac:AllowanceCharge[cbc:ChargeIndicator=true()]/cbc:AllowanceChargeReasonCode,CodeType,,0..1,
Billing,ASBIE,33,ibg-22,DOCUMENT TOTALS,A group of business terms providing the monetary totals for the Invoice. ,,,Invoice,,Defined,,,,Document Totals,1..1,,請求書総合計金額,請求書合計金額に係る情報。,,,,,,/Invoice/cac:LegalMonetaryTotal,MonetaryTotalType,,1..1,
Billing,ABIE,0,ibg-22,DOCUMENT TOTALS,A group of business terms providing the monetary totals for the Invoice. ,,,Document Totals,,Detail,,,,,1..1,,請求書総合計金額,請求書合計金額に係る情報。,,,,,,/Invoice/cac:LegalMonetaryTotal,MonetaryTotalType,,1..1,
Billing,BBIE,1,ibt-106,Sum of Invoice line net amount,Sum of all Invoice line net amounts in the Invoice. ,Amount,,Document Totals,,Sum of Invoice line net amount,,Amount,,,1..1,"Since there is no business custom of cash discount in Japan, ""net amount"" is interpreted as after discount. In the numerical representation, for data type amount, only the integer is allowed and the integer part is not separated by 1000 units.",値引/割引後請求書明細行金額の合計,値引/割引後明細行金額の合計金額。,日本には現金割引の慣習がないため、値引後と解釈する。数値表現は、データ型 Amount については、整数、整数部分の1000単位の区切りはなし。,12,"ibr-12,ibr-cl-3,ibr-co-1,jp-br-2",Shared,,/Invoice/cac:LegalMonetaryTotal/cbc:LineExtensionAmount,AmountType,,0..1,CAR-2
Billing,BBIE,2,ibt-107,Sum of allowances on document level,Sum of all allowances on document level in the Invoice.,Amount,,Document Totals,,Sum of allowances on document level,,Amount,,,0..1,"In the numerical representation, for data type amount, only the integer is allowed and the integer part is not separated by 1000 units.",ドキュメントレベルの返還請求の合計,ドキュメントレベルの返還請求の合計。,数値表現は、データ型 Amount については、整数、整数部分の1000単位の区切りはなし。,,"ibr-cl-3,ibr-co-13",Shared,,/Invoice/cac:LegalMonetaryTotal/cbc:AllowanceTotalAmount,AmountType,,0..1,
Billing,BBIE,3,ibt-108,Sum of charges on document level,Sum of all charges on document level in the Invoice.,Amount,,Document Totals,,Sum of charges on document level,,Amount,,,0..1,"In the numerical representation, for data type amount, only the integer is allowed and the integer part is not separated by 1000 units.",ドキュメントレベルの追加請求の合計,ドキュメントレベルの追加請求の合計。,数値表現は、データ型 Amount については、整数、整数部分の1000単位の区切りはなし。,177,"ibr-cl-3,ibr-co-12,ibr-co-13",Shared,,/Invoice/cac:LegalMonetaryTotal/cbc:ChargeTotalAmount,AmountType,,0..1,
