num,Module,Kind,Table,Name,Level,Card,Type,DictionaryEntryName,Description,ObjectClassTermQualifier,ObjectClassTerm,DatatypeQualifier,RepresentationTerm,AssociatedObjectClassTermQualifier,AssociatedObjectClass,ReferencedObjectClassTermQualifier,ReferencedObjectClass,Type,Description
350,Source Documents,ASBIE,,AssetTransactionValuation,1,1..*,,Tax Information Structure. Detail,,,AssetTransactionValuations,,,,AssetTransactionValuation,,,,
334,Source Documents,BBIE,,NumberOfAssetTransactions,1,1..1,nonNegativeInteger,Tax Information Structure. Detail,Number of movementlines during selected period,,AssetTransactions,,,,,,,nonNegativeInteger,Number of movementlines during selected period
335,Source Documents,ASBIE,,AssetTransaction,1,1..*,,Tax Information Structure. Detail,,,AssetTransactions,,,,AssetTransaction,,,,
470,Source Documents,ABIE,,Bank Account Structure,,,,Bank Account Structure. Detail,"[Common to all SAFs] Bank account number information. IBAN number, or account number with optional information.",,Bank Account Structure,,,,,,,,
471,Source Documents,ASBIE,,choice: IA Number/sequence,1,1..1,,Tax Information Structure. Detail,,,BankAccountStructure,,,,choice:IBANNumber/sequence,,,,
475,Source Documents,BBIE,,BankAccountName,3,1..1,SAFmiddle1textType,Tax Information Structure. Detail,The number allocated to the account by the individual’s or company’s own bank.,,BankAccountStructure,,Text,,,,,SAFmiddle1textType,The number allocated to the account by the individual’s or company’s own bank.
476,Source Documents,BBIE,,SortCode,3,0..1,SAFmiddle2textType,Tax Information Structure. Detail,The name of the individual or company holding the bank account.,,BankAccountStructure,,Text,,,,,SAFmiddle2textType,The name of the individual or company holding the bank account.
477,Source Documents,BBIE,,CompanyHeaderStructure,3,0..1,SAFshorttextType,Tax Information Structure. Detail,Identifier for the bank branch at which the account is held. May be needed to uniquely identify the account.,,BankAccountStructure,,Code,,,,,SAFshorttextType,Identifier for the bank branch at which the account is held. May be needed to uniquely identify the account.
477,Source Documents,ABIE,,Company Header Structure,,,,Company Header Structure. Detail,[Common to all SAFs] CompanyStructure with mandatory RegistrationNumber and Telephone (Contact),,Company Header Structure,,,,,,,,
470,Source Documents,ABIE,,Company Structure,,,,Company Structure. Detail,[Common to all SAFs] CompanyStructure with mandatory RegistrationNumber and Telephone (Contact),,Company Structure,,,,,,,,
478,Source Documents,BBIE,,RegistrationNumber,1,1..1,SAFmiddle1textType,Tax Information Structure. Detail,"Unique number to identify the company in the accounting records, issued by a government body or created by the company for internal purposes to identify different entities within their corporate group.",,CompanyHeaderStructure,,Text,,,,,SAFmiddle1textType,"Unique number to identify the company in the accounting records, issued by a government body or created by the company for internal purposes to identify different entities within their corporate group."
479,Source Documents,BBIE,,Name,1,1..1,SAFmiddle2textType,Tax Information Structure. Detail,,,CompanyHeaderStructure,,Text,,,,,SAFmiddle2textType,
480,Source Documents,ASBIE,,Address,1,1..*,AddressStructure,Tax Information Structure. Detail,,,CompanyHeaderStructure,,,,AddressStructure,,,AddressStructure,
481,Source Documents,ASBIE,,Contact,1,1..*,ContactInformationStructure,Tax Information Structure. Detail,,,CompanyHeaderStructure,,,,ContactInformationStructure,,,ContactInformationStructure,
482,Source Documents,ASBIE,,TaxRegistration,1,0..*,TaxIDStructure,Tax Information Structure. Detail,,,CompanyHeaderStructure,,,,TaxIDStructure,,,TaxIDStructure,
483,Source Documents,ASBIE,,BankAccount,1,0..*,BankAccountStructure,Tax Information Structure. Detail,,,CompanyHeaderStructure,,,,BankAccountStructure,,,BankAccountStructure,
471,Source Documents,BBIE,,RegistrationNumber,1,0..1,SAFmiddle1textType,Tax Information Structure. Detail,"Unique number to identify the company in the accounting records, issued by a government authority or created by the company for internal purposes to identify different entities within their corporate group.",,CompanyStructure,,Text,,,,,SAFmiddle1textType,"Unique number to identify the company in the accounting records, issued by a government authority or created by the company for internal purposes to identify different entities within their corporate group."
472,Source Documents,BBIE,,Name,1,1..1,SAFmiddle2textType,Tax Information Structure. Detail,,,CompanyStructure,,Text,,,,,SAFmiddle2textType,
473,Source Documents,ASBIE,,Address,1,1..*,AddressStructure,Tax Information Structure. Detail,,,CompanyStructure,,,,AddressStructure,,,AddressStructure,
474,Source Documents,ASBIE,,Contact,1,0..*,ContactInformationStructure,Tax Information Structure. Detail,,,CompanyStructure,,,,ContactInformationStructure,,,ContactInformationStructure,
475,Source Documents,ASBIE,,TaxRegistration,1,0..*,TaxIDStructure,Tax Information Structure. Detail,,,CompanyStructure,,,,TaxIDStructure,,,TaxIDStructure,
476,Source Documents,ASBIE,,BankAccount,1,0..*,BankAccountStructure,Tax Information Structure. Detail,,,CompanyStructure,,,,BankAccountStructure,,,BankAccountStructure,
999,Source Documents,BBIE,,any##other,1,0..1,Represents space to allow individual Revenue Bodies to add further elements,Tax Information Structure. Detail,Represents space to allow individual Revenue Bodies to add further elements,,CompanyStructure,,,,,,,Represents space to allow individual Revenue Bodies to add further elements,Represents space to allow individual Revenue Bodies to add further elements
498,Source Documents,ABIE,,Contact Header Structure,,,,Contact Header Structure. Detail,[Common to all SAFs] ContactInformationStructure with madatory TelephoneNumber,,Contact Header Structure,,,,,,,,
504,Source Documents,ABIE,,Contact Information Structure,,,,Contact Information Structure. Detail,[Common to all SAFs] Contact information of a company.,,Contact Information Structure,,,,,,,,
499,Source Documents,ASBIE,,ContactPerson,1,1..1,PersonNameStructure,Tax Information Structure. Detail,,,ContactHeaderStructure,,,,PersonNameStructure,,,PersonNameStructure,
504,Source Documents,ASBIE,,ContactInformationStructure,,1..1,,Tax Information Structure. Detail,[Common to all SAFs] Contact information of a company.,,ContactHeaderStructure,,,,ContactInformationStructure,,,,[Common to all SAFs] Contact information of a company.
505,Source Documents,BBIE,,Telephone,1,0..1,SAFshorttextType,Tax Information Structure. Detail,,,ContactInformationStructure,,Code,,,,,SAFshorttextType,
506,Source Documents,BBIE,,Fax,1,0..1,SAFshorttextType,Tax Information Structure. Detail,,,ContactInformationStructure,,Code,,,,,SAFshorttextType,
507,Source Documents,BBIE,,Email,1,0..1,SAFmiddle2textType,Tax Information Structure. Detail,,,ContactInformationStructure,,Text,,,,,SAFmiddle2textType,
508,Source Documents,BBIE,,Website,1,0..1,anyURI,Tax Information Structure. Detail,,,ContactInformationStructure,,Code,,,,,anyURI,
422,Source Documents,ABIE,,Credit Note,,,,Credit Note. Detail,,,Credit Note,,,,,,,,
423,Source Documents,BBIE,,Reference,1,0..1,SAFmiddle1textType,Tax Information Structure. Detail,Credit note reference (where applicable) to original invoice,,CreditNote,,Text,,,,,SAFmiddle1textType,Credit note reference (where applicable) to original invoice
424,Source Documents,BBIE,,Reason,1,0..1,SAFlongtextType,Tax Information Structure. Detail,Credit note reason or rationale,,CreditNote,,Text,,,,,SAFlongtextType,Credit note reason or rationale
361,Source Documents,ABIE,,Customer Info,,,,Customer Info. Detail,,,Customer Info,,,,,,,,
999,Source Documents,BBIE,,any##other,1,0..1,Represents space to allow individual Revenue Bodies to add further elements,Tax Information Structure. Detail,Represents space to allow individual Revenue Bodies to add further elements,Customer,CompanyStructure,,,,,,,Represents space to allow individual Revenue Bodies to add further elements,Represents space to allow individual Revenue Bodies to add further elements
362,Source Documents,ASBIE,,chooice_Customer I/Name,1,1..1,,Tax Information Structure. Detail,,,CustomerInfo,,,,chooice_CustomerID/Name,,,,
366,Source Documents,ASBIE,,BillingAddress,1,1..1,AddressStructure,Tax Information Structure. Detail,,,CustomerInfo,,,,AddressStructure,,,AddressStructure,
411,Source Documents,ABIE,,Delivery Period,,,,Delivery Period. Detail,Timeframe of the deliveries,,Delivery Period,,,,,,,,
405,Source Documents,ABIE,,Delivery,,,,Delivery. Detail,Information about the date or timeframe of the delivery of the goods or services.,,Delivery,,,,,,,,
406,Source Documents,ASBIE,,choice:MovementReference/DeliveryDate/DeliveryPeriod,1,1..1,,Tax Information Structure. Detail,,,Delivery,,,,choice:MovementReference/DeliveryDate/DeliveryPeriod,,,,
410,Source Documents,ASBIE,,DeliveryPeriod,1,1..1,,Tax Information Structure. Detail,Timeframe of the deliveries,,Delivery,,,,DeliveryPeriod,,,,Timeframe of the deliveries
412,Source Documents,BBIE,,FromDate,1,1..1,date,Tax Information Structure. Detail,Startdate of the deliveries,,DeliveryPeriod,,Date,,,,,date,Startdate of the deliveries
413,Source Documents,BBIE,,ToDate,1,1..1,date,Tax Information Structure. Detail,Enddate of the deliveries,,DeliveryPeriod,,Date,,,,,date,Enddate of the deliveries
310,Source Documents,ABIE,,Document Reference,,,,Document Reference. Detail,,,Document Reference,,,,,,,,
290,Source Documents,ABIE,,Payment Document Totals,,,,Document Totals. Detail,,,Document Totals,,,,,,,,
437,Source Documents,ABIE,,Document Totals,,,,Document Totals. Detail,,,Document Totals,,,,,,,,
311,Source Documents,BBIE,,DocumentType,1,1..1,SAFshorttextType,Tax Information Structure. Detail,Type of document,,DocumentReference,,Code,,,,,SAFshorttextType,Type of document
312,Source Documents,BBIE,,DocumentNumber,1,1..1,SAFmiddle1textType,Tax Information Structure. Detail,Reference number of the document,,DocumentReference,,Text,,,,,SAFmiddle1textType,Reference number of the document
313,Source Documents,BBIE,,DocumentLine,1,0..1,SAFshorttextType,Tax Information Structure. Detail,Line number of the document,,DocumentReference,,Code,,,,,SAFshorttextType,Line number of the document
291,Source Documents,ASBIE,,TaxInformationTotals,1,0..*,TaxInformationStructure,Tax Information Structure. Detail,Control totals tax payable information. Per TaxType/TaxCode the TaxBase and TaxAmount are summarised.,,DocumentTotals,,,,TaxInformationStructure,,,TaxInformationStructure,Control totals tax payable information. Per TaxType/TaxCode the TaxBase and TaxAmount are summarised.
292,Source Documents,BBIE,,NetTotal,1,0..1,SAFmonetaryType,Tax Information Structure. Detail,Total amount excluding tax in the header's default currency.,,DocumentTotals,,Monetary,,,,,SAFmonetaryType,Total amount excluding tax in the header's default currency.
293,Source Documents,BBIE,,GrossTotal,1,1..1,SAFmonetaryType,Tax Information Structure. Detail,Total amount including tax in the header's default currency.,,DocumentTotals,,Monetary,,,,,SAFmonetaryType,Total amount including tax in the header's default currency.
438,Source Documents,ASBIE,,TaxInformationTotals,1,0..*,TaxInformationStructure,Tax Information Structure. Detail,Control totals tax payable information. Per TaxType/TaxCode the TaxBase and TaxAmount are summarised.,,DocumentTotals,,,,TaxInformationStructure,,,TaxInformationStructure,Control totals tax payable information. Per TaxType/TaxCode the TaxBase and TaxAmount are summarised.
439,Source Documents,BBIE,,ShippingCostsAmountTotal,1,0..1,SAFmonetaryType,Tax Information Structure. Detail,Control total amount freight charges,,DocumentTotals,,Monetary,,,,,SAFmonetaryType,Control total amount freight charges
440,Source Documents,BBIE,,NetTotal,1,1..1,SAFmonetaryType,Tax Information Structure. Detail,Control total sales value excluding tax and shippingcosts.,,DocumentTotals,,Monetary,,,,,SAFmonetaryType,Control total sales value excluding tax and shippingcosts.
441,Source Documents,BBIE,,GrossTotal,1,1..1,SAFmonetaryType,Tax Information Structure. Detail,Control total amount including tax and shippingcosts.,,DocumentTotals,,Monetary,,,,,SAFmonetaryType,Control total amount including tax and shippingcosts.
501,Source Documents,ABIE,,Header Structure,,,,Header Structure. Detail,[Common to all SAFs] Overall information about this Standard Auditfile.,,Header Structure,,,,,,,,
509,Source Documents,ABIE,,Header Structure,,,,Header Structure. Detail,[Common to all SAFs] Overall information about this Standard Auditfile.,,Header Structure,,,,,,,,
502,Source Documents,BBIE,,AuditFileVersion,1,1..1,SAFcodeType,Tax Information Structure. Detail,Identification of the Standard Audit File SAF-T version being used,,HeaderStructure,,Code,,,,,SAFcodeType,Identification of the Standard Audit File SAF-T version being used
503,Source Documents,BBIE,,AuditFileCountry,1,1..1,ISOCountryCode,Tax Information Structure. Detail,Two-letter country code according to ISO 3166-1 alpha 2 standard. Example NL for the Netherlands.,,HeaderStructure,,Code,,,,,ISOCountryCode,Two-letter country code according to ISO 3166-1 alpha 2 standard. Example NL for the Netherlands.
504,Source Documents,BBIE,,AuditFileRegion,1,1..1,SAFcodeType,Tax Information Structure. Detail,Country specific code to indicate regions / provinces within the tax authority. Preferably described according to ISO 3166-2. Example: GB-KEN for Kent county in the United Kingdom.,,HeaderStructure,,Code,,,,,SAFcodeType,Country specific code to indicate regions / provinces within the tax authority. Preferably described according to ISO 3166-2. Example: GB-KEN for Kent county in the United Kingdom.
505,Source Documents,BBIE,,AuditFileDateCreated,1,0..1,date,Tax Information Structure. Detail,Date of production of SAF-T,,HeaderStructure,,Date,,,,,date,Date of production of SAF-T
506,Source Documents,BBIE,,SoftwareCompanyName,1,1..1,SAFmiddle2textType,Tax Information Structure. Detail,Name of the software company whose product created the SAF-T.,,HeaderStructure,,Text,,,,,SAFmiddle2textType,Name of the software company whose product created the SAF-T.
507,Source Documents,BBIE,,Software I,1,1..1,SAFlongtextType,Tax Information Structure. Detail,Name of the Software that generated the SAF-T.,,HeaderStructure,,Text,,,,,SAFlongtextType,Name of the Software that generated the SAF-T.
508,Source Documents,BBIE,,SoftwareVersion,1,1..1,SAFshorttextType,Tax Information Structure. Detail,Version of the software that created the SAF-T.,,HeaderStructure,,Code,,,,,SAFshorttextType,Version of the software that created the SAF-T.
509,Source Documents,ASBIE,,Company,1,1..1,CompanyHeaderStructure,Tax Information Structure. Detail,Company's name and address details.,,HeaderStructure,,,,CompanyHeaderStructure,,,CompanyHeaderStructure,Company's name and address details.
510,Source Documents,BBIE,,DefaultCurrencyCode,1,1..1,ISOCurrencyCode,Tax Information Structure. Detail,Three letter Currency Code  (ISO 4217) of local currency which is the default for the SAF.,,HeaderStructure,,Code,,,,,ISOCurrencyCode,Three letter Currency Code  (ISO 4217) of local currency which is the default for the SAF.
510,Source Documents,BBIE,,AuditFileVersion,1,1..1,SAFcodeType,Tax Information Structure. Detail,Identification of the Standard Audit File SAF-T version being used,,HeaderStructure,,Code,,,,,SAFcodeType,Identification of the Standard Audit File SAF-T version being used
511,Source Documents,ASBIE,,SelectionCriteria,1,1..1,SelectionCriteriaStructure,Tax Information Structure. Detail,Criteria set by the user to populate the audit files,,HeaderStructure,,,,SelectionCriteriaStructure,,,SelectionCriteriaStructure,Criteria set by the user to populate the audit files
511,Source Documents,BBIE,,AuditFileCountry,1,1..1,ISOCountryCode,Tax Information Structure. Detail,Two-letter country code according to ISO 3166-1 alpha 2 standard. Example NL for the Netherlands.,,HeaderStructure,,Code,,,,,ISOCountryCode,Two-letter country code according to ISO 3166-1 alpha 2 standard. Example NL for the Netherlands.
512,Source Documents,BBIE,,HeaderComment,1,0..1,SAFlongtextType,Tax Information Structure. Detail,Space for any further generic comments on the SAF-T. Revenue Bodies should consider what information they would expect to see here.,,HeaderStructure,,Text,,,,,SAFlongtextType,Space for any further generic comments on the SAF-T. Revenue Bodies should consider what information they would expect to see here.
512,Source Documents,BBIE,,AuditFileRegion,1,1..1,SAFcodeType,Tax Information Structure. Detail,Country specific code to indicate regions / provinces within the tax authority. Preferably described according to ISO 3166-2. Example: GB-KEN for Kent county in the United Kingdom.,,HeaderStructure,,Code,,,,,SAFcodeType,Country specific code to indicate regions / provinces within the tax authority. Preferably described according to ISO 3166-2. Example: GB-KEN for Kent county in the United Kingdom.
513,Source Documents,BBIE,,AuditFileDateCreated,1,0..1,date,Tax Information Structure. Detail,Date of production of SAF-T,,HeaderStructure,,Date,,,,,date,Date of production of SAF-T
514,Source Documents,BBIE,,SoftwareCompanyName,1,1..1,SAFmiddle2textType,Tax Information Structure. Detail,Name of the software company whose product created the SAF-T.,,HeaderStructure,,Text,,,,,SAFmiddle2textType,Name of the software company whose product created the SAF-T.
515,Source Documents,BBIE,,Software I,1,1..1,SAFlongtextType,Tax Information Structure. Detail,Name of the Software that generated the SAF-T.,,HeaderStructure,,Text,,,,,SAFlongtextType,Name of the Software that generated the SAF-T.
516,Source Documents,BBIE,,SoftwareVersion,1,1..1,SAFshorttextType,Tax Information Structure. Detail,Version of the software that created the SAF-T.,,HeaderStructure,,Code,,,,,SAFshorttextType,Version of the software that created the SAF-T.
517,Source Documents,ASBIE,,Company,1,1..1,CompanyHeaderStructure,Tax Information Structure. Detail,Company's name and address details.,,HeaderStructure,,,,CompanyHeaderStructure,,,CompanyHeaderStructure,Company's name and address details.
518,Source Documents,BBIE,,DefaultCurrencyCode,1,1..1,ISOCurrencyCode,Tax Information Structure. Detail,Three letter Currency Code  (ISO 4217) of local currency which is the default for the SAF.,,HeaderStructure,,Code,,,,,ISOCurrencyCode,Three letter Currency Code  (ISO 4217) of local currency which is the default for the SAF.
519,Source Documents,ASBIE,,SelectionCriteria,1,1..1,SelectionCriteriaStructure,Tax Information Structure. Detail,Criteria set by the user to populate the audit files,,HeaderStructure,,,,SelectionCriteriaStructure,,,SelectionCriteriaStructure,Criteria set by the user to populate the audit files
520,Source Documents,BBIE,,HeaderComment,1,0..1,SAFlongtextType,Tax Information Structure. Detail,Space for any further generic comments on the SAF-T. Revenue Bodies should consider what information they would expect to see here.,,HeaderStructure,,Text,,,,,SAFlongtextType,Space for any further generic comments on the SAF-T. Revenue Bodies should consider what information they would expect to see here.
357,Source Documents,BBIE,,InvoiceNo,1,1..1,SAFmiddle2textType,Tax Information Structure. Detail,,,InvoiceStructure,,Text,,,,,SAFmiddle2textType,
358,Source Documents,ASBIE,,choice:CustomerInfo/SupplierInfo,1,0..1,,Tax Information Structure. Detail,,,InvoiceStructure,,,,choice:CustomerInfo/SupplierInfo,,,,
374,Source Documents,BBIE,,Account I,1,0..1,SAFmiddle2textType,Tax Information Structure. Detail,"General Ledger Account code of the customer / supplier. Can be including sub-account id. It can contain many different levels to identify the Account. It could include cost centres such as company, division, region, group and branch/department.",,InvoiceStructure,,Text,,,,,SAFmiddle2textType,"General Ledger Account code of the customer / supplier. Can be including sub-account id. It can contain many different levels to identify the Account. It could include cost centres such as company, division, region, group and branch/department."
375,Source Documents,BBIE,,BranchStoreNumber,1,0..1,SAFmiddle1textType,Tax Information Structure. Detail,"Branch or Storenumber, additional segregation of customer/supplier, used if not included as part of the customer/supplier id.",,InvoiceStructure,,Text,,,,,SAFmiddle1textType,"Branch or Storenumber, additional segregation of customer/supplier, used if not included as part of the customer/supplier id."
376,Source Documents,BBIE,,Period,1,0..1,nonNegativeInteger,Tax Information Structure. Detail,Accounting Period,,InvoiceStructure,,,,,,,nonNegativeInteger,Accounting Period
377,Source Documents,BBIE,,PeriodYear,1,0..1,,Tax Information Structure. Detail,The year of the Accounting Period.,,InvoiceStructure,,,,,,,,The year of the Accounting Period.
378,Source Documents,BBIE,,InvoiceDate,1,1..1,date,Tax Information Structure. Detail,,,InvoiceStructure,,Date,,,,,date,
379,Source Documents,BBIE,,InvoiceType,1,0..1,SAFcodeType,Tax Information Structure. Detail,"Type of invoice: Debit invoice, Credit invoice, Cash, Ticket, etc.",,InvoiceStructure,,Code,,,,,SAFcodeType,"Type of invoice: Debit invoice, Credit invoice, Cash, Ticket, etc."
380,Source Documents,ASBIE,,shipTo,1,0..1,ShippingPointStructure,Tax Information Structure. Detail,Ship To details,,InvoiceStructure,,,,ShippingPointStructure,,,ShippingPointStructure,Ship To details
381,Source Documents,ASBIE,,shipFrom,1,0..1,ShippingPointStructure,Tax Information Structure. Detail,Ship from Details,,InvoiceStructure,,,,ShippingPointStructure,,,ShippingPointStructure,Ship from Details
382,Source Documents,BBIE,,PaymentTerms,1,0..1,SAFmiddle2textType,Tax Information Structure. Detail,Payments terms for this invoice,,InvoiceStructure,,Text,,,,,SAFmiddle2textType,Payments terms for this invoice
383,Source Documents,BBIE,,SelfBillingIndicator,1,0..1,SAFcodeType,Tax Information Structure. Detail,Indicator showing if self-billing  is used for this invoice.,,InvoiceStructure,,Code,,,,,SAFcodeType,Indicator showing if self-billing  is used for this invoice.
384,Source Documents,BBIE,,Source I,1,0..1,SAFmiddle1textType,Tax Information Structure. Detail,Details of person or application that entered the transaction,,InvoiceStructure,,Text,,,,,SAFmiddle1textType,Details of person or application that entered the transaction
385,Source Documents,BBIE,,G LostingDate,1,0..1,date,Tax Information Structure. Detail,Date posting to GL,,InvoiceStructure,,Date,,,,,date,Date posting to GL
386,Source Documents,BBIE,,Batch I,1,0..1,SAFmiddle1textType,Tax Information Structure. Detail,Systems generated ID for batch,,InvoiceStructure,,Text,,,,,SAFmiddle1textType,Systems generated ID for batch
387,Source Documents,BBIE,,System I,1,0..1,SAFmiddle1textType,Tax Information Structure. Detail,Unique number created by the system for the document,,InvoiceStructure,,Text,,,,,SAFmiddle1textType,Unique number created by the system for the document
388,Source Documents,BBIE,,Transaction I,1,0..1,SAFmiddle2textType,Tax Information Structure. Detail,"Cross-reference to GL posting. It can contain many different levels to identify the transaction. It could include cost centres such as company, division, region, group and branch/department.",,InvoiceStructure,,Text,,,,,SAFmiddle2textType,"Cross-reference to GL posting. It can contain many different levels to identify the transaction. It could include cost centres such as company, division, region, group and branch/department."
389,Source Documents,BBIE,,ReceiptNumbers,1,0..1,SAFlongtextType,Tax Information Structure. Detail,"The number(s) of the receipt(s) on this ""consolidated invoicerecord"". Can be a single number, a range or a list.",,InvoiceStructure,,Text,,,,,SAFlongtextType,"The number(s) of the receipt(s) on this ""consolidated invoicerecord"". Can be a single number, a range or a list."
390,Source Documents,ASBIE,,InvoiceStructure_Line,1,1..*,,Tax Information Structure. Detail,,,InvoiceStructure,,,,InvoiceStructure_Line,,,,
999,Source Documents,BBIE,,any##other,1,0..1,Represents space to allow individual Revenue Bodies to add further elements,Tax Information Structure. Detail,Represents space to allow individual Revenue Bodies to add further elements,,InvoiceStructure,,,,,,,Represents space to allow individual Revenue Bodies to add further elements,Represents space to allow individual Revenue Bodies to add further elements
392,Source Documents,BBIE,,LineNumber,1,0..1,SAFshorttextType,Tax Information Structure. Detail,Number of the invoiceline,,InvoiceStructure_Line,,Code,,,,,SAFshorttextType,Number of the invoiceline
393,Source Documents,BBIE,,Account I,1,0..1,SAFmiddle2textType,Tax Information Structure. Detail,"General Ledger Account code of the GL-revenue-account. Can be including sub-account id. It can contain many different levels to identify the Account. It could include cost centres such as company, division, region, group and branch/department.",,InvoiceStructure_Line,,Text,,,,,SAFmiddle2textType,"General Ledger Account code of the GL-revenue-account. Can be including sub-account id. It can contain many different levels to identify the Account. It could include cost centres such as company, division, region, group and branch/department."
394,Source Documents,ASBIE,,Analysis,1,0..*,AnalysisStructure,Tax Information Structure. Detail,General Ledger analysis codes,,InvoiceStructure_Line,,,,AnalysisStructure,,,AnalysisStructure,General Ledger analysis codes
395,Source Documents,ASBIE,,OrderReferences,1,0..*,,Tax Information Structure. Detail,Relevant order references,,InvoiceStructure_Line,,,,OrderReferences,,,,Relevant order references
399,Source Documents,ASBIE,,ShipTo,1,0..1,ShippingPointStructure,Tax Information Structure. Detail,Ship To details,,InvoiceStructure_Line,,,,ShippingPointStructure,,,ShippingPointStructure,Ship To details
400,Source Documents,ASBIE,,ShipFrom,1,0..1,ShippingPointStructure,Tax Information Structure. Detail,Ship from Details,,InvoiceStructure_Line,,,,ShippingPointStructure,,,ShippingPointStructure,Ship from Details
401,Source Documents,BBIE,,GoodsServices I,1,0..1,SAFcodeType,Tax Information Structure. Detail,Indicator showing if goods or service,,InvoiceStructure_Line,,Code,,,,,SAFcodeType,Indicator showing if goods or service
402,Source Documents,BBIE,,ProductCode,1,0..1,SAFmiddle2textType,Tax Information Structure. Detail,Product code,,InvoiceStructure_Line,,Text,,,,,SAFmiddle2textType,Product code
403,Source Documents,BBIE,,ProductDescription,1,0..1,SAFlongtextType,Tax Information Structure. Detail,Description of goods or services.,,InvoiceStructure_Line,,Text,,,,,SAFlongtextType,Description of goods or services.
404,Source Documents,ASBIE,,Delivery,1,0..1,,Tax Information Structure. Detail,Information about the date or timeframe of the delivery of the goods or services.,,InvoiceStructure_Line,,,,Delivery,,,,Information about the date or timeframe of the delivery of the goods or services.
414,Source Documents,BBIE,,Quantity,1,0..1,SAFquantityType,Tax Information Structure. Detail,Quantity of goods and services supplied.,,InvoiceStructure_Line,,Quantity,,,,,SAFquantityType,Quantity of goods and services supplied.
415,Source Documents,BBIE,,Invoice UM,1,0..1,SAFcodeType,Tax Information Structure. Detail,Quantity unit of measure e.g. pack of 12,,InvoiceStructure_Line,,Code,,,,,SAFcodeType,Quantity unit of measure e.g. pack of 12
416,Source Documents,BBIE,,U OTo UMBaseConversionFactor,1,0..1,decimal,Tax Information Structure. Detail,Conversion factor of the InvoiceUOM to UOM Base. Only needed when InvoiceUOM is reported and is different from the UOM Base.,,InvoiceStructure_Line,,Numeric,,,,,decimal,Conversion factor of the InvoiceUOM to UOM Base. Only needed when InvoiceUOM is reported and is different from the UOM Base.
417,Source Documents,BBIE,,UnitPrice,1,1..1,SAFmonetaryType,Tax Information Structure. Detail,Unit price for the unit/group of units per UOM in the header's default currency.,,InvoiceStructure_Line,,Monetary,,,,,SAFmonetaryType,Unit price for the unit/group of units per UOM in the header's default currency.
418,Source Documents,BBIE,,TaxPointDate,1,1..1,date,Tax Information Structure. Detail,Tax Point date where recorded or if not recorded then the Invoice date,,InvoiceStructure_Line,,Date,,,,,date,Tax Point date where recorded or if not recorded then the Invoice date
419,Source Documents,ASBIE,,References,1,0..1,,Tax Information Structure. Detail,Credit Note references,,InvoiceStructure_Line,,,,References,,,,Credit Note references
425,Source Documents,BBIE,,Description,1,1..1,SAFlongtextType,Tax Information Structure. Detail,Description of Invoice Line.,,InvoiceStructure_Line,,Text,,,,,SAFlongtextType,Description of Invoice Line.
426,Source Documents,ASBIE,,InvoiceLineAmount,1,1..1,AmountStructure,Tax Information Structure. Detail,Amount for transaction excluding taxes and freightcharges.,,InvoiceStructure_Line,,,,AmountStructure,,,AmountStructure,Amount for transaction excluding taxes and freightcharges.
427,Source Documents,BBIE,,DebitCreditIndicator,1,1..1,,Tax Information Structure. Detail,Indicates whether the amounts on line-level are debit or credit amounts. Entry must correspond to entry reflected in General Ledger Entry. Signing of lineamounts is relative to this indicator. E.g. a return can lead to a negative amount.,,InvoiceStructure_Line,,,,,,,,Indicates whether the amounts on line-level are debit or credit amounts. Entry must correspond to entry reflected in General Ledger Entry. Signing of lineamounts is relative to this indicator. E.g. a return can lead to a negative amount.
428,Source Documents,ASBIE,,ShippingCostsAmount,1,0..1,AmountStructure,Tax Information Structure. Detail,Amount for shipping/freight charges.,,InvoiceStructure_Line,,,,AmountStructure,,,AmountStructure,Amount for shipping/freight charges.
429,Source Documents,ASBIE,,TaxInformation,1,0..*,TaxInformationStructure,Tax Information Structure. Detail,,,InvoiceStructure_Line,,,,TaxInformationStructure,,,TaxInformationStructure,
430,Source Documents,ASBIE,,Settlement,1,0..1,,Tax Information Structure. Detail,,,InvoiceStructure_Line,,,,Settlement,,,,
436,Source Documents,ASBIE,,DocumentTotals,1,0..1,,Tax Information Structure. Detail,,,InvoiceStructure_Line,,,,DocumentTotals,,,,
999,Source Documents,BBIE,,any##other,1,0..1,Represents space to allow individual Revenue Bodies to add further elements,Tax Information Structure. Detail,Represents space to allow individual Revenue Bodies to add further elements,,InvoiceStructure_Line,,,,,,,Represents space to allow individual Revenue Bodies to add further elements,Represents space to allow individual Revenue Bodies to add further elements
295,Source Documents,ABIE,,Movement Of Goods,,,,Movement Of Goods. Detail,,,Movement Of Goods,,,,,,,,
296,Source Documents,BBIE,,NumberOfMovementLines,1,1..1,nonNegativeInteger,Tax Information Structure. Detail,Number of movementlines in selected period,,MovementOfGoods,,,,,,,nonNegativeInteger,Number of movementlines in selected period
297,Source Documents,BBIE,,TotalQuantityReceived,1,1..1,SAFquantityType,Tax Information Structure. Detail,Quantity of goods received,,MovementOfGoods,,Quantity,,,,,SAFquantityType,Quantity of goods received
298,Source Documents,BBIE,,TotalQuantityIssued,1,1..1,SAFquantityType,Tax Information Structure. Detail,Quantity of goods issued in selected period,,MovementOfGoods,,Quantity,,,,,SAFquantityType,Quantity of goods issued in selected period
